state,step,trial,action,update_scale,validation_source,bce_before,bce_after,bce_delta,auc_before,auc_after,auc_delta_pp,first_order_bce_delta,update_norm,validation_gradient_update_cosine,preclip_norm,case
initial,0,1,A_task,0.25,B,0.3731962740421294,0.3739839434623718,0.0007876694202423,0.8960884220600128,0.8962349510192871,0.014652895927425,0.0007913103628506,0.0125554982331686,0.0372149185066636,0.1006076782941818,0
initial,0,1,A_task,0.5,A,0.0776182357221841,0.0775975406169891,-2.069510519502049e-05,0.9897437653541564,0.9897309861183168,-0.0012779235839865,-4.835981813167629e-05,0.0251109964663373,-0.0111991967237785,0.1006076782941818,0
initial,0,1,A_task,0.5,B,0.3731962740421294,0.3747634097933768,0.0015671357512473,0.8960884220600128,0.8963783168792725,0.0289894819259672,0.0015826207257012,0.0251109964663373,0.0372149185066636,0.1006076782941818,0
initial,0,1,B_task,0.1,A,0.0776182357221841,0.0769355278462171,-0.0006827078759669,0.9897437653541564,0.989820188999176,0.0076423645019474,-0.0009317572806797,0.0166912748172484,-0.3246231209186379,1.7230467796325684,0
initial,0,1,B_task,0.1,B,0.3731962740421294,0.360149209201336,-0.0130470648407934,0.8960884220600128,0.8967250852584838,0.0636663198470999,-0.0134046759437214,0.0166912748172484,-0.4742102992481147,1.7230467796325684,0
initial,0,1,B_task,0.25,A,0.0776182357221841,0.0768502574414014,-0.0007679782807826,0.9897437653541564,0.9899134893417358,0.0169723987579306,-0.0023293931612398,0.041728186322945,-0.3246231208828,1.7230467796325684,0
initial,0,1,B_task,0.25,B,0.3731962740421294,0.3420163050293923,-0.0311799690127371,0.8960884220600128,0.8975452983379364,0.1456876277923569,-0.0335116892787778,0.041728186322945,-0.4742102992176046,1.7230467796325684,0
initial,0,1,B_task,0.5,A,0.0776182357221841,0.0792730655521154,0.0016548298299312,0.9897437653541564,0.9900143699645996,0.0270604610443037,-0.0046587863224796,0.0834563726458901,-0.3246231208828,1.7230467796325684,0
initial,0,1,B_task,0.5,B,0.3731962740421294,0.3161674454808235,-0.0570288285613059,0.8960884220600128,0.8985361292362213,0.2447707176208458,-0.0670233785575557,0.0834563726458901,-0.4742102992176046,1.7230467796325684,0
initial,0,2,A_task,0.1,A,0.0776182357221841,0.077428987622261,-0.0001892480999231,0.9897437653541564,0.9897647995948792,0.0021034240722639,-0.0002048877881543,0.0053524444434167,-0.2226025153380854,0.2358710616827011,0
initial,0,2,A_task,0.1,B,0.3731962740421294,0.371862319111824,-0.0013339549303054,0.8960884220600128,0.8964220874309541,0.033366537094126,-0.0013350066310088,0.0053524444434167,-0.1472771681923073,0.2358710616827011,0
initial,0,2,A_task,0.25,A,0.0776182357221841,0.0772036645561456,-0.0004145711660385,0.9897437653541564,0.9897940666675568,0.0050301313400336,-0.0005122194616566,0.01338111087754,-0.222602515387342,0.2358710616827011,0
initial,0,2,A_task,0.25,B,0.3731962740421294,0.3698656439781189,-0.0033306300640105,0.8960884220600128,0.8969192790985108,0.0830857038497945,-0.0033375165208599,0.01338111087754,-0.1472771682344152,0.2358710616827011,0
initial,0,2,A_task,0.5,A,0.0776182357221841,0.0769819304347038,-0.0006363052874803,0.9897437653541564,0.9898373265266418,0.0093561172485268,-0.0010244389233132,0.02676222175508,-0.222602515387342,0.2358710616827011,0
initial,0,2,A_task,0.5,B,0.3731962740421294,0.3665498480200768,-0.0066464260220526,0.8960884220600128,0.8977357974052429,0.1647375345230073,-0.0066750330417199,0.02676222175508,-0.1472771682344152,0.2358710616827011,0
initial,0,2,B_task,0.1,A,0.0776182357221841,0.0769334249198436,-0.0006848108023405,0.9897437653541564,0.9898193018436432,0.0075536489486549,-0.0009314841090996,0.0167109574677851,-0.3241457098342952,1.7195475101470947,0
initial,0,2,B_task,0.1,B,0.3731962740421294,0.3601404994726181,-0.0130557745695113,0.8960884220600128,0.8967158453464508,0.0627423286437944,-0.0134084474246504,0.0167109574677851,-0.4737850251849115,1.7195475101470947,0
initial,0,2,B_task,0.25,A,0.0776182357221841,0.07683778218925,-0.0007804535329341,0.9897437653541564,0.98991103887558,0.0167273521423427,-0.0023287102325623,0.0417773929501144,-0.3241457098218172,1.7195475101470947,0
initial,0,2,B_task,0.25,B,0.3731962740421294,0.3419782295823097,-0.0312180444598197,0.8960884220600128,0.8975226881504059,0.1434266090393099,-0.0335211179831964,0.0417773929501144,-0.4737850251673435,1.7195475101470947,0
initial,0,2,B_task,0.5,A,0.0776182357221841,0.0792313486337661,0.001613112911582,0.9897437653541564,0.9900106525421144,0.0266887187957864,-0.0046574204651246,0.0835547859002289,-0.3241457098218172,1.7195475101470947,0
initial,0,2,B_task,0.5,B,0.3731962740421294,0.3160449162125587,-0.0571513578295707,0.8960884220600128,0.8984943137168884,0.2405891656875547,-0.0670422359663929,0.0835547859002289,-0.4737850251673435,1.7195475101470947,0
initial,0,3,A_task,0.1,A,0.0776182357221841,0.0774913389235734,-0.0001268967986106,0.9897437653541564,0.9897557315826416,0.0011966228485094,-0.0001344621646672,0.0051141803268977,-0.1528939225475595,0.1874603331089019,0
initial,0,3,A_task,0.1,B,0.3731962740421294,0.3723383083939552,-0.0008579656481742,0.8960884220600128,0.8962896652221679,0.0201243162155084,-0.0008577385741277,0.0051141803268977,-0.099033715880024,0.1874603331089019,0
initial,0,3,A_task,0.25,A,0.0776182357221841,0.077329284325242,-0.0002889513969421,0.9897437653541564,0.9897721223831176,0.0028357028961201,-0.0003361554059485,0.0127854505977672,-0.1528939225707527,0.1874603331089019,0
initial,0,3,A_task,0.25,B,0.3731962740421294,0.3710514053702354,-0.002144868671894,0.8960884220600128,0.8965903055667876,0.0501883506774825,-0.0021443463988741,0.0127854505977672,-0.0990337158968771,0.1874603331089019,0
initial,0,3,A_task,0.5,A,0.0776182357221841,0.0771340347826481,-0.000484200939536,0.9897437653541564,0.9897962434291836,0.0052478075027173,-0.000672310811897,0.0255709011955344,-0.1528939225707527,0.1874603331089019,0
initial,0,3,A_task,0.5,B,0.3731962740421294,0.368905510008335,-0.0042907640337944,0.8960884220600128,0.8970861608982086,0.099773883819576,-0.0042886927977483,0.0255709011955344,-0.0990337158968771,0.1874603331089019,0
initial,0,3,B_task,0.1,A,0.0776182357221841,0.076933005452156,-0.000685230270028,0.9897437653541564,0.9898204834461212,0.0076718091964744,-0.0009359097485964,0.0165768155148467,-0.3283212770001886,1.7203387022018433,0
initial,0,3,B_task,0.1,B,0.3731962740421294,0.3601790949702264,-0.013017179071903,0.8960884220600128,0.8967486994266509,0.0660277366638095,-0.0133656810657349,0.0165768155148467,-0.4760955913082356,1.7203387022018433,0
initial,0,3,B_task,0.25,A,0.0776182357221841,0.0768503416329622,-0.0007678940892219,0.9897437653541564,0.9899142980575562,0.0170532703399617,-0.0023397743316113,0.0414420380766001,-0.3283212770331877,1.7203387022018433,0
initial,0,3,B_task,0.25,B,0.3731962740421294,0.3420568943023681,-0.0311393797397613,0.8960884220600128,0.8976045703887938,0.1516148328780997,-0.0334142020928946,0.0414420380766001,-0.4760955913287247,1.7203387022018433,0
initial,0,3,B_task,0.5,A,0.0776182357221841,0.0792939681559801,0.0016757324337959,0.9897437653541564,0.9900159192085264,0.027215385436996,-0.0046795486632227,0.0828840761532003,-0.3283212770331877,1.7203387022018433,0
initial,0,3,B_task,0.5,B,0.3731962740421294,0.3161285564303397,-0.0570677176117896,0.8960884220600128,0.8986584811210633,0.2570059061050456,-0.0668284041857893,0.0828840761532003,-0.4760955913287247,1.7203387022018433,0
initial,0,4,A_task,0.1,A,0.0776182357221841,0.0775779958814382,-4.02398407459148e-05,0.9897437653541564,0.9897465813159942,0.0002815961837709,-4.174831343974502e-05,0.0050019237325195,-0.0485364525657573,0.1165517047047615,0
initial,0,4,A_task,0.1,B,0.3731962740421294,0.3733591377735138,0.0001628637313843,0.8960884220600128,0.8962168340682983,0.0128412008285505,0.0001634409475486,0.0050019237325195,0.0192942533261004,0.1165517047047615,0
initial,0,4,A_task,0.25,A,0.0776182357221841,0.0775230731815099,-9.516254067419572e-05,0.9897437653541564,0.98974955201149,0.0005786657333417,-0.0001043707818215,0.0125048091158128,-0.0485364525753967,0.1165517047047615,0
initial,0,4,A_task,0.25,B,0.3731962740421294,0.3736018225550652,0.0004055485129357,0.8960884220600128,0.896409482717514,0.0321060657501148,0.0004086023613055,0.0125048091158128,0.0192942533013086,0.1165517047047615,0
initial,0,4,A_task,0.5,A,0.0776182357221841,0.0774457447230815,-0.0001724909991025,0.9897437653541564,0.9897530469894408,0.0009281635284352,-0.000208741563643,0.0250096182316256,-0.0485364525753967,0.1165517047047615,0
initial,0,4,A_task,0.5,B,0.3731962740421294,0.3740004569292068,0.0008041828870773,0.8960884220600128,0.8967282378673553,0.0639815807342514,0.0008172047226111,0.0250096182316256,0.0192942533013086,0.1165517047047615,0
initial,0,4,B_task,0.1,A,0.0776182357221841,0.0769332613795995,-0.0006849743425845,0.9897437653541564,0.9898183090686798,0.0074543714523311,-0.0009284511818825,0.0168162768286202,-0.3210667905822472,1.6532378196716309,0
initial,0,4,B_task,0.1,B,0.3731962740421294,0.3601329430937767,-0.0130633309483527,0.8960884220600128,0.8966653189659118,0.0576896905899015,-0.013414136279006,0.0168162768286202,-0.4710174928895875,1.6532378196716309,0
initial,0,4,B_task,0.25,A,0.0776182357221841,0.0768267963081598,-0.0007914394140243,0.9897437653541564,0.9899097518920896,0.0165986537933204,-0.0023211279149572,0.042040691350994,-0.3210667905869289,1.6532378196716309,0
initial,0,4,B_task,0.25,B,0.3731962740421294,0.3419530525803565,-0.0312432214617729,0.8960884220600128,0.8974077043533324,0.1319282293319568,-0.0335353401224125,0.042040691350994,-0.4710174928850439,1.6532378196716309,0
initial,0,4,B_task,0.5,A,0.0776182357221841,0.0791778340935707,0.0015595983713865,0.9897437653541564,0.9900113880634308,0.0267622709274162,-0.0046422558299144,0.084081382701988,-0.3210667905869289,1.6532378196716309,0
initial,0,4,B_task,0.5,B,0.3731962740421294,0.3159780457615853,-0.0572182282805441,0.8960884220600128,0.8983000049591064,0.2211582899093622,-0.0670706802448251,0.084081382701988,-0.4710174928850439,1.6532378196716309,0
initial,0,5,A_task,0.1,A,0.0776182357221841,0.0774904087185859,-0.0001278270035982,0.9897437653541564,0.9897574887275696,0.0013723373413099,-0.0001344645959658,0.005110307564162,-0.1530125573684372,0.1770665794610977,0
initial,0,5,A_task,0.1,B,0.3731962740421294,0.3724936679005622,-0.0007026061415671,0.8960884220600128,0.8963184263706206,0.0230004310607823,-0.0007023880745063,0.005110307564162,-0.0811585465421697,0.1770665794610977,0
initial,0,5,A_task,0.25,A,0.0776182357221841,0.0773235294967889,-0.0002947062253951,0.9897437653541564,0.98977662730217,0.0032861948013329,-0.0003361614842082,0.0127757686909067,-0.1530125573999304,0.1770665794610977,0
initial,0,5,A_task,0.25,B,0.3731962740421294,0.3714391529560089,-0.0017571210861205,0.8960884220600128,0.8966620168685913,0.0573594808578437,-0.0017559701568845,0.0127757686909067,-0.0811585465785721,0.1770665794610977,0
initial,0,5,A_task,0.5,A,0.0776182357221841,0.0771111164242029,-0.0005071192979812,0.9897437653541564,0.989805165052414,0.0061399698257358,-0.0006723229684164,0.0255515373818135,-0.1530125573999304,0.1770665794610977,0
initial,0,5,A_task,0.5,B,0.3731962740421294,0.3696804389357567,-0.0035158351063727,0.8960884220600128,0.8972283885478973,0.1139966487884502,-0.003511940313769,0.0255515373818135,-0.0811585465785721,0.1770665794610977,0
initial,0,5,B_task,0.1,A,0.0776182357221841,0.0769377671182155,-0.0006804686039686,0.9897437653541564,0.9898194444179534,0.0075679063796907,-0.0009266624019954,0.0170011196241583,-0.3169641765468378,1.7314170598983765,0
initial,0,5,B_task,0.1,B,0.3731962740421294,0.3600666522979737,-0.0131296217441557,0.8960884220600128,0.8967324938774108,0.0644071817398006,-0.0134936950264983,0.0170011196241583,-0.4686596216232155,1.7314170598983765,0
initial,0,5,B_task,0.25,A,0.0776182357221841,0.0768456555902958,-0.0007725801318883,0.9897437653541564,0.9899116797447204,0.0167914390563739,-0.0023166559650255,0.042502798329978,-0.3169641765261793,1.7314170598983765,0
initial,0,5,B_task,0.25,B,0.3731962740421294,0.3418358236551285,-0.0313604503870009,0.8960884220600128,0.8975585305690765,0.1470108509063705,-0.0337342369818627,0.042502798329978,-0.4686596215585534,1.7314170598983765,0
initial,0,5,B_task,0.5,A,0.0776182357221841,0.0792288318276405,0.0016105961054563,0.9897437653541564,0.9900119688510894,0.0268203496932906,-0.004633311930051,0.0850055966599561,-0.3169641765261793,1.7314170598983765,0
initial,0,5,B_task,0.5,B,0.3731962740421294,0.3159030750393867,-0.0572931990027427,0.8960884220600128,0.8985477364063261,0.2459314346313301,-0.0674684739637254,0.0850055966599561,-0.4686596215585534,1.7314170598983765,0
initial,0,6,A_task,0.1,A,0.0776182357221841,0.0775074008852243,-0.0001108348369598,0.9897437653541564,0.9897538585662842,0.0010093212127637,-0.0001179011693151,0.0052048923750088,-0.1317263081246527,0.1675380915403366,0
initial,0,6,A_task,0.1,B,0.3731962740421294,0.3726676315069198,-0.0005286425352096,0.8960884220600128,0.8963097927570343,0.0221370697021439,-0.000528140486587,0.0052048923750088,-0.0599158711109104,0.1675380915403366,0
initial,0,6,A_task,0.25,A,0.0776182357221841,0.0773676238954067,-0.0002506118267774,0.9897437653541564,0.98976753783226,0.0023772478103589,-0.0002947529181811,0.0130122307148058,-0.1317263080970517,0.1675380915403366,0
initial,0,6,A_task,0.25,B,0.3731962740421294,0.3718724057078361,-0.0013238683342933,0.8960884220600128,0.8966404886245729,0.0552066564560083,-0.0013203511937511,0.0130122307148058,-0.0599158711055773,0.1675380915403366,0
initial,0,6,A_task,0.5,A,0.0776182357221841,0.0772041574120521,-0.000414078310132,0.9897437653541564,0.98978586935997,0.0042104005813503,-0.0005895058363623,0.0260244614296117,-0.1317263080970517,0.1675380915403366,0
initial,0,6,A_task,0.5,B,0.3731962740421294,0.3705416932702065,-0.0026545807719229,0.8960884220600128,0.8971848733425141,0.1096451282501242,-0.0026407023875023,0.0260244614296117,-0.0599158711055773,0.1675380915403366,0
initial,0,6,B_task,0.1,A,0.0776182357221841,0.0769296210259199,-0.0006886146962642,0.9897437653541564,0.989824666261673,0.0080900907516445,-0.0009493832398968,0.0163418667236006,-0.337836102206123,1.6996192932128906,0
initial,0,6,B_task,0.1,B,0.3731962740421294,0.360254855453968,-0.0129414185881613,0.8960884220600128,0.8968404719829561,0.0752049922943309,-0.0132764641794141,0.0163418667236006,-0.4797168067804561,1.6996192932128906,0
initial,0,6,B_task,0.25,A,0.0776182357221841,0.0768775016069412,-0.0007407341152429,0.9897437653541564,0.9899235377311708,0.0179772377014164,-0.002373458058549,0.0408546661060466,-0.3378361021556046,1.6996192932128906,0
initial,0,6,B_task,0.25,B,0.3731962740421294,0.3421915277838707,-0.0310047462582587,0.8960884220600128,0.8978342549800872,0.1745832920074352,-0.0331911598772493,0.0408546661060466,-0.4797168067776946,1.6996192932128906,0
initial,0,6,B_task,0.5,A,0.0776182357221841,0.0794594664126634,0.0018412306904792,0.9897437653541564,0.9900328178405764,0.0289052486419749,-0.004746916117098,0.0817093322120932,-0.3378361021556046,1.6996192932128906,0
initial,0,6,B_task,0.5,B,0.3731962740421294,0.3161934271454811,-0.0570028468966483,0.8960884220600128,0.899122683286667,0.3034261226654178,-0.0663823197544986,0.0817093322120932,-0.4797168067776946,1.6996192932128906,0
initial,0,7,A_task,0.1,A,0.0776182357221841,0.077560118958354,-5.811676383016273e-05,0.9897437653541564,0.9897495968341828,0.0005831480026197,-6.0275015245521894e-05,0.0049217871064068,-0.0712165065760181,0.1318387985229492,0
initial,0,7,A_task,0.1,B,0.3731962740421294,0.3731027260422707,-9.354799985877849e-05,0.8960884220600128,0.8962175154685974,0.0129093408584579,-9.31433618436308e-05,0.0049217871064068,-0.0111746326472323,0.1318387985229492,0
initial,0,7,A_task,0.25,A,0.0776182357221841,0.077481036633253,-0.000137199088931,0.9897437653541564,0.9897576870918272,0.0013921737670785,-0.0001506875355468,0.0123044675540369,-0.0712165065897564,0.1318387985229492,0
initial,0,7,A_task,0.25,B,0.3731962740421294,0.3729609191417694,-0.00023535490036,0.8960884220600128,0.8964105591773988,0.0322137117385934,-0.0002328584003687,0.0123044675540369,-0.0111746326362602,0.1318387985229492,0
initial,0,7,A_task,0.5,A,0.0776182357221841,0.0773706711828708,-0.0002475645393132,0.9897437653541564,0.9897687442302704,0.0024978876113856,-0.0003013750710936,0.0246089351080739,-0.0712165065897564,0.1318387985229492,0
initial,0,7,A_task,0.5,B,0.3731962740421294,0.3727196782827376,-0.0004765957593917,0.8960884220600128,0.8967288217544556,0.0640399694442739,-0.0004657168007375,0.0246089351080739,-0.0111746326362602,0.1318387985229492,0
initial,0,7,B_task,0.1,A,0.0776182357221841,0.0769293703138828,-0.0006888654083013,0.9897437653541564,0.9898222775459288,0.007851219177235,-0.0009400224725295,0.0164163990709718,-0.3329864003627185,1.7001867294311523,0
initial,0,7,B_task,0.1,B,0.3731962740421294,0.3601883262395859,-0.0130079478025434,0.8960884220600128,0.8967623445987701,0.067392253875731,-0.0133511893491215,0.0164163990709718,-0.4802266137522445,1.7001867294311523,0
initial,0,7,B_task,0.25,A,0.0776182357221841,0.0768430307507514,-0.0007752049714326,0.9897437653541564,0.989918616771698,0.0174851417541477,-0.002350056140784,0.0410409969756268,-0.33298640031261,1.7001867294311523,0
initial,0,7,B_task,0.25,B,0.3731962740421294,0.3420583963394165,-0.0311378777027129,0.8960884220600128,0.8976459455490111,0.1557523488998291,-0.0333779727986417,0.0410409969756268,-0.480226613703366,1.7001867294311523,0
initial,0,7,B_task,0.5,A,0.0776182357221841,0.0792827557772398,0.0016645200550556,0.9897437653541564,0.9900262145996094,0.0282449245452842,-0.0047001122815681,0.0820819939512537,-0.33298640031261,1.7001867294311523,0
initial,0,7,B_task,0.5,B,0.3731962740421294,0.31605626642704,-0.0571400076150894,0.8960884220600128,0.8987641272544862,0.2675705194473354,-0.0667559455972835,0.0820819939512537,-0.480226613703366,1.7001867294311523,0
rank0_best,4000,0,A_task,0.1,A,0.0863202128559351,0.0862067375332117,-0.0001134753227233,0.9874890720844268,0.987436290025711,-0.0052782058715949,-0.0001464024224505,0.0056737553917672,-0.2313469100517831,0.2334522157907486,0
rank0_best,4000,0,A_task,0.1,B,0.1671529501676559,0.1674325391650199,0.000279588997364,0.9632002804279328,0.9631425158977508,-0.0057764530181803,0.0002585185938278,0.0056737553917672,0.2350573425080535,0.2334522157907486,0
rank0_best,4000,0,A_task,0.25,A,0.0863202128559351,0.0861599657684564,-0.0001602470874786,0.9874890720844268,0.9873531181812286,-0.0135953903198315,-0.000366006049783,0.0141843882360435,-0.231346910011607,0.2334522157907486,0
rank0_best,4000,0,A_task,0.25,B,0.1671529501676559,0.1679301351308822,0.0007771849632263,0.9632002804279328,0.9630487875938416,-0.0151492834091104,0.0006462964734188,0.0141843882360435,0.2350573424856064,0.2334522157907486,0
rank0_best,4000,0,A_task,0.5,A,0.0863202128559351,0.0864083494991064,8.81366431713243e-05,0.9874890720844268,0.9872047889232636,-0.0284283161163467,-0.000732012099566,0.0283687764720871,-0.231346910011607,0.2334522157907486,0
rank0_best,4000,0,A_task,0.5,B,0.1671529501676559,0.1689643055200577,0.0018113553524017,0.9632002804279328,0.9628744726181032,-0.0325807809829603,0.0012925929468376,0.0283687764720871,0.2350573424856064,0.2334522157907486,0
rank0_best,4000,0,B_task,0.1,A,0.0863202128559351,0.086202285811305,-0.00011792704463,0.9874890720844268,0.9874543993473054,-0.0034672737121543,-0.000137668571653,0.0055782886579397,-0.2212686425936763,0.2306288927793502,0
rank0_best,4000,0,B_task,0.1,B,0.1671529501676559,0.167420033365488,0.0002670831978321,0.9632002804279328,0.9631646869182588,-0.003559350967397,0.0002436328989012,0.0055782886579397,0.225313697324348,0.2306288927793502,0
rank0_best,4000,0,B_task,0.25,A,0.0863202128559351,0.0860989782959222,-0.0002212345600128,0.9874890720844268,0.9874001014232636,-0.0088970661163312,-0.0003441714232536,0.0139457214052068,-0.2212686426162526,0.2306288927793502,0
rank0_best,4000,0,B_task,0.25,B,0.1671529501676559,0.1679077267646789,0.000754776597023,0.9632002804279328,0.9631062772274018,-0.0094003200530878,0.0006090822368057,0.0139457214052068,0.2253136973313559,0.2306288927793502,0
rank0_best,4000,0,B_task,0.5,A,0.0863202128559351,0.0861198261380195,-0.0002003867179155,0.9874890720844268,0.9873052730560302,-0.0183799028396713,-0.0006883428465072,0.0278914428104136,-0.2212686426162526,0.2306288927793502,0
rank0_best,4000,0,B_task,0.5,B,0.1671529501676559,0.168947160243988,0.0017942100763321,0.9632002804279328,0.9629946730136872,-0.0205607414245578,0.0012181644736114,0.0278914428104136,0.2253136973313559,0.2306288927793502,0
rank0_best,4000,0,momentum_only,0.1,A,0.0863202128559351,0.0862918350845575,-2.8377771377569028e-05,0.9874890720844268,0.9874705681800844,-0.0018503904342659,-3.1666919664624496e-05,0.0042579840199782,-0.0666788102333346,0.0,0
rank0_best,4000,0,momentum_only,0.1,B,0.1671529501676559,0.1672094687819481,5.6518614292150327e-05,0.9632002804279328,0.9631865372657776,-0.0013743162155188,5.500860034897821e-05,0.0042579840199782,0.066646786342278,0.0,0
rank0_best,4000,0,momentum_only,0.25,A,0.0863202128559351,0.0862617366015911,-5.8476254343978185e-05,0.9874890720844268,0.9874420573711394,-0.0047014713287496,-7.916729781276484e-05,0.0106449598659432,-0.0666788102498779,0.0,0
rank0_best,4000,0,momentum_only,0.25,B,0.1671529501676559,0.1672999784350395,0.0001470282673835,0.9632002804279328,0.963164949655533,-0.0035330772399699,0.0001375214985363,0.0106449598659432,0.0666467863621729,0.0,0
rank0_best,4000,0,momentum_only,0.5,A,0.0863202128559351,0.0862439319491386,-7.62809067964415e-05,0.9874890720844268,0.9873931539058686,-0.0095918178558362,-0.0001583345956255,0.0212899197318865,-0.0666788102498779,0.0,0
rank0_best,4000,0,momentum_only,0.5,B,0.1671529501676559,0.1674658916890621,0.0003129415214061,0.9632002804279328,0.9631253545284272,-0.007492589950564,0.0002750429970727,0.0212899197318865,0.0666467863621729,0.0,0
rank0_best,4000,1,A_task,0.1,A,0.0863202128559351,0.0861920468509197,-0.0001281660050153,0.9874890720844268,0.987439635038376,-0.0049437046050981,-0.0001611785516283,0.0055513737435855,-0.2603111859335617,0.2410853654146194,0
rank0_best,4000,1,A_task,0.1,B,0.1671529501676559,0.1674441948533058,0.0002912446856498,0.9632002804279328,0.963139211177826,-0.0061069250106848,0.0002691676418246,0.0055513737435855,0.2501353246166721,0.2410853654146194,0
rank0_best,4000,1,A_task,0.25,A,0.0863202128559351,0.0861232351511716,-0.0001969777047634,0.9874890720844268,0.9873618984222412,-0.0127173662185731,-0.0004029463722878,0.0138784341212362,-0.2603111860106159,0.2410853654146194,0
