model_id,seed,checkpoint_update,n_sources,sources,aliases,loss,accuracy,positive_probability,negative_probability,probability_margin
ss_cp_hk_twitter,39,180,1,cp_hk_twitter,specialist:cp_hk_twitter,0.1502385848661005,0.9838489360279508,0.9969143801265292,0.03258309060078722,0.9643312825096978
ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,0.14455850936145806,0.9857817159758674,0.9975726207097372,0.03106669525853552,0.9665059182378981
ss_cp_hk_twitter,40,20,1,cp_hk_twitter,specialist:cp_hk_twitter,2.2343095541000366,0.5487671494483948,0.8891111943456862,0.8573856486214532,0.031725545724232994
ss_cp_hk_twitter,40,60,1,cp_hk_twitter,specialist:cp_hk_twitter,0.18652782366714543,0.9785592754681905,0.9936400122112699,0.04167005845940568,0.9519699547025893
ss_cp_hk_twitter,40,180,1,cp_hk_twitter,specialist:cp_hk_twitter,0.1828798049573379,0.9838087558746338,0.9967955615785387,0.032146180426934734,0.9646493792533875
ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,0.2167793437778932,0.9823013014263577,0.997153017255995,0.03470660458343547,0.962446411450704
ss_cp_hk_twitter,41,20,1,cp_hk_twitter,specialist:cp_hk_twitter,2.6699389616648355,0.5474774241447449,0.8930402398109436,0.8693405323558383,0.023699707455105253
ss_cp_hk_twitter,41,60,1,cp_hk_twitter,specialist:cp_hk_twitter,0.4235652427499493,0.9687960810131497,0.9912944568528069,0.0747342994954023,0.9165601597891914
ss_cp_hk_twitter,41,180,1,cp_hk_twitter,specialist:cp_hk_twitter,0.24982688733790484,0.9829015400674608,0.9965520567364163,0.03200976858917986,0.9645422961976793
ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,0.2484924944082094,0.9845153424474928,0.9970195558336046,0.028825493028408446,0.9681940608554416
ss_election2020,39,20,1,election2020,specialist:election2020,5.014874749713474,0.5248837471008301,0.8998465471797519,0.9400183028644986,-0.04017175568474664
ss_election2020,39,60,1,election2020,specialist:election2020,3.3243087061758465,0.9050631523132324,0.9869315889146593,0.18784677609801292,0.799084809091356
ss_election2020,39,180,1,election2020,specialist:election2020,1.9593524611361015,0.9487329655223422,0.9919532272550795,0.09755727575086187,0.8943959474563599
ss_election2020,39,500,1,election2020,specialist:election2020,1.5181845837707644,0.9595155914624532,0.9938336147202386,0.07609147183393361,0.9177421463860406
ss_election2020,40,20,1,election2020,specialist:election2020,3.3677011330922446,0.5372930235332913,0.8866367472542657,0.8982720110151503,-0.011635263760884603
ss_election2020,40,60,1,election2020,specialist:election2020,3.804334831605148,0.774463521109687,0.9877350793944465,0.44791596983042026,0.5398191081153022
ss_election2020,40,180,1,election2020,specialist:election2020,1.6482676320851573,0.9086770282851325,0.9915340145428976,0.18054074707227605,0.8109932674301995
ss_election2020,40,500,1,election2020,specialist:election2020,1.1301081616855098,0.9479738805029128,0.9931883017222086,0.10166289668147026,0.8915254142549303
ss_election2020,41,20,1,election2020,specialist:election2020,2.416277117199368,0.6466079089376662,0.9100239608022902,0.6914761232005225,0.21854783760176766
ss_election2020,41,60,1,election2020,specialist:election2020,1.0959294448386774,0.9696379039022658,0.9833121564653184,0.050941767294716556,0.9323703911569383
ss_election2020,41,180,1,election2020,specialist:election2020,0.5639368855829363,0.9804683923721313,0.9898799525366889,0.0312556186456479,0.9586243298318651
ss_election2020,41,500,1,election2020,specialist:election2020,0.4494423853781579,0.9865576691097684,0.9921186566352844,0.02055592038009814,0.9715627299414741
ss_facebook_page_reference,39,20,1,facebook_page_reference,specialist:facebook_page_reference,0.3701767126719157,0.9409051868650649,0.7761795984374152,0.2509438991546631,0.5252357025941213
ss_facebook_page_reference,39,60,1,facebook_page_reference,specialist:facebook_page_reference,0.0750876712716288,0.9738202955987718,0.9231231941117181,0.008509000944387581,0.9146141873465644
ss_facebook_page_reference,39,180,1,facebook_page_reference,specialist:facebook_page_reference,0.02028074536550169,0.9963147640228271,0.9874228835105896,0.007705614327278454,0.9797172745068868
ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,0.03662032248515364,0.9864508907000223,0.9994109869003296,0.035228274674712644,0.9641827212439643
ss_facebook_page_reference,40,20,1,facebook_page_reference,specialist:facebook_page_reference,0.7008098098966811,0.7117714881896973,0.7610237995783488,0.573536604642868,0.18748719493548074
ss_facebook_page_reference,40,60,1,facebook_page_reference,specialist:facebook_page_reference,0.09496808538420333,0.9643871982892355,0.897194955084059,0.008979546850443713,0.8882154027620951
ss_facebook_page_reference,40,180,1,facebook_page_reference,specialist:facebook_page_reference,0.018369299356385857,0.9964685108926561,0.9850497179561191,0.0026725972226510444,0.982377118534512
ss_facebook_page_reference,40,500,1,facebook_page_reference,specialist:facebook_page_reference,0.008894426265113806,0.9970303177833557,0.9992115630043877,0.009524897367049966,0.9896866612964206
ss_facebook_page_reference,41,20,1,facebook_page_reference,specialist:facebook_page_reference,0.3462401032447815,0.9520269433657328,0.7504193584124247,0.2333156449927224,0.5171037183867561
ss_facebook_page_reference,41,60,1,facebook_page_reference,specialist:facebook_page_reference,0.07921443377724952,0.9723355505201552,0.9110922813415527,0.012395339681663446,0.8986969457732307
ss_facebook_page_reference,41,180,1,facebook_page_reference,specialist:facebook_page_reference,0.015839538485225704,0.9970018135176765,0.9876325660281711,0.0021564524868153967,0.9854761163393656
ss_facebook_page_reference,41,500,1,facebook_page_reference,specialist:facebook_page_reference,0.00833256038458785,0.9969967537456088,0.9995419912868075,0.010300952101614611,0.9892410371038649
ss_midterm,39,20,1,midterm,specialist:midterm,1.4624920884768169,0.5540114111370511,0.8378544184896681,0.7977603210343255,0.04009409745534261
ss_midterm,39,60,1,midterm,specialist:midterm,0.16401751592962277,0.9724252290195889,0.9912477533022562,0.0829508313909173,0.9082969095971849
ss_midterm,39,180,1,midterm,specialist:midterm,0.07013174194920187,0.9872329168849521,0.9963394469685025,0.030802656154264696,0.9655367996957567
ss_midterm,39,500,1,midterm,specialist:midterm,0.07712216999627547,0.9819417066044278,0.9973141551017761,0.03930032032167219,0.9580138325691223
ss_midterm,40,20,1,midterm,specialist:midterm,2.0482864578564963,0.5754470957650079,0.883599148856269,0.7963625987370809,0.0872365501191881
ss_midterm,40,60,1,midterm,specialist:midterm,0.32890963316377664,0.93636554479599,0.9928168323304918,0.1525238483057668,0.8402929968304105
ss_midterm,40,180,1,midterm,specialist:midterm,0.25724571905124727,0.9601525200737847,0.9965495202276442,0.0891544742076399,0.9073950383398268
ss_midterm,40,500,1,midterm,specialist:midterm,0.3639704854204966,0.9447763429747688,0.9972973465919495,0.1184151486648059,0.8788822028372023
ss_midterm,41,20,1,midterm,specialist:midterm,1.6174092690149944,0.551821231842041,0.8349409235848321,0.8211774627367655,0.013763460848066542
ss_midterm,41,60,1,midterm,specialist:midterm,0.3804119453351531,0.9613881508509318,0.9923055834240384,0.08835060060179482,0.9039549893803067
ss_midterm,41,180,1,midterm,specialist:midterm,0.29013503005262464,0.9755717515945435,0.9963543150160048,0.05461702742508755,0.9417372875743442
ss_midterm,41,500,1,midterm,specialist:midterm,0.32715290126644603,0.9708570109473335,0.9971510171890259,0.06584264612648541,0.9313083622190688
ss_twibot20,39,20,1,twibot20,"specialist:twibot20,ladder:C:1",0.7163547608587477,0.764268073770735,0.8053698407279121,0.48236098554399276,0.32300885518391925
ss_twibot20,39,60,1,twibot20,"specialist:twibot20,ladder:C:1",0.10359927339272366,0.9842413398954604,0.9847019910812378,0.03127113062914254,0.9534308579232957
ss_twibot20,39,180,1,twibot20,"specialist:twibot20,ladder:C:1",0.06693159900088277,0.9908797674708896,0.996599190764957,0.017737028719643097,0.9788621597819858
ss_twibot20,39,500,1,twibot20,"specialist:twibot20,ladder:C:1",0.06839855029021338,0.9906790653864542,0.9969664745860629,0.017587907668333475,0.9793785611788431
ss_twibot20,40,20,1,twibot20,"specialist:twibot20,ladder:C:1",1.5465710759162903,0.7244293755955167,0.88904117875629,0.5511241356531779,0.3379170431031121
ss_twibot20,40,60,1,twibot20,"specialist:twibot20,ladder:C:1",0.1539312516235643,0.9730793370140923,0.9883020122845968,0.05422656412702054,0.9340754614935981
ss_twibot20,40,180,1,twibot20,"specialist:twibot20,ladder:C:1",0.07904007708809029,0.9853023158179389,0.9966708819071451,0.028389797255739622,0.9682810836368136
ss_twibot20,40,500,1,twibot20,"specialist:twibot20,ladder:C:1",0.09229098517365249,0.9831813640064664,0.9970119198163351,0.03194797277663181,0.9650639361805387
ss_twibot20,41,20,1,twibot20,"specialist:twibot20,ladder:C:1",0.9968145555920072,0.657323075665368,0.8158675697114732,0.6398952007293701,0.17597236898210314
ss_twibot20,41,60,1,twibot20,"specialist:twibot20,ladder:C:1",0.10056634058451487,0.9843567146195306,0.9939811362160577,0.031478128675694786,0.9625030093722873
ss_twibot20,41,180,1,twibot20,"specialist:twibot20,ladder:C:1",0.05118426801022401,0.9927954607539706,0.9968878494368659,0.012565231853740342,0.9843226141399808
ss_twibot20,41,500,1,twibot20,"specialist:twibot20,ladder:C:1",0.04718119075692408,0.9929608835114373,0.9970171848932902,0.012022970538257342,0.9849942061636183
ss_ukr_rus_suspended,39,20,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",0.6094734105798933,0.7300338215298123,0.8076408240530226,0.53379069103135,0.27385013302167255
ss_ukr_rus_suspended,39,60,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",0.03823277809553676,0.9961278504795499,0.9893247617615594,0.05744741691483392,0.9318773415353563
ss_ukr_rus_suspended,39,180,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",0.0035120146623941967,0.9998886916372511,0.9990386168162028,0.0056469770578486435,0.9933916396564908
ss_ukr_rus_suspended,39,500,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",0.0029871527913201135,0.9995028376579285,0.9998210536109077,0.004904694997094339,0.9949163662062751
ss_ukr_rus_suspended,40,20,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",0.6592379808425903,0.7279611892170377,0.779857251379225,0.536742134226693,0.24311511715253195
ss_ukr_rus_suspended,40,60,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",0.04925771098997858,0.9974466297361586,0.9854915473196242,0.0747022960955898,0.9107892513275146
ss_ukr_rus_suspended,40,180,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",0.0011491612381683404,0.9999999933772616,0.9991198248333402,0.0014029160665813833,0.9977169036865234
ss_ukr_rus_suspended,40,500,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",0.0005097784776606002,0.9999999933772616,0.9998802410231696,0.0008883245189079187,0.9989919132656522
ss_ukr_rus_suspended,41,20,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",0.7510528233316209,0.6885995533731248,0.8117888106240166,0.5882009036011167,0.22358790702290005
ss_ukr_rus_suspended,41,60,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",0.0782345524057746,0.9757652017805312,0.990376869837443,0.10898608797126347,0.8813907835218642
ss_ukr_rus_suspended,41,180,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",0.001592627473857849,0.9999083148108588,0.9994251330693563,0.0024392718053907934,0.9969858593410916
ss_ukr_rus_suspended,41,500,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",0.0007605741060009071,0.9998168150583903,0.9999214741918776,0.0010879133529265851,0.9988335635926988
ss_ukr_rus_twitter,39,20,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",3.4317016866472034,0.515084445476532,0.8949066930347018,0.9502225319544474,-0.05531583891974555
ss_ukr_rus_twitter,39,60,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",0.33291423693299294,0.9108901156319512,0.9955396122402616,0.18534977692696783,0.810189836555057
ss_ukr_rus_twitter,39,180,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",0.1133535515723957,0.9677179257074991,0.996966713004642,0.07024048567594339,0.9267262352837456
ss_ukr_rus_twitter,39,500,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",0.12432833334605675,0.9643832312689887,0.9970848626560636,0.0745828183223946,0.9225020474857755
ss_ukr_rus_twitter,40,20,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",4.038036690817939,0.52186605003145,0.9175565640131632,0.9434326688448588,-0.025876104831695557
ss_ukr_rus_twitter,40,60,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",0.2733260580442018,0.936212526427375,0.9959752824571397,0.13604340309070218,0.8599318729506599
ss_ukr_rus_twitter,40,180,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",0.030741457497545827,0.9961410893334283,0.9971012473106384,0.009269743895856664,0.9878314998414781
ss_ukr_rus_twitter,40,500,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",0.011828874697029177,0.9977085259225633,0.9974786506758796,0.0034988458396077882,0.9939798182911344
ss_ukr_rus_twitter,41,20,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",3.566825363371107,0.5153938200738695,0.9078345961040921,0.9456615183088515,-0.03782692220475939
ss_ukr_rus_twitter,41,60,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",0.7712179277506139,0.8637576831711663,0.9958795176612006,0.2742959971850117,0.7215835253397623
ss_ukr_rus_twitter,41,180,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",0.32492071060308564,0.9358067115147909,0.9969410234027438,0.1314237957703881,0.8655172321531508
ss_ukr_rus_twitter,41,500,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",0.3645874097467943,0.9342715276612176,0.9970274964968363,0.1327941413490205,0.8642333481046889
ordA_r2,39,20,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,2.0165081553988986,0.5465338031450907,0.8612769709693061,0.8594660626517402,0.001810908317565918
ordA_r2,39,60,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,0.09486769066683741,0.9856197701560127,0.9934941331545512,0.0276287379868639,0.9658653868569268
ordA_r2,39,180,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,0.02163987858714083,0.9963718851407369,0.9967257181803385,0.005179060590712147,0.9915466705958048
ordA_r2,39,500,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,0.014234312125962687,0.9975056582027011,0.9969691700405545,0.0025272132084587107,0.9944419595930312
ordA_r2,40,20,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,2.1264375713136463,0.5628608796331618,0.8775068057907952,0.8251551853285896,0.05235162046220568
ordA_r2,40,60,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,0.0782439019660362,0.9839757548438178,0.9899071852366129,0.03591575089295576,0.95399143298467
ordA_r2,40,180,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,0.040454843181578326,0.9909761349360148,0.9968114296595255,0.02317357315809608,0.9736378524038527
ordA_r2,40,500,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,0.024567063298251115,0.9959754546483358,0.9969508316781786,0.009807317492333014,0.9871435165405273
ordA_r2,41,20,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,3.7872887982262506,0.5217181576622857,0.8942218886481391,0.944134944015079,-0.04991305536693997
ordA_r2,41,60,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,0.09347684057300082,0.9869324167569479,0.9924277067184448,0.02890067135417161,0.9635270370377435
ordA_r2,41,180,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,0.07410218291907869,0.9897113906012641,0.9967507388856676,0.02225528010320785,0.9744954572783576
ordA_r2,41,500,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,0.054153273721693845,0.9919334120220609,0.9969583021269904,0.015500054258761034,0.9814582467079163
ordB_r2,39,20,2,"ukr_rus_suspended,election2020",ladder:B:2,1.3522376981046464,0.6363296045197381,0.6789333952797784,0.6961971157126956,-0.017263720432917278
ordB_r2,39,60,2,"ukr_rus_suspended,election2020",ladder:B:2,0.23981562380989394,0.9177858299679227,0.9712277518378364,0.18376594616307151,0.7874618106418185
ordB_r2,39,180,2,"ukr_rus_suspended,election2020",ladder:B:2,0.0009948607888266754,0.9999996225039164,0.9982935984929403,0.00023434646350829603,0.9980592528978983
ordB_r2,39,500,2,"ukr_rus_suspended,election2020",ladder:B:2,0.00016006614086134304,0.9999999933772616,0.9996872875425551,4.354868723213359e-06,0.9996829297807481
ordB_r2,40,20,2,"ukr_rus_suspended,election2020",ladder:B:2,1.504647023148007,0.6466166973114014,0.8878288533952501,0.6859987676143646,0.2018300857808855
ordB_r2,40,60,2,"ukr_rus_suspended,election2020",ladder:B:2,1.1278008106682036,0.6962799032529196,0.8963245617018806,0.5593365463945601,0.33698801861868966
ordB_r2,40,180,2,"ukr_rus_suspended,election2020",ladder:B:2,0.0034504241581695774,0.9999871585104201,0.9974843462308248,0.00416557088546041,0.993318776289622
ordB_r2,40,500,2,"ukr_rus_suspended,election2020",ladder:B:2,0.0004095943791576752,0.9999996225039164,0.999451670381758,0.0002653928440849995,0.9991862773895264
ordB_r2,41,20,2,"ukr_rus_suspended,election2020",ladder:B:2,1.9428248008092244,0.5007882780498929,0.7708358036147224,0.9407404197586907,-0.16990461614396837
ordB_r2,41,60,2,"ukr_rus_suspended,election2020",ladder:B:2,0.08346467206461562,0.9682642022768656,0.8960175646675957,0.003968436868187079,0.89204912715488
ordB_r2,41,180,2,"ukr_rus_suspended,election2020",ladder:B:2,0.0025251758310736883,0.9999932315614488,0.9987117648124695,0.003653567698266771,0.995058192147149
ordB_r2,41,500,2,"ukr_rus_suspended,election2020",ladder:B:2,0.00024405116726534793,0.9999999933772616,0.9995728863610162,5.391166781719569e-05,0.9995189706484476
ordC_r2,39,20,2,"twibot20,midterm",ladder:C:2,1.5690973864661322,0.5858846969074674,0.8487160205841064,0.763207647535536,0.08550837304857042
ordC_r2,39,60,2,"twibot20,midterm",ladder:C:2,0.21288658078345987,0.9656147095892165,0.9845480653974745,0.09516850103520685,0.8893795675701566
ordC_r2,39,180,2,"twibot20,midterm",ladder:C:2,0.023129422206289343,0.9966062373585172,0.9958925180964999,0.004251510924303956,0.9916410048802694
ordC_r2,39,500,2,"twibot20,midterm",ladder:C:2,0.017962113765760377,0.997382230228848,0.9968842400444878,0.0025539118892589207,0.9943303200933669
ordC_r2,40,20,2,"twibot20,midterm",ladder:C:2,1.9171839820014105,0.6073859201537238,0.8563311166233487,0.7426106433073679,0.1137204733159807
ordC_r2,40,60,2,"twibot20,midterm",ladder:C:2,0.21506575174215767,0.9612924522823758,0.9896903369161818,0.07994185779373059,0.9097484747568766
ordC_r2,40,180,2,"twibot20,midterm",ladder:C:2,0.15192737505680676,0.973191049363878,0.9964233769310845,0.05546113949619919,0.9409622351328532
ordC_r2,40,500,2,"twibot20,midterm",ladder:C:2,0.18884441803109236,0.9700825876659818,0.9969478845596313,0.06088960869083672,0.9360582762294345
ordC_r2,41,20,2,"twibot20,midterm",ladder:C:2,1.2575006484985352,0.7166439162360297,0.8810104860199822,0.567229323916965,0.31378115879164803
ordC_r2,41,60,2,"twibot20,midterm",ladder:C:2,0.1862961963439981,0.9757836527294583,0.985174318154653,0.05623003625724879,0.928944276438819
ordC_r2,41,180,2,"twibot20,midterm",ladder:C:2,0.0849691968146039,0.9900845819049411,0.996521102057563,0.022073597468180297,0.9744475020302666
ordC_r2,41,500,2,"twibot20,midterm",ladder:C:2,0.10520847678223315,0.983528753121694,0.9969434870613946,0.03882374772835343,0.9581197301546732
ordA_r3,39,20,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,2.6641754044426813,0.5033069716559516,0.8280309240023295,0.9663111766179403,-0.13828025261561075
ordA_r3,39,60,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.08547516451734635,0.9844886395666335,0.983707931306627,0.041119204523662724,0.942588726679484
ordA_r3,39,180,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.013717956057917036,0.9975332816441854,0.9965642425749037,0.002590735833817032,0.9939735134442648
ordA_r3,39,500,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.008990760351025529,0.998301989502377,0.9969571034113566,0.0005384552332543535,0.9964186549186707
ordA_r3,40,20,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,2.7565389739142523,0.5405326419406467,0.890872041384379,0.8816383481025696,0.009233693281809488
ordA_r3,40,60,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.18727904439179432,0.9642853604422675,0.9920452502038744,0.07804422032657182,0.9140010277430216
ordA_r3,40,180,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.02888879402416933,0.9949044519000583,0.9966889950964186,0.010682469670023743,0.986006518205007
ordA_r3,40,500,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.028692112793578417,0.9932887487941318,0.9969630506303575,0.01244649791158281,0.9845165610313416
ordA_r3,41,20,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,3.316041774219937,0.5297979844941033,0.903935432434082,0.9196764363182915,-0.01574100388420953
ordA_r3,41,60,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.07827967095201732,0.9891398416625129,0.9916191034846835,0.01933573478405985,0.9722833765877618
ordA_r3,41,180,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.0415607090605287,0.9948402245839437,0.9965787198808458,0.008233657139498973,0.9883450600836012
ordA_r3,41,500,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.030744710247770653,0.9962019125620524,0.9969739119211832,0.0048039893769226995,0.9921699166297913
ordB_r3,39,20,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,1.7713065412309434,0.6243025792969598,0.8865326709217496,0.7155524955855476,0.170980175336202
ordB_r3,39,60,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,0.03651165765606695,0.9929260280397203,0.9824757311079237,0.017737602659811575,0.9647381371921964
ordB_r3,39,180,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,0.00042916287182177056,0.9999999933772616,0.9992595447434319,0.00010031318884608077,0.9991592235035367
ordB_r3,39,500,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,9.95666830729331e-05,0.9999999933772616,0.9998418556319343,4.0168337550186254e-05,0.9998016953468323
ordB_r3,40,20,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,1.8921257787280612,0.6150454415215386,0.7314207686318291,0.7430726587772369,-0.011651890145407783
ordB_r3,40,60,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,0.13697732985019684,0.950125535329183,0.9637171493636237,0.13450813490069574,0.8292090230517917
ordB_r3,40,180,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,0.0037077920456391033,0.9999985098838806,0.9987291362550523,0.005893085545216713,0.9928360515170627
ordB_r3,40,500,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,0.00024795852095849114,0.9999999933772616,0.999798509809706,0.000292457639339716,0.9995060629314847
ordB_r3,41,20,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,1.0225765109062195,0.6817071702745225,0.8343793882264031,0.6102514300081465,0.22412795821825662
