seed,target,method,n,best_model_from_discovery,uses_validation_query_labels,uses_any_query_labels_for_selection,accuracy,auc,nll,accuracy_gain_over_fixed_best,episode_bootstrap_gain_ci_low,episode_bootstrap_gain_ci_high,fraction_not_best,selection_counts
0,twibot20,fixed_best,3072,ss_ukr_rus,False,True,0.5856119791666666,0.6151582929823134,0.675757616539601,0.0,0.0,0.0,0.0,"{""ss_ukr_rus"": 3072}"
0,twibot20,u1_agreement,3072,ss_ukr_rus,False,True,0.6324869791666666,0.6430295308430989,0.6653619899017179,0.046875,0.0348307291666666,0.0592447916666666,0.1871744791666666,"{""ss_covid"": 9, ""ss_covid_political"": 2, ""ss_cp_hk"": 3, ""ss_election2020"": 419, ""ss_midterm"": 4, ""ss_twibot20"": 114, ""ss_ukr_rus"": 2497, ""ss_ukr_rus_suspended"": 24}"
0,twibot20,raw_agreement,3072,ss_ukr_rus,False,True,0.5403645833333334,0.584397210015191,0.6847886891215377,-0.0452473958333332,-0.0657552083333333,-0.0244140625,0.3968098958333333,"{""ss_covid"": 67, ""ss_covid_political"": 54, ""ss_cp_hk"": 61, ""ss_election2020"": 574, ""ss_facebook_page_reference"": 31, ""ss_midterm"": 70, ""ss_twibot20"": 213, ""ss_ukr_rus"": 1853, ""ss_ukr_rus_suspended"": 149}"
0,twibot20,learned_stage_consensus,3072,ss_ukr_rus,False,True,0.6178385416666666,0.6315722995334201,0.6704012186458058,0.0322265625,0.0208333333333333,0.0436197916666666,0.1842447916666666,"{""ss_covid"": 8, ""ss_covid_political"": 1, ""ss_cp_hk"": 3, ""ss_election2020"": 377, ""ss_midterm"": 3, ""ss_twibot20"": 136, ""ss_ukr_rus"": 2506, ""ss_ukr_rus_suspended"": 38}"
0,twibot20,support_loo,3072,ss_ukr_rus,False,False,0.5670572916666666,0.5940753089057076,0.6809044465047535,-0.0185546875,-0.0384114583333333,0.0003255208333333,0.8515625,"{""ss_covid"": 264, ""ss_covid_political"": 216, ""ss_cp_hk"": 552, ""ss_election2020"": 456, ""ss_facebook_page_reference"": 264, ""ss_midterm"": 168, ""ss_twibot20"": 336, ""ss_ukr_rus"": 456, ""ss_ukr_rus_suspended"": 360}"
0,twibot20,support_loo_u1_agreement,3072,ss_ukr_rus,False,False,0.6223958333333334,0.6309617360432943,0.6713811188669571,0.0367838541666667,0.0192057291666666,0.0543619791666666,0.8395182291666666,"{""ss_covid"": 320, ""ss_covid_political"": 187, ""ss_cp_hk"": 555, ""ss_election2020"": 406, ""ss_facebook_page_reference"": 199, ""ss_midterm"": 156, ""ss_twibot20"": 342, ""ss_ukr_rus"": 493, ""ss_ukr_rus_suspended"": 414}"
0,twibot20,oracle_expert,3072,ss_ukr_rus,True,True,0.9713541666666666,0.9599465264214412,0.5541429599492188,0.3857421875,0.3671875,0.404296875,0.3857421875,"{""ss_covid"": 40, ""ss_covid_political"": 51, ""ss_cp_hk"": 47, ""ss_election2020"": 687, ""ss_facebook_page_reference"": 22, ""ss_midterm"": 32, ""ss_twibot20"": 169, ""ss_ukr_rus"": 1887, ""ss_ukr_rus_suspended"": 137}"
0,ukr_rus_suspended,fixed_best,256,ss_covid_political,False,True,0.53125,0.5057373046875,0.6935562633479723,0.0,0.0,0.0,0.0,"{""ss_covid_political"": 256}"
0,ukr_rus_suspended,u1_agreement,256,ss_covid_political,False,True,0.5625,0.54791259765625,0.6916512448205483,0.03125,-0.015625,0.078125,0.32421875,"{""ss_covid"": 3, ""ss_covid_political"": 173, ""ss_midterm"": 53, ""ss_twibot20"": 22, ""ss_ukr_rus"": 5}"
0,ukr_rus_suspended,raw_agreement,256,ss_covid_political,False,True,0.5546875,0.538330078125,0.6924270753372647,0.0234375,-0.05859375,0.10546875,0.3828125,"{""ss_covid"": 4, ""ss_covid_political"": 158, ""ss_election2020"": 7, ""ss_facebook_page_reference"": 1, ""ss_midterm"": 54, ""ss_twibot20"": 18, ""ss_ukr_rus"": 12, ""ss_ukr_rus_suspended"": 2}"
0,ukr_rus_suspended,learned_stage_consensus,256,ss_covid_political,False,True,0.55078125,0.5145263671875,0.693669513872609,0.01953125,-0.03125,0.0703125,0.36328125,"{""ss_covid_political"": 163, ""ss_election2020"": 2, ""ss_facebook_page_reference"": 1, ""ss_midterm"": 65, ""ss_twibot20"": 20, ""ss_ukr_rus"": 5}"
0,ukr_rus_suspended,support_loo,256,ss_covid_political,False,False,0.48046875,0.47674560546875,0.6947143814449974,-0.05078125,-0.1328125,0.02734375,0.8984375,"{""ss_covid"": 44, ""ss_covid_political"": 26, ""ss_cp_hk"": 28, ""ss_election2020"": 28, ""ss_facebook_page_reference"": 28, ""ss_midterm"": 22, ""ss_twibot20"": 26, ""ss_ukr_rus"": 18, ""ss_ukr_rus_suspended"": 36}"
0,ukr_rus_suspended,support_loo_u1_agreement,256,ss_covid_political,False,False,0.51171875,0.51318359375,0.6936027089507859,-0.01953125,-0.09765625,0.05859375,0.9140625,"{""ss_covid"": 49, ""ss_covid_political"": 22, ""ss_cp_hk"": 28, ""ss_election2020"": 21, ""ss_facebook_page_reference"": 23, ""ss_midterm"": 20, ""ss_twibot20"": 34, ""ss_ukr_rus"": 19, ""ss_ukr_rus_suspended"": 40}"
0,ukr_rus_suspended,oracle_expert,256,ss_covid_political,True,True,0.98046875,0.9793701171875,0.6807017798134839,0.44921875,0.38671875,0.51171875,0.44921875,"{""ss_covid"": 6, ""ss_covid_political"": 141, ""ss_cp_hk"": 3, ""ss_election2020"": 10, ""ss_facebook_page_reference"": 2, ""ss_midterm"": 49, ""ss_twibot20"": 25, ""ss_ukr_rus"": 14, ""ss_ukr_rus_suspended"": 6}"
1,covid_political,fixed_best,3072,ss_election2020,False,True,0.8919270833333334,0.9409784387659144,0.3025580574492327,0.0,0.0,0.0,0.0,"{""ss_election2020"": 3072}"
1,covid_political,u1_agreement,3072,ss_election2020,False,True,0.9173177083333334,0.940773292824074,0.2845812674424504,0.025390625,0.0192057291666666,0.0319010416666666,0.0530598958333333,"{""ss_covid"": 18, ""ss_election2020"": 2909, ""ss_twibot20"": 3, ""ss_ukr_rus"": 142}"
1,covid_political,raw_agreement,3072,ss_election2020,False,True,0.7496744791666666,0.9128971806278934,0.412428098362972,-0.1422526041666667,-0.1666666666666666,-0.1188151041666666,0.2555338541666667,"{""ss_covid"": 63, ""ss_covid_political"": 64, ""ss_cp_hk"": 143, ""ss_election2020"": 2287, ""ss_facebook_page_reference"": 20, ""ss_midterm"": 87, ""ss_twibot20"": 160, ""ss_ukr_rus"": 222, ""ss_ukr_rus_suspended"": 26}"
1,covid_political,learned_stage_consensus,3072,ss_election2020,False,True,0.9065755208333334,0.9396627920645254,0.2953204086723648,0.0146484375,0.0068277994791666,0.0224609375,0.0595703125,"{""ss_covid"": 14, ""ss_covid_political"": 6, ""ss_election2020"": 2889, ""ss_twibot20"": 14, ""ss_ukr_rus"": 149}"
1,covid_political,support_loo,3072,ss_election2020,False,False,0.8883463541666666,0.9410326922381368,0.3183228164490925,-0.0035807291666667,-0.0146484375,0.0071614583333333,0.4765625,"{""ss_covid"": 192, ""ss_covid_political"": 192, ""ss_election2020"": 1608, ""ss_midterm"": 120, ""ss_twibot20"": 72, ""ss_ukr_rus"": 864, ""ss_ukr_rus_suspended"": 24}"
1,covid_political,support_loo_u1_agreement,3072,ss_election2020,False,False,0.9189453125,0.9413457799840858,0.2982244874493688,0.0270182291666666,0.0172526041666666,0.0367838541666666,0.4947916666666667,"{""ss_covid"": 227, ""ss_covid_political"": 191, ""ss_cp_hk"": 2, ""ss_election2020"": 1552, ""ss_midterm"": 126, ""ss_twibot20"": 81, ""ss_ukr_rus"": 875, ""ss_ukr_rus_suspended"": 18}"
1,covid_political,oracle_expert,3072,ss_election2020,True,True,0.9879557291666666,0.9884733977141202,0.1762789499065325,0.0960286458333332,0.0856119791666666,0.1064453125,0.0960286458333333,"{""ss_covid"": 25, ""ss_covid_political"": 25, ""ss_cp_hk"": 22, ""ss_election2020"": 2777, ""ss_facebook_page_reference"": 6, ""ss_midterm"": 10, ""ss_twibot20"": 16, ""ss_ukr_rus"": 171, ""ss_ukr_rus_suspended"": 20}"
1,election2020,fixed_best,256,ss_twibot20,False,True,0.9765625,0.98193359375,0.1114075006608675,0.0,0.0,0.0,0.0,"{""ss_twibot20"": 256}"
1,election2020,u1_agreement,256,ss_twibot20,False,True,0.9765625,0.98162841796875,0.1122130912876021,0.0,-0.01171875,0.01171875,0.0078125,"{""ss_covid"": 2, ""ss_twibot20"": 254}"
1,election2020,raw_agreement,256,ss_twibot20,False,True,0.9453125,0.97723388671875,0.1560205587966754,-0.03125,-0.05859375,-0.0078125,0.0390625,"{""ss_covid"": 2, ""ss_cp_hk"": 2, ""ss_election2020"": 1, ""ss_facebook_page_reference"": 3, ""ss_twibot20"": 246, ""ss_ukr_rus_suspended"": 2}"
1,election2020,learned_stage_consensus,256,ss_twibot20,False,True,0.9765625,0.98199462890625,0.1112214456626338,0.0,0.0,0.0,0.0078125,"{""ss_covid"": 2, ""ss_twibot20"": 254}"
1,election2020,support_loo,256,ss_twibot20,False,False,0.9765625,0.9893798828125,0.0955452489684992,0.0,-0.01171875,0.01171875,1.0,"{""ss_covid"": 240, ""ss_covid_political"": 6, ""ss_election2020"": 2, ""ss_midterm"": 6, ""ss_ukr_rus_suspended"": 2}"
1,election2020,support_loo_u1_agreement,256,ss_twibot20,False,False,0.9765625,0.9893798828125,0.0955452489684992,0.0,-0.01171875,0.01171875,1.0,"{""ss_covid"": 240, ""ss_covid_political"": 6, ""ss_election2020"": 2, ""ss_midterm"": 6, ""ss_ukr_rus_suspended"": 2}"
1,election2020,oracle_expert,256,ss_twibot20,True,True,0.984375,0.98541259765625,0.0934357860963003,0.0078125,0.0,0.01953125,0.0078125,"{""ss_covid"": 1, ""ss_cp_hk"": 1, ""ss_twibot20"": 254}"
1,facebook_page_reference,fixed_best,1024,ss_twibot20,False,True,0.6943359375,0.7570953369140625,0.5819198721236513,0.0,0.0,0.0,0.0,"{""ss_twibot20"": 1024}"
1,facebook_page_reference,u1_agreement,1024,ss_twibot20,False,True,0.732421875,0.7692794799804688,0.5723297306140146,0.0380859375,0.021484375,0.0546875,0.1279296875,"{""ss_covid"": 112, ""ss_covid_political"": 1, ""ss_facebook_page_reference"": 3, ""ss_twibot20"": 893, ""ss_ukr_rus"": 15}"
1,facebook_page_reference,raw_agreement,1024,ss_twibot20,False,True,0.833984375,0.8670578002929688,0.4869828817565411,0.1396484375,0.107421875,0.1728515625,0.2841796875,"{""ss_covid"": 131, ""ss_covid_political"": 15, ""ss_cp_hk"": 5, ""ss_election2020"": 3, ""ss_facebook_page_reference"": 54, ""ss_midterm"": 24, ""ss_twibot20"": 733, ""ss_ukr_rus"": 55, ""ss_ukr_rus_suspended"": 4}"
1,facebook_page_reference,learned_stage_consensus,1024,ss_twibot20,False,True,0.740234375,0.7759056091308594,0.5655623084828738,0.0458984375,0.03125,0.060546875,0.1376953125,"{""ss_covid"": 112, ""ss_facebook_page_reference"": 6, ""ss_midterm"": 2, ""ss_twibot20"": 883, ""ss_ukr_rus"": 21}"
1,facebook_page_reference,support_loo,1024,ss_twibot20,False,False,0.6640625,0.728912353515625,0.6065677536253047,-0.0302734375,-0.0625,0.0009765625,0.796875,"{""ss_covid"": 152, ""ss_covid_political"": 104, ""ss_cp_hk"": 152, ""ss_election2020"": 56, ""ss_facebook_page_reference"": 56, ""ss_midterm"": 128, ""ss_twibot20"": 208, ""ss_ukr_rus"": 112, ""ss_ukr_rus_suspended"": 56}"
1,facebook_page_reference,support_loo_u1_agreement,1024,ss_twibot20,False,False,0.7197265625,0.7589454650878906,0.5864292885869122,0.025390625,-0.005859375,0.0546875,0.7861328125,"{""ss_covid"": 172, ""ss_covid_political"": 89, ""ss_cp_hk"": 130, ""ss_election2020"": 54, ""ss_facebook_page_reference"": 59, ""ss_midterm"": 136, ""ss_twibot20"": 219, ""ss_ukr_rus"": 106, ""ss_ukr_rus_suspended"": 59}"
1,facebook_page_reference,oracle_expert,1024,ss_twibot20,True,True,0.9970703125,0.9972038269042968,0.3826694529153482,0.302734375,0.2724365234375,0.333984375,0.302734375,"{""ss_covid"": 130, ""ss_covid_political"": 17, ""ss_cp_hk"": 6, ""ss_election2020"": 4, ""ss_facebook_page_reference"": 67, ""ss_midterm"": 27, ""ss_twibot20"": 714, ""ss_ukr_rus"": 54, ""ss_ukr_rus_suspended"": 5}"
1,twibot20,fixed_best,3072,ss_election2020,False,True,0.6097005208333334,0.6465816497802734,0.6623357655069257,0.0,0.0,0.0,0.0,"{""ss_election2020"": 3072}"
1,twibot20,u1_agreement,3072,ss_election2020,False,True,0.65625,0.67420408460829,0.6520055474746519,0.0465494791666666,0.0309244791666666,0.0628255208333333,0.2721354166666667,"{""ss_covid"": 9, ""ss_covid_political"": 3, ""ss_cp_hk"": 626, ""ss_election2020"": 2236, ""ss_midterm"": 1, ""ss_twibot20"": 49, ""ss_ukr_rus"": 4, ""ss_ukr_rus_suspended"": 144}"
1,twibot20,raw_agreement,3072,ss_election2020,False,True,0.5397135416666666,0.5860254499647353,0.6824873829985844,-0.0699869791666667,-0.091796875,-0.0462158203125001,0.4606119791666667,"{""ss_covid"": 110, ""ss_covid_political"": 60, ""ss_cp_hk"": 689, ""ss_election2020"": 1657, ""ss_facebook_page_reference"": 35, ""ss_midterm"": 60, ""ss_twibot20"": 162, ""ss_ukr_rus"": 34, ""ss_ukr_rus_suspended"": 265}"
1,twibot20,learned_stage_consensus,3072,ss_election2020,False,True,0.6360677083333334,0.6626423729790583,0.6579186711645032,0.0263671875,0.0123697916666666,0.0406901041666666,0.2994791666666667,"{""ss_covid"": 9, ""ss_cp_hk"": 696, ""ss_election2020"": 2152, ""ss_midterm"": 2, ""ss_twibot20"": 56, ""ss_ukr_rus"": 8, ""ss_ukr_rus_suspended"": 149}"
1,twibot20,support_loo,3072,ss_election2020,False,False,0.568359375,0.5897534688313801,0.6858678172086617,-0.0413411458333333,-0.0667317708333333,-0.0162760416666666,0.8671875,"{""ss_covid"": 480, ""ss_covid_political"": 240, ""ss_cp_hk"": 576, ""ss_election2020"": 408, ""ss_facebook_page_reference"": 144, ""ss_midterm"": 360, ""ss_twibot20"": 288, ""ss_ukr_rus"": 312, ""ss_ukr_rus_suspended"": 264}"
1,twibot20,support_loo_u1_agreement,3072,ss_election2020,False,False,0.625,0.6230839623345268,0.6768332565487599,0.0152994791666666,-0.0084635416666666,0.0393880208333333,0.857421875,"{""ss_covid"": 507, ""ss_covid_political"": 189, ""ss_cp_hk"": 546, ""ss_election2020"": 438, ""ss_facebook_page_reference"": 124, ""ss_midterm"": 317, ""ss_twibot20"": 337, ""ss_ukr_rus"": 328, ""ss_ukr_rus_suspended"": 286}"
1,twibot20,oracle_expert,3072,ss_election2020,True,True,0.984375,0.9851464165581596,0.546052940727289,0.3746744791666666,0.3567708333333333,0.3929036458333333,0.3746744791666667,"{""ss_covid"": 66, ""ss_covid_political"": 51, ""ss_cp_hk"": 603, ""ss_election2020"": 1921, ""ss_facebook_page_reference"": 23, ""ss_midterm"": 42, ""ss_twibot20"": 107, ""ss_ukr_rus"": 18, ""ss_ukr_rus_suspended"": 241}"
1,ukr_rus_suspended,fixed_best,256,ss_election2020,False,True,0.5390625,0.5458984375,0.6900881406754853,0.0,0.0,0.0,0.0,"{""ss_election2020"": 256}"
1,ukr_rus_suspended,u1_agreement,256,ss_election2020,False,True,0.515625,0.52410888671875,0.6924070239939033,-0.0234375,-0.08203125,0.03515625,0.375,"{""ss_covid_political"": 1, ""ss_cp_hk"": 5, ""ss_election2020"": 160, ""ss_twibot20"": 72, ""ss_ukr_rus"": 16, ""ss_ukr_rus_suspended"": 2}"
1,ukr_rus_suspended,raw_agreement,256,ss_election2020,False,True,0.546875,0.5595703125,0.6897183660464322,0.0078125,-0.0703125,0.0859375,0.4609375,"{""ss_covid_political"": 14, ""ss_cp_hk"": 9, ""ss_election2020"": 138, ""ss_midterm"": 1, ""ss_twibot20"": 73, ""ss_ukr_rus"": 20, ""ss_ukr_rus_suspended"": 1}"
1,ukr_rus_suspended,learned_stage_consensus,256,ss_election2020,False,True,0.515625,0.5321044921875,0.6925609439519903,-0.0234375,-0.08203125,0.03515625,0.41015625,"{""ss_covid_political"": 7, ""ss_cp_hk"": 7, ""ss_election2020"": 151, ""ss_twibot20"": 72, ""ss_ukr_rus"": 16, ""ss_ukr_rus_suspended"": 3}"
1,ukr_rus_suspended,support_loo,256,ss_election2020,False,False,0.4765625,0.47186279296875,0.6937232078162275,-0.0625,-0.1328125,0.0078125,0.859375,"{""ss_covid"": 16, ""ss_covid_political"": 20, ""ss_cp_hk"": 36, ""ss_election2020"": 36, ""ss_facebook_page_reference"": 34, ""ss_midterm"": 20, ""ss_twibot20"": 30, ""ss_ukr_rus"": 40, ""ss_ukr_rus_suspended"": 24}"
1,ukr_rus_suspended,support_loo_u1_agreement,256,ss_election2020,False,False,0.48046875,0.4935302734375,0.692786541086281,-0.05859375,-0.1328125,0.01953125,0.87109375,"{""ss_covid"": 15, ""ss_covid_political"": 22, ""ss_cp_hk"": 35, ""ss_election2020"": 33, ""ss_facebook_page_reference"": 22, ""ss_midterm"": 14, ""ss_twibot20"": 42, ""ss_ukr_rus"": 41, ""ss_ukr_rus_suspended"": 32}"
1,ukr_rus_suspended,oracle_expert,256,ss_election2020,True,True,0.984375,0.98101806640625,0.6674688441889136,0.4453125,0.39453125,0.49609375,0.4453125,"{""ss_covid_political"": 10, ""ss_cp_hk"": 11, ""ss_election2020"": 142, ""ss_facebook_page_reference"": 1, ""ss_midterm"": 3, ""ss_twibot20"": 58, ""ss_ukr_rus"": 23, ""ss_ukr_rus_suspended"": 8}"
2,covid_political,fixed_best,3072,ss_ukr_rus,False,True,0.912109375,0.9584644458912036,0.276262806105262,0.0,0.0,0.0,0.0,"{""ss_ukr_rus"": 3072}"
2,covid_political,u1_agreement,3072,ss_ukr_rus,False,True,0.9313151041666666,0.9554115577980324,0.2665840653886531,0.0192057291666666,0.0133463541666666,0.0250651041666666,0.0413411458333333,"{""ss_covid"": 24, ""ss_cp_hk"": 1, ""ss_election2020"": 97, ""ss_midterm"": 3, ""ss_twibot20"": 2, ""ss_ukr_rus"": 2945}"
2,covid_political,raw_agreement,3072,ss_ukr_rus,False,True,0.7548828125,0.9253274423104744,0.4087155024830922,-0.1572265625,-0.1796875,-0.1357421875,0.2281901041666666,"{""ss_covid"": 109, ""ss_covid_political"": 65, ""ss_cp_hk"": 93, ""ss_election2020"": 117, ""ss_facebook_page_reference"": 23, ""ss_midterm"": 65, ""ss_twibot20"": 174, ""ss_ukr_rus"": 2371, ""ss_ukr_rus_suspended"": 55}"
2,covid_political,learned_stage_consensus,3072,ss_ukr_rus,False,True,0.9169921875,0.9564276801215278,0.2749102272002064,0.0048828125,0.0006510416666666,0.0094401041666666,0.1227213541666666,"{""ss_covid"": 23, ""ss_covid_political"": 1, ""ss_election2020"": 346, ""ss_twibot20"": 7, ""ss_ukr_rus"": 2695}"
2,covid_political,support_loo,3072,ss_ukr_rus,False,False,0.88671875,0.949853402596933,0.3181219529536966,-0.025390625,-0.0380859375,-0.0143229166666666,0.3828125,"{""ss_covid"": 144, ""ss_covid_political"": 96, ""ss_cp_hk"": 48, ""ss_election2020"": 624, ""ss_midterm"": 144, ""ss_twibot20"": 120, ""ss_ukr_rus"": 1896}"
2,covid_political,support_loo_u1_agreement,3072,ss_ukr_rus,False,False,0.9264322916666666,0.9484620270905672,0.2934824078033434,0.0143229166666666,0.0068359375,0.0218098958333333,0.3834635416666667,"{""ss_covid"": 167, ""ss_covid_political"": 90, ""ss_cp_hk"": 44, ""ss_election2020"": 617, ""ss_midterm"": 139, ""ss_twibot20"": 121, ""ss_ukr_rus"": 1894}"
2,covid_political,oracle_expert,3072,ss_ukr_rus,True,True,0.9817708333333334,0.9827666106047452,0.1904180137905363,0.0696614583333333,0.0608723958333333,0.0784505208333333,0.0696614583333333,"{""ss_covid"": 28, ""ss_covid_political"": 16, ""ss_cp_hk"": 12, ""ss_election2020"": 106, ""ss_facebook_page_reference"": 7, ""ss_midterm"": 10, ""ss_twibot20"": 18, ""ss_ukr_rus"": 2858, ""ss_ukr_rus_suspended"": 17}"
2,election2020,fixed_best,256,ss_ukr_rus,False,True,0.9765625,0.9853515625,0.099898448645777,0.0,0.0,0.0,0.0,"{""ss_ukr_rus"": 256}"
2,election2020,u1_agreement,256,ss_ukr_rus,False,True,0.9765625,0.9853515625,0.099898448645777,0.0,0.0,0.0,0.0,"{""ss_ukr_rus"": 256}"
