order,rung,n_sources,target_step,added_dataset,sources,dataset,entry_rung,rel_to_entry,in_training,test_accuracy,test_f1,test_roc_auc,model,artifact_order,shared_all8_artifact,evidence_path
A,2,2,20000,covid19_twitter,"ukr_rus_twitter,covid19_twitter",twibot20,7,-5,False,0.3834388888888889,0.3834418538922629,0.9187527666826312,nm_ladder_fx10k_h2m_ordA_r2,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r2_to_twibot20_nm_3shot_30way_02_08_2026_14_05_15/data/metrics_test_step0.json
A,2,2,20000,covid19_twitter,"ukr_rus_twitter,covid19_twitter",ukr_rus_suspended,6,-4,False,0.2430666666666666,0.2431199846156042,0.8126481149425285,nm_ladder_fx10k_h2m_ordA_r2,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r2_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_00/data/metrics_test_step0.json
A,2,2,20000,covid19_twitter,"ukr_rus_twitter,covid19_twitter",ukr_rus_twitter,1,1,True,0.4864388888888888,0.4864438014837547,0.9393843307790548,nm_ladder_fx10k_h2m_ordA_r2,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r2_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_23_51/data/metrics_test_step0.json
A,3,3,30000,midterm,"ukr_rus_twitter,covid19_twitter,midterm",covid19_twitter,2,1,True,0.6352277777777777,0.6351967619771,0.9775905853448276,nm_ladder_fx10k_h2m_ordA_r3,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_34_37/data/metrics_test_step0.json
A,3,3,30000,midterm,"ukr_rus_twitter,covid19_twitter,midterm",covid_political,4,-1,False,0.1650111111111111,0.1649401725590026,0.8456067858077906,nm_ladder_fx10k_h2m_ordA_r3,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_covid_political_nm_3shot_30way_02_08_2026_13_55_36/data/metrics_test_step0.json
A,3,3,30000,midterm,"ukr_rus_twitter,covid19_twitter,midterm",cp_hk_twitter,8,-5,False,0.1529666666666666,0.1531464143205833,0.7081249866379309,nm_ladder_fx10k_h2m_ordA_r3,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_12_13/data/metrics_test_step0.json
A,3,3,30000,midterm,"ukr_rus_twitter,covid19_twitter,midterm",election2020,5,-2,False,0.1372666666666666,0.1370718560316603,0.8325442252873562,nm_ladder_fx10k_h2m_ordA_r3,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_election2020_nm_3shot_30way_02_08_2026_14_01_59/data/metrics_test_step0.json
A,3,3,30000,midterm,"ukr_rus_twitter,covid19_twitter,midterm",midterm,3,0,True,0.3615333333333333,0.3614351255060924,0.9113194200989784,nm_ladder_fx10k_h2m_ordA_r3,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_midterm_nm_3shot_30way_02_08_2026_13_50_31/data/metrics_test_step0.json
A,3,3,30000,midterm,"ukr_rus_twitter,covid19_twitter,midterm",twibot20,7,-4,False,0.3714055555555555,0.3713600631758633,0.9162598501756066,nm_ladder_fx10k_h2m_ordA_r3,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_twibot20_nm_3shot_30way_02_08_2026_14_05_29/data/metrics_test_step0.json
A,3,3,30000,midterm,"ukr_rus_twitter,covid19_twitter,midterm",ukr_rus_suspended,6,-3,False,0.2453333333333333,0.2456189103022257,0.8209096988505746,nm_ladder_fx10k_h2m_ordA_r3,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_05/data/metrics_test_step0.json
A,3,3,30000,midterm,"ukr_rus_twitter,covid19_twitter,midterm",ukr_rus_twitter,1,2,True,0.4753777777777778,0.4753569688833184,0.9367393613186462,nm_ladder_fx10k_h2m_ordA_r3,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_23_51/data/metrics_test_step0.json
A,4,4,40000,covid_political,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",covid19_twitter,2,2,True,0.6340666666666667,0.6340538486540247,0.9769993130906768,nm_ladder_fx10k_h2m_ordA_r4,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_34_42/data/metrics_test_step0.json
A,4,4,40000,covid_political,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",covid_political,4,0,True,0.2640888888888889,0.2640244310456304,0.9088761788793104,nm_ladder_fx10k_h2m_ordA_r4,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_covid_political_nm_3shot_30way_02_08_2026_13_57_11/data/metrics_test_step0.json
A,4,4,40000,covid_political,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",cp_hk_twitter,8,-4,False,0.1566,0.1565803470966,0.7187991191091954,nm_ladder_fx10k_h2m_ordA_r4,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_12_25/data/metrics_test_step0.json
A,4,4,40000,covid_political,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",election2020,5,-1,False,0.1398666666666666,0.1398687052254416,0.8256297701149425,nm_ladder_fx10k_h2m_ordA_r4,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_election2020_nm_3shot_30way_02_08_2026_14_02_00/data/metrics_test_step0.json
A,4,4,40000,covid_political,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",midterm,3,1,True,0.3593277777777778,0.3593403894255653,0.910622228320562,nm_ladder_fx10k_h2m_ordA_r4,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_midterm_nm_3shot_30way_02_08_2026_13_50_31/data/metrics_test_step0.json
A,4,4,40000,covid_political,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",twibot20,7,-3,False,0.3795388888888888,0.3795641748276192,0.9170381497605364,nm_ladder_fx10k_h2m_ordA_r4,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_twibot20_nm_3shot_30way_02_08_2026_14_05_35/data/metrics_test_step0.json
A,4,4,40000,covid_political,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ukr_rus_suspended,6,-2,False,0.2278,0.227559559564225,0.8069271034482759,nm_ladder_fx10k_h2m_ordA_r4,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_05/data/metrics_test_step0.json
A,4,4,40000,covid_political,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ukr_rus_twitter,1,3,True,0.4755666666666667,0.4755236198811789,0.9362348061462326,nm_ladder_fx10k_h2m_ordA_r4,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_23_50/data/metrics_test_step0.json
A,5,5,50000,election2020,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",covid19_twitter,2,3,True,0.6321444444444444,0.6321052545933645,0.9770921417784164,nm_ladder_fx10k_h2m_ordA_r5,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_35_39/data/metrics_test_step0.json
A,5,5,50000,election2020,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",covid_political,4,1,True,0.2632555555555556,0.2631238363444177,0.9090303801404854,nm_ladder_fx10k_h2m_ordA_r5,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_covid_political_nm_3shot_30way_02_08_2026_13_57_11/data/metrics_test_step0.json
A,5,5,50000,election2020,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",cp_hk_twitter,8,-3,False,0.1524333333333333,0.1523634206693238,0.7113948649425288,nm_ladder_fx10k_h2m_ordA_r5,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_12_25/data/metrics_test_step0.json
A,5,5,50000,election2020,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",election2020,5,0,True,0.3092,0.3090311359144453,0.9289840413793102,nm_ladder_fx10k_h2m_ordA_r5,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_election2020_nm_3shot_30way_02_08_2026_14_02_29/data/metrics_test_step0.json
A,5,5,50000,election2020,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",midterm,3,2,True,0.35545,0.3555030622931951,0.9097328298371647,nm_ladder_fx10k_h2m_ordA_r5,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_midterm_nm_3shot_30way_02_08_2026_13_50_31/data/metrics_test_step0.json
A,5,5,50000,election2020,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",twibot20,7,-2,False,0.3792777777777777,0.3792475519532644,0.9181982753831418,nm_ladder_fx10k_h2m_ordA_r5,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_twibot20_nm_3shot_30way_02_08_2026_14_07_00/data/metrics_test_step0.json
A,5,5,50000,election2020,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ukr_rus_suspended,6,-1,False,0.2222,0.2220344277864675,0.8014711678160918,nm_ladder_fx10k_h2m_ordA_r5,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_05/data/metrics_test_step0.json
A,5,5,50000,election2020,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ukr_rus_twitter,1,4,True,0.4751555555555555,0.475261953573959,0.9362404856481482,nm_ladder_fx10k_h2m_ordA_r5,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_26_29/data/metrics_test_step0.json
A,6,6,60000,ukr_rus_suspended,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",covid19_twitter,2,4,True,0.6299055555555556,0.6298376759174532,0.9768127319604089,nm_ladder_fx10k_h2m_ordA_r6,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_38_10/data/metrics_test_step0.json
A,6,6,60000,ukr_rus_suspended,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",covid_political,4,2,True,0.2580722222222222,0.2579357375496134,0.9081136507183908,nm_ladder_fx10k_h2m_ordA_r6,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_covid_political_nm_3shot_30way_02_08_2026_13_57_11/data/metrics_test_step0.json
A,6,6,60000,ukr_rus_suspended,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",cp_hk_twitter,8,-2,False,0.1526166666666666,0.1526746866746544,0.7006717695402299,nm_ladder_fx10k_h2m_ordA_r6,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_13_04/data/metrics_test_step0.json
A,6,6,60000,ukr_rus_suspended,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",election2020,5,1,True,0.2979333333333333,0.2975622733443356,0.9270115103448276,nm_ladder_fx10k_h2m_ordA_r6,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_election2020_nm_3shot_30way_02_08_2026_14_02_30/data/metrics_test_step0.json
A,6,6,60000,ukr_rus_suspended,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",midterm,3,3,True,0.3598444444444444,0.3597915384070941,0.9103135649106004,nm_ladder_fx10k_h2m_ordA_r6,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_midterm_nm_3shot_30way_02_08_2026_13_50_31/data/metrics_test_step0.json
A,6,6,60000,ukr_rus_suspended,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",twibot20,7,-1,False,0.37275,0.3726951458324735,0.916074172190294,nm_ladder_fx10k_h2m_ordA_r6,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_twibot20_nm_3shot_30way_02_08_2026_14_07_00/data/metrics_test_step0.json
A,6,6,60000,ukr_rus_suspended,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",ukr_rus_suspended,6,0,True,0.4655333333333333,0.4655944420436476,0.9492033425287356,nm_ladder_fx10k_h2m_ordA_r6,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_23/data/metrics_test_step0.json
A,6,6,60000,ukr_rus_suspended,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",ukr_rus_twitter,1,5,True,0.4738388888888888,0.4738524362490513,0.9360529416507024,nm_ladder_fx10k_h2m_ordA_r6,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_26_32/data/metrics_test_step0.json
A,7,7,70000,twibot20,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",covid19_twitter,2,5,True,0.6320333333333333,0.6319639832083024,0.977192558764368,nm_ladder_fx10k_h2m_ordA_r7,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_38_10/data/metrics_test_step0.json
A,7,7,70000,twibot20,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",covid_political,4,3,True,0.2573666666666667,0.2573333856583087,0.907809734578544,nm_ladder_fx10k_h2m_ordA_r7,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_covid_political_nm_3shot_30way_02_08_2026_13_57_12/data/metrics_test_step0.json
A,7,7,70000,twibot20,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",cp_hk_twitter,8,-1,False,0.1578333333333333,0.1578330461721448,0.7190426535919541,nm_ladder_fx10k_h2m_ordA_r7,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_13_06/data/metrics_test_step0.json
A,7,7,70000,twibot20,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",election2020,5,2,True,0.2913333333333333,0.2911322290725995,0.9233922643678164,nm_ladder_fx10k_h2m_ordA_r7,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_election2020_nm_3shot_30way_02_08_2026_14_02_30/data/metrics_test_step0.json
A,7,7,70000,twibot20,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",midterm,3,4,True,0.3593666666666666,0.3592679522966266,0.909977806529374,nm_ladder_fx10k_h2m_ordA_r7,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_midterm_nm_3shot_30way_02_08_2026_13_52_12/data/metrics_test_step0.json
A,7,7,70000,twibot20,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",twibot20,7,0,True,0.4309777777777778,0.430945700647686,0.936083129661558,nm_ladder_fx10k_h2m_ordA_r7,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_twibot20_nm_3shot_30way_02_08_2026_14_07_14/data/metrics_test_step0.json
A,7,7,70000,twibot20,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",ukr_rus_suspended,6,1,True,0.4688,0.4688935024995866,0.948188712643678,nm_ladder_fx10k_h2m_ordA_r7,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_29/data/metrics_test_step0.json
A,7,7,70000,twibot20,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",ukr_rus_twitter,1,6,True,0.4763166666666666,0.4763273446283277,0.9373450070881226,nm_ladder_fx10k_h2m_ordA_r7,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_26_33/data/metrics_test_step0.json
A,8,8,80000,cp_hk_twitter,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",covid19_twitter,2,6,True,0.6277722222222222,0.6277240473756549,0.9766509277777778,nm_ladder_fx10k_h2m_ordA_r8,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_38_19/data/metrics_test_step0.json
A,8,8,80000,cp_hk_twitter,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",covid_political,4,4,True,0.2591,0.2590785262558969,0.9090427650223496,nm_ladder_fx10k_h2m_ordA_r8,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_covid_political_nm_3shot_30way_02_08_2026_13_58_47/data/metrics_test_step0.json
A,8,8,80000,cp_hk_twitter,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",cp_hk_twitter,8,0,True,0.2674333333333333,0.2674790805883711,0.8784721379310345,nm_ladder_fx10k_h2m_ordA_r8,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_13_18/data/metrics_test_step0.json
A,8,8,80000,cp_hk_twitter,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",election2020,5,3,True,0.2805333333333333,0.2805184043860222,0.919308004597701,nm_ladder_fx10k_h2m_ordA_r8,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_election2020_nm_3shot_30way_02_08_2026_14_02_30/data/metrics_test_step0.json
A,8,8,80000,cp_hk_twitter,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",midterm,3,5,True,0.3564833333333333,0.3564619097779937,0.9088692462164752,nm_ladder_fx10k_h2m_ordA_r8,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_midterm_nm_3shot_30way_02_08_2026_13_52_12/data/metrics_test_step0.json
A,8,8,80000,cp_hk_twitter,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",twibot20,7,1,True,0.4274444444444444,0.4274019462105126,0.9359342233716476,nm_ladder_fx10k_h2m_ordA_r8,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_twibot20_nm_3shot_30way_02_08_2026_14_07_20/data/metrics_test_step0.json
A,8,8,80000,cp_hk_twitter,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",ukr_rus_suspended,6,2,True,0.4681333333333333,0.468321113042194,0.9499892091954024,nm_ladder_fx10k_h2m_ordA_r8,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_29/data/metrics_test_step0.json
A,8,8,80000,cp_hk_twitter,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",ukr_rus_twitter,1,7,True,0.4716833333333333,0.4716574352217391,0.9356909881385695,nm_ladder_fx10k_h2m_ordA_r8,A,False,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_26_33/data/metrics_test_step0.json
C,1,1,10000,election2020,election2020,covid19_twitter,8,-7,False,0.1460777777777777,0.1459506615744626,0.7522720713920817,nm_ladder_fx10k_h2m_ordC_r1,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_39_23/data/metrics_test_step0.json
C,1,1,10000,election2020,election2020,covid_political,2,-1,False,0.1301333333333333,0.1299120462729186,0.807651812308429,nm_ladder_fx10k_h2m_ordC_r1,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_covid_political_nm_3shot_30way_02_08_2026_13_58_47/data/metrics_test_step0.json
C,1,1,10000,election2020,election2020,cp_hk_twitter,3,-2,False,0.0736,0.0732922659898146,0.606691700862069,nm_ladder_fx10k_h2m_ordC_r1,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_13_18/data/metrics_test_step0.json
C,1,1,10000,election2020,election2020,election2020,1,0,True,0.3337333333333333,0.3336193439394219,0.934022372413793,nm_ladder_fx10k_h2m_ordC_r1,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_election2020_nm_3shot_30way_02_08_2026_14_03_01/data/metrics_test_step0.json
C,1,1,10000,election2020,election2020,midterm,5,-4,False,0.1450555555555555,0.1450172333584402,0.7442454531768837,nm_ladder_fx10k_h2m_ordC_r1,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_midterm_nm_3shot_30way_02_08_2026_13_52_15/data/metrics_test_step0.json
C,1,1,10000,election2020,election2020,twibot20,6,-5,False,0.1415,0.1414579750430533,0.77512250545977,nm_ladder_fx10k_h2m_ordC_r1,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_twibot20_nm_3shot_30way_02_08_2026_14_08_45/data/metrics_test_step0.json
C,1,1,10000,election2020,election2020,ukr_rus_suspended,4,-3,False,0.0815333333333333,0.0812016481238935,0.6347142620689655,nm_ladder_fx10k_h2m_ordC_r1,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_29/data/metrics_test_step0.json
C,1,1,10000,election2020,election2020,ukr_rus_twitter,7,-6,False,0.1113333333333333,0.11124938261091,0.6890446683269477,nm_ladder_fx10k_h2m_ordC_r1,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_29_26/data/metrics_test_step0.json
C,2,2,20000,covid_political,"election2020,covid_political",covid19_twitter,8,-6,False,0.1615277777777777,0.1614906257118916,0.7619211570561941,nm_ladder_fx10k_h2m_ordC_r2,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_41_44/data/metrics_test_step0.json
C,2,2,20000,covid_political,"election2020,covid_political",covid_political,2,0,True,0.2620444444444444,0.2620209842763977,0.908219244556194,nm_ladder_fx10k_h2m_ordC_r2,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_covid_political_nm_3shot_30way_02_08_2026_13_58_48/data/metrics_test_step0.json
