,run_id,display_name,state,dataset,task_name,prefix,pretrained_model_run,n_shots,n_way,n_query,zero_shot,test_accuracy,train_accuracy,test_f1,test_roc_auc,created_at,steps,tags,input_dim,eval_only,shot_label,eval1_dataset,trained_on_display_name,month/day
10,0la2o24k,train3_exp3_covid_nm_to_ukr_rus_nm_to_ukr_rus_suspended_nm_28_04_2026_07_05_56,crashed,ukr_rus_suspended,nm,train3_exp3_covid_nm_to_ukr_rus_nm_to_ukr_rus_suspended_nm,/scratch1/singhama/data/experiments/exp3_train2_covid_nm_to_ukr_rus_nm_16_04_2026_13_39_26/checkpoint/state_dict_30000.ckpt,3.0,3.0,12.0,False,0.7715,,0.7715045187107735,0.9241267305555556,2026-04-28 14:05:58+00:00,9000.0,[],384.0,False,3.0,ukr_rus_suspended,exp3_train2_covid_nm_to_ukr_rus_nm_16_04_2026_13_39_26,4/28
23,drmpty3z,train3_exp1_midterm_nm_to_covid_nm_to_covid_political_nm_28_04_2026_07_05_55,crashed,covid_political,nm,train3_exp1_midterm_nm_to_covid_nm_to_covid_political_nm,/scratch1/singhama/data/experiments/train2_midterm_nm_to_covid_nm_16_04_2026_10_07_00/state_dict,3.0,3.0,12.0,False,0.7559444444444444,,0.7559131982696354,0.9297234662037036,2026-04-28 14:05:57+00:00,8019.0,[],384.0,False,3.0,covid_political,train2_midterm_nm_to_covid_nm_16_04_2026_10_07_00,4/28
22,f06oha4l,train3_exp14_ukr_rus_nm_to_midterm_nm_to_ukr_rus_suspended_nm_28_04_2026_07_05_55,failed,ukr_rus_suspended,nm,train3_exp14_ukr_rus_nm_to_midterm_nm_to_ukr_rus_suspended_nm,/scratch1/singhama/data/experiments/exp14_train2_ukr_rus_nm_to_midterm_nm_23_04_2026_13_26_26/checkpoint/state_dict_12000.ckpt,3.0,3.0,12.0,False,,,,,2026-04-28 14:05:57+00:00,,[],384.0,False,3.0,ukr_rus_suspended,exp14_train2_ukr_rus_nm_to_midterm_nm_23_04_2026_13_26_26,4/28
21,fh8g4zdt,train3_exp15_ukr_rus_nm_to_covid_nm_to_midterm_nm_28_04_2026_07_05_55,failed,midterm,nm,train3_exp15_ukr_rus_nm_to_covid_nm_to_midterm_nm,/scratch1/singhama/data/experiments/exp15_train2_ukr_rus_nm_to_covid_nm_23_04_2026_13_33_55/state_dict,3.0,3.0,24.0,False,,,,,2026-04-28 14:05:57+00:00,,[],384.0,False,3.0,midterm,exp15_train2_ukr_rus_nm_to_covid_nm_23_04_2026_13_33_55,4/28
20,frly8dvx,train3_exp14_ukr_rus_nm_to_midterm_nm_to_covid_political_nm_28_04_2026_07_05_55,failed,covid_political,nm,train3_exp14_ukr_rus_nm_to_midterm_nm_to_covid_political_nm,/scratch1/singhama/data/experiments/exp14_train2_ukr_rus_nm_to_midterm_nm_23_04_2026_13_26_26/checkpoint/state_dict_12000.ckpt,3.0,3.0,12.0,False,,,,,2026-04-28 14:05:57+00:00,,[],384.0,False,3.0,covid_political,exp14_train2_ukr_rus_nm_to_midterm_nm_23_04_2026_13_26_26,4/28
19,gg89ct84,train3_exp15_ukr_rus_nm_to_covid_nm_to_election2020_nm_28_04_2026_07_05_55,failed,election2020,nm,train3_exp15_ukr_rus_nm_to_covid_nm_to_election2020_nm,/scratch1/singhama/data/experiments/exp15_train2_ukr_rus_nm_to_covid_nm_23_04_2026_13_33_55/state_dict,3.0,3.0,12.0,False,,,,,2026-04-28 14:05:57+00:00,,[],384.0,False,3.0,election2020,exp15_train2_ukr_rus_nm_to_covid_nm_23_04_2026_13_33_55,4/28
18,hfq51c76,train3_exp14_ukr_rus_nm_to_midterm_nm_to_election2020_nm_28_04_2026_07_05_55,failed,election2020,nm,train3_exp14_ukr_rus_nm_to_midterm_nm_to_election2020_nm,/scratch1/singhama/data/experiments/exp14_train2_ukr_rus_nm_to_midterm_nm_23_04_2026_13_26_26/checkpoint/state_dict_12000.ckpt,3.0,3.0,12.0,False,,,,,2026-04-28 14:05:57+00:00,,[],384.0,False,3.0,election2020,exp14_train2_ukr_rus_nm_to_midterm_nm_23_04_2026_13_26_26,4/28
17,j2xt5bbt,train3_exp2_midterm_nm_to_ukr_rus_nm_to_ukr_rus_suspended_nm_28_04_2026_07_05_55,crashed,ukr_rus_suspended,nm,train3_exp2_midterm_nm_to_ukr_rus_nm_to_ukr_rus_suspended_nm,/scratch1/singhama/data/experiments/exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38/checkpoint/state_dict_27000.ckpt,3.0,3.0,12.0,False,0.7889333333333334,,0.7889129465205013,0.9364147680555556,2026-04-28 14:05:57+00:00,10000.0,[],384.0,False,3.0,ukr_rus_suspended,exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,4/28
16,jtls2m8q,train3_exp15_ukr_rus_nm_to_covid_nm_to_ukr_rus_suspended_nm_28_04_2026_07_05_55,failed,ukr_rus_suspended,nm,train3_exp15_ukr_rus_nm_to_covid_nm_to_ukr_rus_suspended_nm,/scratch1/singhama/data/experiments/exp15_train2_ukr_rus_nm_to_covid_nm_23_04_2026_13_33_55/state_dict,3.0,3.0,12.0,False,,,,,2026-04-28 14:05:57+00:00,,[],384.0,False,3.0,ukr_rus_suspended,exp15_train2_ukr_rus_nm_to_covid_nm_23_04_2026_13_33_55,4/28
15,m6jipnm4,train3_exp2_midterm_nm_to_ukr_rus_nm_to_election2020_nm_28_04_2026_07_05_55,crashed,election2020,nm,train3_exp2_midterm_nm_to_ukr_rus_nm_to_election2020_nm,/scratch1/singhama/data/experiments/exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38/checkpoint/state_dict_27000.ckpt,3.0,3.0,12.0,False,0.6745,,0.6744526529132067,0.8858951932407407,2026-04-28 14:05:57+00:00,3848.0,[],384.0,False,3.0,election2020,exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,4/28
14,pzvm9jp3,train3_exp13_covid_nm_to_midterm_nm_to_election2020_nm_28_04_2026_07_05_55,failed,election2020,nm,train3_exp13_covid_nm_to_midterm_nm_to_election2020_nm,/scratch1/singhama/data/experiments/exp13_train2_covid_nm_to_midterm_nm_23_04_2026_13_24_00/checkpoint/state_dict_15000.ckpt,3.0,3.0,12.0,False,,,,,2026-04-28 14:05:57+00:00,,[],384.0,False,3.0,election2020,exp13_train2_covid_nm_to_midterm_nm_23_04_2026_13_24_00,4/28
13,rp4yrj89,train3_exp13_covid_nm_to_midterm_nm_to_ukr_rus_suspended_nm_28_04_2026_07_05_55,failed,ukr_rus_suspended,nm,train3_exp13_covid_nm_to_midterm_nm_to_ukr_rus_suspended_nm,/scratch1/singhama/data/experiments/exp13_train2_covid_nm_to_midterm_nm_23_04_2026_13_24_00/checkpoint/state_dict_15000.ckpt,3.0,3.0,12.0,False,,,,,2026-04-28 14:05:57+00:00,,[],384.0,False,3.0,ukr_rus_suspended,exp13_train2_covid_nm_to_midterm_nm_23_04_2026_13_24_00,4/28
12,t22kt9om,train3_exp1_midterm_nm_to_covid_nm_to_ukr_rus_suspended_nm_28_04_2026_07_05_55,crashed,ukr_rus_suspended,nm,train3_exp1_midterm_nm_to_covid_nm_to_ukr_rus_suspended_nm,/scratch1/singhama/data/experiments/train2_midterm_nm_to_covid_nm_16_04_2026_10_07_00/state_dict,3.0,3.0,12.0,False,0.7911333333333334,,0.7911320118756318,0.9372272123148148,2026-04-28 14:05:57+00:00,10000.0,[],384.0,False,3.0,ukr_rus_suspended,train2_midterm_nm_to_covid_nm_16_04_2026_10_07_00,4/28
11,vpikgap0,train3_exp2_midterm_nm_to_ukr_rus_nm_to_covid_political_nm_28_04_2026_07_05_55,crashed,covid_political,nm,train3_exp2_midterm_nm_to_ukr_rus_nm_to_covid_political_nm,/scratch1/singhama/data/experiments/exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38/checkpoint/state_dict_27000.ckpt,3.0,3.0,12.0,False,0.7564222222222222,,0.7564300277509437,0.9297820441666668,2026-04-28 14:05:57+00:00,8551.0,[],384.0,False,3.0,covid_political,exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,4/28
24,30wf4h39,train1_covid19_interaction_minilm250k_pl_27_04_2026_18_29_04,finished,covid19_twitter,pl,train1_covid19_interaction_minilm250k_pl,,3.0,2.0,3.0,False,0.8165333333333333,,0.8179412543000794,0.8802631466666666,2026-04-28 01:29:06+00:00,23001.0,[],384.0,False,3.0,covid19_twitter,,4/28
25,gce5jtpu,train1_covid19_interaction_minilm250k_lp_27_04_2026_18_28_33,finished,covid19_twitter,lp,train1_covid19_interaction_minilm250k_lp,,1.0,1.0,3.0,False,0.8358666666666666,,0.8542505327965901,0.9391662044444444,2026-04-28 01:28:35+00:00,30000.0,[],384.0,False,1.0,covid19_twitter,,4/28
26,zidwuuap,train1_covid19_interaction_minilm250k_nm_27_04_2026_18_26_56,crashed,covid19_twitter,nm,train1_covid19_interaction_minilm250k_nm,,3.0,3.0,8.0,False,0.9572833333333334,,0.9572823392103724,0.996056548125,2026-04-28 01:26:58+00:00,81144.0,[],384.0,False,3.0,covid19_twitter,,4/28
27,g4poa2hw,train1_covid19_retweet_minilm250k_pl_27_04_2026_18_25_49,finished,covid19_twitter,pl,train1_covid19_retweet_minilm250k_pl,,3.0,2.0,3.0,False,0.8308666666666666,,0.8134421648650636,0.8932405066666668,2026-04-28 01:25:51+00:00,24000.0,[],384.0,False,3.0,covid19_twitter,,4/28
28,f5f7iu8f,train1_covid19_retweet_minilm250k_lp_27_04_2026_18_25_17,finished,covid19_twitter,lp,train1_covid19_retweet_minilm250k_lp,,1.0,1.0,3.0,False,0.8588,,0.8718072872533592,0.9468194133333332,2026-04-28 01:25:19+00:00,30000.0,[],384.0,False,1.0,covid19_twitter,,4/28
29,d2mtpze9,train1_covid19_retweet_minilm250k_nm_27_04_2026_18_20_30,crashed,covid19_twitter,nm,train1_covid19_retweet_minilm250k_nm,,3.0,3.0,8.0,False,0.9666333333333332,,0.9666313373829392,0.9975434385416668,2026-04-28 01:20:33+00:00,84000.0,[],384.0,False,3.0,covid19_twitter,,4/28
30,mjo6a23f,train1_midterm_interaction_minilm250k_pl_27_04_2026_18_16_46,finished,midterm,pl,train1_midterm_interaction_minilm250k_pl,,4.0,2.0,3.0,False,0.9786,,0.9787964858973512,0.9925400088888888,2026-04-28 01:16:48+00:00,6000.0,[],384.0,False,4.0,midterm,,4/28
31,esepylqx,train1_midterm_interaction_minilm250k_lp_27_04_2026_18_15_40,finished,midterm,lp,train1_midterm_interaction_minilm250k_lp,,1.0,1.0,3.0,False,0.7514666666666666,,0.7815027546594772,0.8500643466666667,2026-04-28 01:15:42+00:00,30000.0,[],384.0,False,1.0,midterm,,4/28
32,1rsnygam,train1_midterm_interaction_minilm250k_nm_27_04_2026_18_09_42,crashed,midterm,nm,train1_midterm_interaction_minilm250k_nm,,3.0,3.0,24.0,False,0.8675222222222222,,0.8675259091263129,0.972495584861111,2026-04-28 01:09:44+00:00,22000.0,[],384.0,False,3.0,midterm,,4/28
33,vas9rjbu,train1_midterm_retweet_minilm250k_pl_27_04_2026_18_08_37,finished,midterm,pl,train1_midterm_retweet_minilm250k_pl,,4.0,2.0,3.0,False,0.9843333333333332,,0.9845749917952084,0.9955661955555556,2026-04-28 01:08:44+00:00,6000.0,[],384.0,False,4.0,midterm,,4/28
34,fiie8k3k,train1_midterm_retweet_minilm250k_nm_27_04_2026_18_04_59,crashed,midterm,nm,train1_midterm_retweet_minilm250k_nm,,3.0,3.0,24.0,False,0.8650166666666667,,0.8650051198640224,0.9725685835185184,2026-04-28 01:05:05+00:00,24598.0,[],384.0,False,3.0,midterm,,4/28
35,2kfpxncm,train1_midterm_retweet_minilm250k_lp_27_04_2026_18_04_59,finished,midterm,lp,train1_midterm_retweet_minilm250k_lp,,1.0,1.0,3.0,False,0.7857333333333333,,0.8141981731992138,0.8898476799999999,2026-04-28 01:05:05+00:00,30000.0,[],384.0,False,1.0,midterm,,4/28
36,tl57l0go,train1_covid19_twitter_lp_interaction_250k_all_27_04_2026_18_02_02,finished,covid19_twitter,lp,train1_covid19_twitter_lp_interaction_250k_all,,1.0,1.0,3.0,False,0.8692,,0.881206103172681,0.9544473866666666,2026-04-28 01:02:08+00:00,30000.0,[],395.0,False,1.0,covid19_twitter,,4/28
37,o7s0f1xf,train1_midterm_lp_interaction_250k_constant1_27_04_2026_18_02_01,finished,midterm,lp,train1_midterm_lp_interaction_250k_constant1,,1.0,1.0,3.0,False,0.6086666666666667,,0.6279158215010142,0.6600490844444444,2026-04-28 01:02:08+00:00,30000.0,[],1.0,False,1.0,midterm,,4/28
38,8je6wbfb,train1_midterm_nm_interaction_250k_all_27_04_2026_18_02_01,crashed,midterm,nm,train1_midterm_nm_interaction_250k_all,,3.0,3.0,24.0,False,0.8623444444444445,,0.8623390149317984,0.9705440308564816,2026-04-28 01:02:06+00:00,24000.0,[],395.0,False,3.0,midterm,,4/28
39,ju8g7859,train1_midterm_lp_interaction_250k_stats_only_27_04_2026_18_01_57,finished,midterm,lp,train1_midterm_lp_interaction_250k_stats_only,,1.0,1.0,3.0,False,0.7368666666666667,,0.7521507064364207,0.8299659022222223,2026-04-28 01:02:03+00:00,30000.0,[],11.0,False,1.0,midterm,,4/28
40,wu0cbted,train1_covid19_twitter_nm_interaction_250k_stats_only_27_04_2026_18_01_52,crashed,covid19_twitter,nm,train1_covid19_twitter_nm_interaction_250k_stats_only,,3.0,3.0,8.0,False,0.9502666666666668,,0.9502673210368364,0.9953027789583334,2026-04-28 01:01:58+00:00,104297.0,[],11.0,False,3.0,covid19_twitter,,4/28
41,ar2zfvur,train1_midterm_pl_interaction_250k_all_27_04_2026_18_01_51,finished,midterm,pl,train1_midterm_pl_interaction_250k_all,,4.0,2.0,3.0,False,0.9756,,0.975658419792498,0.9944984355555556,2026-04-28 01:01:56+00:00,6000.0,[],395.0,False,4.0,midterm,,4/28
42,fudn7aj7,train1_midterm_pl_interaction_250k_stats_only_27_04_2026_18_01_48,finished,midterm,pl,train1_midterm_pl_interaction_250k_stats_only,,4.0,2.0,3.0,False,0.8149333333333333,,0.7749310848062267,0.96557152,2026-04-28 01:01:54+00:00,6000.0,[],11.0,False,4.0,midterm,,4/28
43,qpgs1nre,train1_covid_political_pl_stats_only_27_04_2026_18_01_46,finished,covid_political,pl,train1_covid_political_pl_stats_only,,3.0,2.0,8.0,False,0.8508,,0.852079512219303,0.92775988375,2026-04-28 01:01:51+00:00,40000.0,[],6.0,False,3.0,covid_political,,4/28
44,90uwfgis,train1_covid19_twitter_pl_interaction_250k_all_27_04_2026_18_01_46,finished,covid19_twitter,pl,train1_covid19_twitter_pl_interaction_250k_all,,3.0,2.0,3.0,False,0.806,,0.8068754977435625,0.8775951111111111,2026-04-28 01:01:51+00:00,22001.0,[],395.0,False,3.0,covid19_twitter,,4/28
45,n3d69bg6,train1_midterm_nm_interaction_250k_stats_only_27_04_2026_18_01_45,crashed,midterm,nm,train1_midterm_nm_interaction_250k_stats_only,,3.0,3.0,24.0,False,0.8621666666666666,,0.8621639399384208,0.970364186875,2026-04-28 01:01:50+00:00,57000.0,[],11.0,False,3.0,midterm,,4/28
46,a0dzbib0,train1_covid19_twitter_nm_interaction_250k_constant1_27_04_2026_18_01_45,finished,covid19_twitter,nm,train1_covid19_twitter_nm_interaction_250k_constant1,,3.0,3.0,8.0,False,0.6969833333333333,,0.6969264133302825,0.8815423579166667,2026-04-28 01:01:50+00:00,58001.0,[],1.0,False,3.0,covid19_twitter,,4/28
47,t5srd2sy,train1_covid19_twitter_lp_interaction_250k_stats_only_27_04_2026_18_01_42,finished,covid19_twitter,lp,train1_covid19_twitter_lp_interaction_250k_stats_only,,1.0,1.0,3.0,False,0.8264666666666667,,0.8452345561567275,0.9225898666666666,2026-04-28 01:01:47+00:00,30000.0,[],11.0,False,1.0,covid19_twitter,,4/28
48,gzecqqj3,train1_covid19_twitter_pl_interaction_250k_stats_only_27_04_2026_18_01_41,finished,covid19_twitter,pl,train1_covid19_twitter_pl_interaction_250k_stats_only,,3.0,2.0,3.0,False,0.7949333333333334,,0.7715049769722181,0.8530679466666667,2026-04-28 01:01:46+00:00,24000.0,[],11.0,False,3.0,covid19_twitter,,4/28
49,ust2x70i,train1_covid_political_nm_stats_only_27_04_2026_18_01_26,finished,covid_political,nm,train1_covid_political_nm_stats_only,,3.0,3.0,8.0,False,0.7560166666666667,,0.7560155573438068,0.9294455560416668,2026-04-28 01:01:27+00:00,40000.0,[],6.0,False,3.0,covid_political,,4/28
50,qpgqeb18,train1_midterm_lp_interaction_250k_all_27_04_2026_18_01_15,finished,midterm,lp,train1_midterm_lp_interaction_250k_all,,1.0,1.0,3.0,False,0.7746,,0.8016659822842729,0.8809510666666667,2026-04-28 01:01:17+00:00,30000.0,[],395.0,False,1.0,midterm,,4/28
51,w1t6nlgi,train1_midterm_nm_interaction_250k_emb_only_27_04_2026_18_01_11,crashed,midterm,nm,train1_midterm_nm_interaction_250k_emb_only,,3.0,3.0,24.0,False,0.8624555555555555,,0.8624547875836681,0.9704526561111112,2026-04-28 01:01:16+00:00,23731.0,[],384.0,False,3.0,midterm,,4/28
52,9ugfbskd,train1_covid19_twitter_nm_interaction_250k_emb_only_27_04_2026_18_01_10,crashed,covid19_twitter,nm,train1_covid19_twitter_nm_interaction_250k_emb_only,,3.0,3.0,8.0,False,0.9584,,0.9584002202504716,0.9966486110416666,2026-04-28 01:01:16+00:00,79000.0,[],384.0,False,3.0,covid19_twitter,,4/28
53,oxy2zlb6,train1_covid_political_pl_all_27_04_2026_18_01_10,finished,covid_political,pl,train1_covid_political_pl_all,,3.0,2.0,8.0,False,0.8946,,0.891424156579964,0.94089493875,2026-04-28 01:01:15+00:00,24001.0,[],390.0,False,3.0,covid_political,,4/28
54,esuwi6jc,train1_midterm_lp_interaction_250k_emb_only_27_04_2026_18_01_10,finished,midterm,lp,train1_midterm_lp_interaction_250k_emb_only,,1.0,1.0,3.0,False,0.7516,,0.7826644890340644,0.8526597511111111,2026-04-28 01:01:14+00:00,30000.0,[],384.0,False,1.0,midterm,,4/28
55,45khzad6,train1_covid_political_pl_constant1_27_04_2026_18_01_12,finished,covid_political,pl,train1_covid_political_pl_constant1,,3.0,2.0,8.0,False,0.67035,,0.6541286328821739,0.72724679125,2026-04-28 01:01:14+00:00,40000.0,[],1.0,False,3.0,covid_political,,4/28
56,racmhz1f,train1_midterm_pl_interaction_250k_emb_only_27_04_2026_18_01_10,finished,midterm,pl,train1_midterm_pl_interaction_250k_emb_only,,4.0,2.0,3.0,False,0.9752,,0.9753446447507952,0.9953249244444444,2026-04-28 01:01:13+00:00,6000.0,[],384.0,False,4.0,midterm,,4/28
57,qtxzsd6g,train1_covid19_twitter_lp_interaction_250k_emb_only_27_04_2026_18_01_10,finished,covid19_twitter,lp,train1_covid19_twitter_lp_interaction_250k_emb_only,,1.0,1.0,3.0,False,0.8356666666666667,,0.8530376199844989,0.9373838933333334,2026-04-28 01:01:13+00:00,30000.0,[],384.0,False,1.0,covid19_twitter,,4/28
58,7wywuhjb,train1_covid19_twitter_lp_interaction_250k_constant1_27_04_2026_18_01_11,finished,covid19_twitter,lp,train1_covid19_twitter_lp_interaction_250k_constant1,,1.0,1.0,3.0,False,0.5956,,0.6708627238198589,0.6118278755555555,2026-04-28 01:01:13+00:00,30000.0,[],1.0,False,1.0,covid19_twitter,,4/28
59,7m219gxl,train1_covid19_twitter_pl_interaction_250k_constant1_27_04_2026_18_01_10,finished,covid19_twitter,pl,train1_covid19_twitter_pl_interaction_250k_constant1,,3.0,2.0,3.0,False,0.5705333333333333,,0.5319674513222901,0.5996759911111111,2026-04-28 01:01:13+00:00,24000.0,[],1.0,False,3.0,covid19_twitter,,4/28
60,2cb9pbuz,train1_covid19_twitter_pl_interaction_250k_emb_only_27_04_2026_18_01_10,finished,covid19_twitter,pl,train1_covid19_twitter_pl_interaction_250k_emb_only,,3.0,2.0,3.0,False,0.8096666666666666,,0.7999159016048777,0.8653303911111111,2026-04-28 01:01:13+00:00,23001.0,[],384.0,False,3.0,covid19_twitter,,4/28
67,4fx12dy3,train1_covid19_twitter_nm_interaction_250k_all_27_04_2026_18_01_10,crashed,covid19_twitter,nm,train1_covid19_twitter_nm_interaction_250k_all,,3.0,3.0,8.0,False,0.9601666666666666,,0.9601660497903888,0.99678908875,2026-04-28 01:01:12+00:00,76599.0,[],395.0,False,3.0,covid19_twitter,,4/28
66,5yb9zn6b,train1_covid_political_pl_emb_only_27_04_2026_18_01_10,finished,covid_political,pl,train1_covid_political_pl_emb_only,,3.0,2.0,8.0,False,0.85675,,0.8443526919106862,0.92473719,2026-04-28 01:01:12+00:00,40000.0,[],384.0,False,3.0,covid_political,,4/28
64,aht76zes,train1_midterm_nm_interaction_250k_constant1_27_04_2026_18_01_10,crashed,midterm,nm,train1_midterm_nm_interaction_250k_constant1,,3.0,3.0,24.0,False,0.6363388888888889,,0.6363378963036092,0.8321335464814815,2026-04-28 01:01:12+00:00,58661.0,[],1.0,False,3.0,midterm,,4/28
65,6anr4lsl,train1_covid_political_nm_constant1_27_04_2026_18_01_11,finished,covid_political,nm,train1_covid_political_nm_constant1,,3.0,3.0,8.0,False,0.5523166666666667,,0.5522907573385077,0.76307212,2026-04-28 01:01:12+00:00,40000.0,[],1.0,False,3.0,covid_political,,4/28
63,c3wihcjt,train1_covid_political_nm_emb_only_27_04_2026_18_01_10,crashed,covid_political,nm,train1_covid_political_nm_emb_only,,3.0,3.0,8.0,False,0.7899333333333334,,0.7899405121734214,0.9455493508333332,2026-04-28 01:01:12+00:00,24133.0,[],384.0,False,3.0,covid_political,,4/28
