target,sources,seed,checkpoint_step,roc_auc_ovr_macro,f1_macro,accuracy,classes,support_nodes,test_nodes,checkpoint
twibot20,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",0,300,0.5164572343264375,0.5103966750963148,0.5113501609351178,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_twibot20_s0/checkpoints/step_300.pt
twibot20,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",0,900,0.5518788105291101,0.5233040389695103,0.5233779434186007,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_twibot20_s0/checkpoints/step_900.pt
ukr_rus_suspended,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",0,100,0.5051240169087694,0.5065213876046073,0.5171221950441348,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_ukr_rus_suspended_s0/checkpoints/step_100.pt
ukr_rus_suspended,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.4970698535747224,0.5009991335429778,0.5189478535219256,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_ukr_rus_suspended_s0/checkpoints/step_2500.pt
ukr_rus_suspended,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",0,300,0.4819359154409478,0.4920074861406415,0.5037399411535326,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_ukr_rus_suspended_s0/checkpoints/step_300.pt
ukr_rus_suspended,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",0,900,0.495768015815127,0.49953875874837356,0.5129568577404374,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_ukr_rus_suspended_s0/checkpoints/step_900.pt
cora,cora,0,100,0.9486504622585498,0.7162639672228889,0.7467778620166793,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_cora_s0/checkpoints/step_100.pt
cora,cora,0,2500,0.9446252120763647,0.7144001126770558,0.7183472327520849,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_cora_s0/checkpoints/step_2500.pt
cora,cora,0,300,0.9659960089362553,0.7686674567164048,0.78013646702047,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_cora_s0/checkpoints/step_300.pt
cora,cora,0,900,0.9579697107135522,0.7533482355368891,0.7589082638362395,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_cora_s0/checkpoints/step_900.pt
covid_political,covid_political,0,100,0.9264177562963773,0.8268107952338792,0.8601179880994761,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_covid_political_s0/checkpoints/step_100.pt
covid_political,covid_political,0,2500,0.899720622047348,0.7722437611358903,0.8082947668209327,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_covid_political_s0/checkpoints/step_2500.pt
covid_political,covid_political,0,300,0.9150956615244905,0.7738242215117077,0.8053450643340284,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_covid_political_s0/checkpoints/step_300.pt
covid_political,covid_political,0,900,0.9104351423027023,0.7736019320771327,0.8060062045466104,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_covid_political_s0/checkpoints/step_900.pt
election2020,election2020,0,100,0.9822523724911784,0.96298578447488,0.963161496350365,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_election2020_s0/checkpoints/step_100.pt
election2020,election2020,0,2500,0.9708144604428787,0.9298062987744564,0.9307076236820763,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_election2020_s0/checkpoints/step_2500.pt
election2020,election2020,0,300,0.9739234044758809,0.9472025994359339,0.9475998580697486,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_election2020_s0/checkpoints/step_300.pt
election2020,election2020,0,900,0.9733763339720352,0.9381689997684044,0.9388686131386861,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_election2020_s0/checkpoints/step_900.pt
facebook_page_reference,facebook_page_reference,0,100,0.794788088221169,0.15777425545649582,0.20742128167137253,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_facebook_page_reference_s0/checkpoints/step_100.pt
facebook_page_reference,facebook_page_reference,0,2500,0.7609195521189556,0.18650990319641153,0.20232404275344087,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_facebook_page_reference_s0/checkpoints/step_2500.pt
facebook_page_reference,facebook_page_reference,0,300,0.7954165106094708,0.18906808220336055,0.22587198195931527,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_facebook_page_reference_s0/checkpoints/step_300.pt
facebook_page_reference,facebook_page_reference,0,900,0.7783395728306158,0.19001503256631938,0.21398153066264106,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_facebook_page_reference_s0/checkpoints/step_900.pt
pubmed,pubmed,0,100,0.9299160083308117,0.802321840593958,0.8138365418804288,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_pubmed_s0/checkpoints/step_100.pt
pubmed,pubmed,0,2500,0.8544647916331778,0.6945533042029676,0.7108244018895717,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_pubmed_s0/checkpoints/step_2500.pt
pubmed,pubmed,0,300,0.9269176154657105,0.797095940480853,0.8115507695433535,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_pubmed_s0/checkpoints/step_300.pt
pubmed,pubmed,0,900,0.8782403898422215,0.7193142006611809,0.7328694062071418,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_pubmed_s0/checkpoints/step_900.pt
twibot20,twibot20,0,100,0.46631101219412935,0.4735764734346154,0.49296967643571066,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_twibot20_s0/checkpoints/step_100.pt
twibot20,twibot20,0,2500,0.5375475236106281,0.5270838698811936,0.544892427579197,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_twibot20_s0/checkpoints/step_2500.pt
twibot20,twibot20,0,300,0.5108074276021823,0.5018815187190881,0.5199898356767745,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_twibot20_s0/checkpoints/step_300.pt
twibot20,twibot20,0,900,0.5443643797319873,0.5255440864375789,0.5439606979501949,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_twibot20_s0/checkpoints/step_900.pt
ukr_rus_suspended,ukr_rus_suspended,0,100,0.4770773274699129,0.48983013195016206,0.5131341061363395,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_ukr_rus_suspended_s0/checkpoints/step_100.pt
ukr_rus_suspended,ukr_rus_suspended,0,2500,0.5112948218336391,0.5086027803711732,0.5412634265659896,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_ukr_rus_suspended_s0/checkpoints/step_2500.pt
ukr_rus_suspended,ukr_rus_suspended,0,300,0.47568331402103364,0.4796539753789873,0.5399872381154951,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_ukr_rus_suspended_s0/checkpoints/step_300.pt
ukr_rus_suspended,ukr_rus_suspended,0,900,0.4988302346873039,0.49149127640729073,0.5480343152894467,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_ukr_rus_suspended_s0/checkpoints/step_900.pt
