order,rung,added,source_count,sources,target,roc_auc,accuracy,f1
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",covid19_twitter,0.7139839655332055,0.16996111111111112,0.16991294356405548
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",midterm,0.7116549793103446,0.13085555555555556,0.13081622047924413
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",covid_political,0.7534591064974456,0.1718888888888889,0.1718979535343483
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",election2020,0.6782160666666669,0.14526666666666666,0.1452551600020677
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",ukr_rus_suspended,0.6823161494252872,0.1612,0.1611645413697713
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",twibot20,0.7405489113825033,0.2597777777777778,0.2597938975096233
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",cp_hk_twitter,0.6125469885057471,0.09266666666666666,0.09262543133716389
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",facebook_page_reference,0.8942482732758621,0.54825,0.5482550292087779
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",ukr_rus_twitter,0.5961513352650063,0.08703333333333334,0.08702712460240909
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",covid19_twitter,0.7099176935025542,0.16777777777777778,0.16773654219067477
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",midterm,0.7108349497924649,0.12976666666666667,0.1297364941928649
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",covid_political,0.7522762568486591,0.16968333333333332,0.16968713793654502
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",election2020,0.6767327057471265,0.1424,0.14240746146114316
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",ukr_rus_suspended,0.681419487356322,0.15793333333333334,0.1579105140574723
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",twibot20,0.7388436658365262,0.2564611111111111,0.2564762495169329
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",cp_hk_twitter,0.6118017464080461,0.09266666666666666,0.09263407036601087
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",facebook_page_reference,0.8905412073275861,0.5410666666666667,0.5410873233694298
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",ukr_rus_twitter,0.595983592480843,0.08713333333333333,0.0871241035905007
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",covid19_twitter,0.7100369516443167,0.16776666666666668,0.16772254994395522
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",midterm,0.71017469947318,0.1298388888888889,0.12980806006533435
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",covid_political,0.7526283572477651,0.17054444444444444,0.17054451146188696
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",election2020,0.6770266459770116,0.1438,0.1438269257783712
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",ukr_rus_suspended,0.6815198597701151,0.16,0.15999399766325106
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",twibot20,0.7383968347062578,0.2563,0.25630675758792115
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",cp_hk_twitter,0.6097725876436783,0.09231666666666667,0.09227161284630428
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",facebook_page_reference,0.891795188362069,0.54385,0.5438717402729403
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",ukr_rus_twitter,0.5962419393199234,0.08609444444444445,0.08607988634622016
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",covid19_twitter,0.7118645055874839,0.1681388888888889,0.1680969274856282
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",midterm,0.7105598288633459,0.1288111111111111,0.12878111296281947
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",covid_political,0.7531138860791825,0.17012777777777777,0.17012427827059842
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",election2020,0.6768632252873563,0.14206666666666667,0.14210857671112645
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",ukr_rus_suspended,0.681738567816092,0.1578,0.15779787324321062
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",twibot20,0.7378647791666668,0.25326666666666664,0.2532755089102448
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",cp_hk_twitter,0.6108045053160921,0.09235,0.09231300066447701
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",facebook_page_reference,0.889002822126437,0.5378166666666667,0.5378485872573523
B,1,ukr_rus_suspended,1,ukr_rus_suspended,ukr_rus_twitter,0.606684469811622,0.0950388888888889,0.09503593540937093
B,1,ukr_rus_suspended,1,ukr_rus_suspended,covid19_twitter,0.7635911657088121,0.19488333333333333,0.19484329090321123
B,1,ukr_rus_suspended,1,ukr_rus_suspended,midterm,0.7283161649584929,0.1444111111111111,0.14436878842651218
B,1,ukr_rus_suspended,1,ukr_rus_suspended,covid_political,0.7873168939974458,0.18952222222222223,0.18952426190163651
B,1,ukr_rus_suspended,1,ukr_rus_suspended,election2020,0.7200673264367816,0.15646666666666667,0.156484587999563
B,1,ukr_rus_suspended,1,ukr_rus_suspended,ukr_rus_suspended,0.6954320114942529,0.18366666666666667,0.1836361242629782
B,1,ukr_rus_suspended,1,ukr_rus_suspended,twibot20,0.7997964896551725,0.30569444444444444,0.30570108952290803
B,1,ukr_rus_suspended,1,ukr_rus_suspended,cp_hk_twitter,0.6402755137931034,0.0974,0.09740714461813167
B,1,ukr_rus_suspended,1,ukr_rus_suspended,facebook_page_reference,0.8879230512931033,0.5511833333333334,0.5512114072793824
B,2,election2020,2,"ukr_rus_suspended,election2020",ukr_rus_twitter,0.6051902136015328,0.0928,0.09279219821110464
B,2,election2020,2,"ukr_rus_suspended,election2020",covid19_twitter,0.7458056361749682,0.1874888888888889,0.18743903924968486
B,2,election2020,2,"ukr_rus_suspended,election2020",midterm,0.7224727219827585,0.13803888888888888,0.1379942688062375
B,2,election2020,2,"ukr_rus_suspended,election2020",covid_political,0.7698041786238825,0.18108333333333335,0.1810775523578191
B,2,election2020,2,"ukr_rus_suspended,election2020",election2020,0.7043239448275863,0.15233333333333332,0.15231112652072332
B,2,election2020,2,"ukr_rus_suspended,election2020",ukr_rus_suspended,0.6903827471264369,0.17206666666666667,0.17200105687028072
B,2,election2020,2,"ukr_rus_suspended,election2020",twibot20,0.7824508430395913,0.29054444444444444,0.2905549610402806
B,2,election2020,2,"ukr_rus_suspended,election2020",cp_hk_twitter,0.637484640948276,0.09618333333333333,0.09618412444248389
B,2,election2020,2,"ukr_rus_suspended,election2020",facebook_page_reference,0.9018415840517241,0.5521833333333334,0.5521972756167002
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ukr_rus_twitter,0.6018682028735631,0.08996666666666667,0.08995623670225966
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",covid19_twitter,0.7291948815293743,0.17938888888888888,0.17933812708721394
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",midterm,0.7184079666347382,0.1355222222222222,0.13548789060494112
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",covid_political,0.7616170185823755,0.17777777777777778,0.17777620210208467
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",election2020,0.6917600988505745,0.14906666666666665,0.1490981055923375
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ukr_rus_suspended,0.6879588436781608,0.16673333333333334,0.16674002109743674
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",twibot20,0.7632402189814814,0.2771888888888889,0.2772042453612785
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",cp_hk_twitter,0.6312109090517242,0.09435,0.09432045229270956
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",facebook_page_reference,0.9010888142241379,0.5493,0.5493167055918079
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ukr_rus_twitter,0.5998164253033206,0.08813333333333333,0.0881185329190594
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",covid19_twitter,0.7220159929597701,0.17622222222222222,0.17617204220100124
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",midterm,0.7153762811462325,0.13345,0.13341860101142675
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",covid_political,0.7595131453544061,0.17700555555555555,0.1770064902139568
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",election2020,0.6852599586206897,0.1454,0.14540241787332495
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ukr_rus_suspended,0.6829367770114944,0.16133333333333333,0.1612993207420175
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",twibot20,0.7519381050925925,0.26927222222222225,0.2692770509790751
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",cp_hk_twitter,0.6246972785919541,0.09391666666666666,0.09388279148736167
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",facebook_page_reference,0.8950563580459769,0.5427333333333333,0.5427801711537114
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",ukr_rus_twitter,0.5989845685983397,0.08771111111111111,0.0877038672293559
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",covid19_twitter,0.7188107795977013,0.17392222222222223,0.17386808770926832
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",midterm,0.7132010448435505,0.1318888888888889,0.131856599059101
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",covid_political,0.7588667954022987,0.17646666666666666,0.1764663286061555
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",election2020,0.686113455172414,0.14666666666666667,0.1466555606320961
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",ukr_rus_suspended,0.6837459011494252,0.1604,0.160383789115733
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",twibot20,0.750119160376756,0.26677222222222224,0.26678111160132073
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",cp_hk_twitter,0.6237015863505749,0.0937,0.09367957770127179
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",facebook_page_reference,0.8974956159482758,0.5464,0.546418256674746
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",ukr_rus_twitter,0.5990651728767561,0.0875,0.08748460518682298
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",covid19_twitter,0.7199431172413792,0.1741888888888889,0.17414643292915777
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",midterm,0.7144266180555554,0.1327888888888889,0.13275047489842845
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",covid_political,0.7576083891283525,0.17590555555555556,0.1759063927288809
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",election2020,0.6856896781609196,0.14753333333333332,0.14752994885436982
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",ukr_rus_suspended,0.6865165701149425,0.16266666666666665,0.16266167094183992
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",twibot20,0.7526842050925926,0.26885,0.2688594092269548
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",cp_hk_twitter,0.6221405458333333,0.09398333333333334,0.09394901750553154
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",facebook_page_reference,0.8987613567528735,0.5480666666666667,0.5480842683785591
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",ukr_rus_twitter,0.5978426721104726,0.08725,0.08723077971396226
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",covid19_twitter,0.715747667688378,0.17153333333333334,0.1714887462960943
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",midterm,0.7128201904054918,0.13105,0.13102108137035248
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",covid_political,0.756059370418263,0.17442777777777776,0.17442521790272106
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",election2020,0.6831833264367815,0.147,0.1469958127034601
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",ukr_rus_suspended,0.6851739425287355,0.16313333333333332,0.16311630465753796
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",twibot20,0.7473321689655174,0.26359444444444446,0.2636066609828016
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",cp_hk_twitter,0.6181479579022988,0.09335,0.09331058598764813
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",facebook_page_reference,0.897325575,0.54725,0.5472628478406415
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",ukr_rus_twitter,0.5976577351532567,0.08733333333333333,0.08731793528314527
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",covid19_twitter,0.7177848415229884,0.17277222222222222,0.17272307483721455
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",midterm,0.7133831159003832,0.1317888888888889,0.13175959012231106
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",covid_political,0.7564917526340997,0.17535,0.17534877553906683
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",election2020,0.6826681034482759,0.1468,0.14682057462380202
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",ukr_rus_suspended,0.6845855931034481,0.1618,0.16182047626724338
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",twibot20,0.7473081454022987,0.26502777777777775,0.2650410406066188
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",cp_hk_twitter,0.6184584179597701,0.09305,0.09299958397609208
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",facebook_page_reference,0.896892337643678,0.5474833333333333,0.5474813614296342
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",ukr_rus_twitter,0.5954778357120051,0.08591666666666667,0.08590505380918656
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",covid19_twitter,0.7097363601692211,0.16682777777777777,0.1667857884355244
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",midterm,0.7098589067049809,0.12827222222222223,0.12824244409880944
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",covid_political,0.7523615911238826,0.16937777777777777,0.1693713016198242
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",election2020,0.6748123402298849,0.13986666666666667,0.13987849672184136
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",ukr_rus_suspended,0.6804852229885058,0.15686666666666665,0.15685638449164482
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",twibot20,0.7345833859514688,0.24973333333333333,0.2497434925553329
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",cp_hk_twitter,0.6075851291666666,0.09215,0.09213317161598102
