target,method,n,best_model_from_discovery,uses_validation_query_labels,uses_any_query_labels_for_selection,accuracy,auc,nll,accuracy_gain_over_fixed_best,episode_bootstrap_gain_ci_low,episode_bootstrap_gain_ci_high,fraction_not_best,selection_counts
election2020,support_loo_u1_agreement,256,ss_twibot20,False,False,0.9765625,0.9893798828125,0.09554524896849928,0.0,-0.01171875,0.01171875,1.0,"{""ss_covid"": 240, ""ss_covid_political"": 6, ""ss_election2020"": 2, ""ss_midterm"": 6, ""ss_ukr_rus_suspended"": 2}"
election2020,oracle_expert,256,ss_twibot20,True,True,0.984375,0.98541259765625,0.0934357860963003,0.0078125,0.0,0.01953125,0.0078125,"{""ss_covid"": 1, ""ss_cp_hk"": 1, ""ss_twibot20"": 254}"
facebook_page_reference,fixed_best,1024,ss_twibot20,False,True,0.6943359375,0.7570953369140625,0.5819198721236513,0.0,0.0,0.0,0.0,"{""ss_twibot20"": 1024}"
facebook_page_reference,u1_agreement,1024,ss_twibot20,False,True,0.732421875,0.7692794799804688,0.5723297306140146,0.0380859375,0.021484375,0.0546875,0.1279296875,"{""ss_covid"": 112, ""ss_covid_political"": 1, ""ss_facebook_page_reference"": 3, ""ss_twibot20"": 893, ""ss_ukr_rus"": 15}"
facebook_page_reference,raw_agreement,1024,ss_twibot20,False,True,0.833984375,0.8670578002929688,0.48698288175654114,0.1396484375,0.107421875,0.1728515625,0.2841796875,"{""ss_covid"": 131, ""ss_covid_political"": 15, ""ss_cp_hk"": 5, ""ss_election2020"": 3, ""ss_facebook_page_reference"": 54, ""ss_midterm"": 24, ""ss_twibot20"": 733, ""ss_ukr_rus"": 55, ""ss_ukr_rus_suspended"": 4}"
facebook_page_reference,learned_stage_consensus,1024,ss_twibot20,False,True,0.740234375,0.7759056091308594,0.5655623084828738,0.0458984375,0.03125,0.060546875,0.1376953125,"{""ss_covid"": 112, ""ss_facebook_page_reference"": 6, ""ss_midterm"": 2, ""ss_twibot20"": 883, ""ss_ukr_rus"": 21}"
facebook_page_reference,support_loo,1024,ss_twibot20,False,False,0.6640625,0.728912353515625,0.6065677536253047,-0.0302734375,-0.0625,0.0009765625,0.796875,"{""ss_covid"": 152, ""ss_covid_political"": 104, ""ss_cp_hk"": 152, ""ss_election2020"": 56, ""ss_facebook_page_reference"": 56, ""ss_midterm"": 128, ""ss_twibot20"": 208, ""ss_ukr_rus"": 112, ""ss_ukr_rus_suspended"": 56}"
facebook_page_reference,support_loo_u1_agreement,1024,ss_twibot20,False,False,0.7197265625,0.7589454650878906,0.5864292885869122,0.025390625,-0.005859375,0.0546875,0.7861328125,"{""ss_covid"": 172, ""ss_covid_political"": 89, ""ss_cp_hk"": 130, ""ss_election2020"": 54, ""ss_facebook_page_reference"": 59, ""ss_midterm"": 136, ""ss_twibot20"": 219, ""ss_ukr_rus"": 106, ""ss_ukr_rus_suspended"": 59}"
facebook_page_reference,oracle_expert,1024,ss_twibot20,True,True,0.9970703125,0.9972038269042969,0.3826694529153482,0.302734375,0.2724365234375,0.333984375,0.302734375,"{""ss_covid"": 130, ""ss_covid_political"": 17, ""ss_cp_hk"": 6, ""ss_election2020"": 4, ""ss_facebook_page_reference"": 67, ""ss_midterm"": 27, ""ss_twibot20"": 714, ""ss_ukr_rus"": 54, ""ss_ukr_rus_suspended"": 5}"
twibot20,fixed_best,3072,ss_election2020,False,True,0.6097005208333334,0.6465816497802734,0.6623357655069257,0.0,0.0,0.0,0.0,"{""ss_election2020"": 3072}"
twibot20,u1_agreement,3072,ss_election2020,False,True,0.65625,0.67420408460829,0.6520055474746519,0.04654947916666663,0.030924479166666668,0.06282552083333333,0.2721354166666667,"{""ss_covid"": 9, ""ss_covid_political"": 3, ""ss_cp_hk"": 626, ""ss_election2020"": 2236, ""ss_midterm"": 1, ""ss_twibot20"": 49, ""ss_ukr_rus"": 4, ""ss_ukr_rus_suspended"": 144}"
twibot20,raw_agreement,3072,ss_election2020,False,True,0.5397135416666666,0.5860254499647353,0.6824873829985844,-0.06998697916666674,-0.091796875,-0.04621582031250012,0.4606119791666667,"{""ss_covid"": 110, ""ss_covid_political"": 60, ""ss_cp_hk"": 689, ""ss_election2020"": 1657, ""ss_facebook_page_reference"": 35, ""ss_midterm"": 60, ""ss_twibot20"": 162, ""ss_ukr_rus"": 34, ""ss_ukr_rus_suspended"": 265}"
twibot20,learned_stage_consensus,3072,ss_election2020,False,True,0.6360677083333334,0.6626423729790583,0.6579186711645032,0.0263671875,0.012369791666666666,0.040690104166666664,0.2994791666666667,"{""ss_covid"": 9, ""ss_cp_hk"": 696, ""ss_election2020"": 2152, ""ss_midterm"": 2, ""ss_twibot20"": 56, ""ss_ukr_rus"": 8, ""ss_ukr_rus_suspended"": 149}"
twibot20,support_loo,3072,ss_election2020,False,False,0.568359375,0.5897534688313801,0.6858678172086617,-0.04134114583333337,-0.06673177083333333,-0.016276041666666668,0.8671875,"{""ss_covid"": 480, ""ss_covid_political"": 240, ""ss_cp_hk"": 576, ""ss_election2020"": 408, ""ss_facebook_page_reference"": 144, ""ss_midterm"": 360, ""ss_twibot20"": 288, ""ss_ukr_rus"": 312, ""ss_ukr_rus_suspended"": 264}"
twibot20,support_loo_u1_agreement,3072,ss_election2020,False,False,0.625,0.6230839623345268,0.6768332565487599,0.01529947916666663,-0.008463541666666666,0.039388020833333336,0.857421875,"{""ss_covid"": 507, ""ss_covid_political"": 189, ""ss_cp_hk"": 546, ""ss_election2020"": 438, ""ss_facebook_page_reference"": 124, ""ss_midterm"": 317, ""ss_twibot20"": 337, ""ss_ukr_rus"": 328, ""ss_ukr_rus_suspended"": 286}"
twibot20,oracle_expert,3072,ss_election2020,True,True,0.984375,0.9851464165581597,0.546052940727289,0.37467447916666663,0.3567708333333333,0.3929036458333333,0.3746744791666667,"{""ss_covid"": 66, ""ss_covid_political"": 51, ""ss_cp_hk"": 603, ""ss_election2020"": 1921, ""ss_facebook_page_reference"": 23, ""ss_midterm"": 42, ""ss_twibot20"": 107, ""ss_ukr_rus"": 18, ""ss_ukr_rus_suspended"": 241}"
ukr_rus_suspended,fixed_best,256,ss_election2020,False,True,0.5390625,0.5458984375,0.6900881406754853,0.0,0.0,0.0,0.0,"{""ss_election2020"": 256}"
ukr_rus_suspended,u1_agreement,256,ss_election2020,False,True,0.515625,0.52410888671875,0.6924070239939033,-0.0234375,-0.08203125,0.03515625,0.375,"{""ss_covid_political"": 1, ""ss_cp_hk"": 5, ""ss_election2020"": 160, ""ss_twibot20"": 72, ""ss_ukr_rus"": 16, ""ss_ukr_rus_suspended"": 2}"
ukr_rus_suspended,raw_agreement,256,ss_election2020,False,True,0.546875,0.5595703125,0.6897183660464322,0.0078125,-0.0703125,0.0859375,0.4609375,"{""ss_covid_political"": 14, ""ss_cp_hk"": 9, ""ss_election2020"": 138, ""ss_midterm"": 1, ""ss_twibot20"": 73, ""ss_ukr_rus"": 20, ""ss_ukr_rus_suspended"": 1}"
ukr_rus_suspended,learned_stage_consensus,256,ss_election2020,False,True,0.515625,0.5321044921875,0.6925609439519903,-0.0234375,-0.08203125,0.03515625,0.41015625,"{""ss_covid_political"": 7, ""ss_cp_hk"": 7, ""ss_election2020"": 151, ""ss_twibot20"": 72, ""ss_ukr_rus"": 16, ""ss_ukr_rus_suspended"": 3}"
ukr_rus_suspended,support_loo,256,ss_election2020,False,False,0.4765625,0.47186279296875,0.6937232078162275,-0.0625,-0.1328125,0.0078125,0.859375,"{""ss_covid"": 16, ""ss_covid_political"": 20, ""ss_cp_hk"": 36, ""ss_election2020"": 36, ""ss_facebook_page_reference"": 34, ""ss_midterm"": 20, ""ss_twibot20"": 30, ""ss_ukr_rus"": 40, ""ss_ukr_rus_suspended"": 24}"
ukr_rus_suspended,support_loo_u1_agreement,256,ss_election2020,False,False,0.48046875,0.4935302734375,0.692786541086281,-0.05859375,-0.1328125,0.01953125,0.87109375,"{""ss_covid"": 15, ""ss_covid_political"": 22, ""ss_cp_hk"": 35, ""ss_election2020"": 33, ""ss_facebook_page_reference"": 22, ""ss_midterm"": 14, ""ss_twibot20"": 42, ""ss_ukr_rus"": 41, ""ss_ukr_rus_suspended"": 32}"
ukr_rus_suspended,oracle_expert,256,ss_election2020,True,True,0.984375,0.98101806640625,0.6674688441889136,0.4453125,0.39453125,0.49609375,0.4453125,"{""ss_covid_political"": 10, ""ss_cp_hk"": 11, ""ss_election2020"": 142, ""ss_facebook_page_reference"": 1, ""ss_midterm"": 3, ""ss_twibot20"": 58, ""ss_ukr_rus"": 23, ""ss_ukr_rus_suspended"": 8}"
