arm,training_seed,model_id,sources,checkpoint_step,checkpoint,checkpoint_sha256,training_revision,dataset,episodes,queries,episode_fingerprint,roc_auc,accuracy,f1,task,cross_graph_prob,emb_dim
mix_p000,2,paper_mech_mix_p000_step2000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_2000.ckpt,9eff3d38fac0de740550c00e4e5248cf77cd186d7be45739cbe985dff632b276,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9291195339626735,0.8863932291666666,0.793857058476078,classification,0.0,256
mix_p000,2,paper_mech_mix_p000_step2000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_2000.ckpt,9eff3d38fac0de740550c00e4e5248cf77cd186d7be45739cbe985dff632b276,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98291015625,0.98046875,0.9808429118773946,classification,0.0,256
mix_p000,2,paper_mech_mix_p000_step2000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_2000.ckpt,9eff3d38fac0de740550c00e4e5248cf77cd186d7be45739cbe985dff632b276,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.7578048706054688,0.689453125,0.6857707509881423,classification,0.0,256
mix_p000,2,paper_mech_mix_p000_step2000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_2000.ckpt,9eff3d38fac0de740550c00e4e5248cf77cd186d7be45739cbe985dff632b276,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6732610066731772,0.62890625,0.6360153256704981,classification,0.0,256
mix_p000,2,paper_mech_mix_p000_step2000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_2000.ckpt,9eff3d38fac0de740550c00e4e5248cf77cd186d7be45739cbe985dff632b276,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.48651123046875,0.50390625,0.4816326530612245,classification,0.0,256
mix_p000,0,paper_mech_mix_p000_step4000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s0_20260908_081721_000/checkpoint/state_dict_4000.ckpt,a7901ef7b767d11a6726cb66dad86e4f4a35b0ea5d69339f018a8cf1d5a56ab9,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9479805275245948,0.89453125,0.8137931034482758,classification,0.0,256
mix_p000,0,paper_mech_mix_p000_step4000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s0_20260908_081721_000/checkpoint/state_dict_4000.ckpt,a7901ef7b767d11a6726cb66dad86e4f4a35b0ea5d69339f018a8cf1d5a56ab9,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98516845703125,0.98046875,0.9808429118773946,classification,0.0,256
mix_p000,0,paper_mech_mix_p000_step4000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s0_20260908_081721_000/checkpoint/state_dict_4000.ckpt,a7901ef7b767d11a6726cb66dad86e4f4a35b0ea5d69339f018a8cf1d5a56ab9,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.7753067016601562,0.708984375,0.7084148727984344,classification,0.0,256
mix_p000,0,paper_mech_mix_p000_step4000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s0_20260908_081721_000/checkpoint/state_dict_4000.ckpt,a7901ef7b767d11a6726cb66dad86e4f4a35b0ea5d69339f018a8cf1d5a56ab9,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6506527794731989,0.6051432291666666,0.6008555445870352,classification,0.0,256
mix_p000,0,paper_mech_mix_p000_step4000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s0_20260908_081721_000/checkpoint/state_dict_4000.ckpt,a7901ef7b767d11a6726cb66dad86e4f4a35b0ea5d69339f018a8cf1d5a56ab9,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.51495361328125,0.4765625,0.4846153846153846,classification,0.0,256
mix_p000,1,paper_mech_mix_p000_step4000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_4000.ckpt,f287e366d2e03635a3534ee8199b346a72c782d09ba5436a08ca7261c7032ca4,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9295936867042824,0.8704427083333334,0.7764044943820225,classification,0.0,256
mix_p000,1,paper_mech_mix_p000_step4000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_4000.ckpt,f287e366d2e03635a3534ee8199b346a72c782d09ba5436a08ca7261c7032ca4,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.9898681640625,0.9765625,0.9770992366412212,classification,0.0,256
mix_p000,1,paper_mech_mix_p000_step4000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_4000.ckpt,f287e366d2e03635a3534ee8199b346a72c782d09ba5436a08ca7261c7032ca4,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.745941162109375,0.6806640625,0.6746268656716418,classification,0.0,256
mix_p000,1,paper_mech_mix_p000_step4000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_4000.ckpt,f287e366d2e03635a3534ee8199b346a72c782d09ba5436a08ca7261c7032ca4,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6466174655490451,0.6067708333333334,0.5896739130434783,classification,0.0,256
mix_p000,1,paper_mech_mix_p000_step4000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_4000.ckpt,f287e366d2e03635a3534ee8199b346a72c782d09ba5436a08ca7261c7032ca4,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.5467529296875,0.515625,0.5303030303030303,classification,0.0,256
mix_p000,2,paper_mech_mix_p000_step4000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_4000.ckpt,be0396defb7b2de7a97192f318da348d96b24d7c096ba05b7e2cc17dd5fd4246,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9385291205512154,0.86328125,0.7724810400866738,classification,0.0,256
mix_p000,2,paper_mech_mix_p000_step4000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_4000.ckpt,be0396defb7b2de7a97192f318da348d96b24d7c096ba05b7e2cc17dd5fd4246,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.99267578125,0.98046875,0.9808429118773946,classification,0.0,256
mix_p000,2,paper_mech_mix_p000_step4000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_4000.ckpt,be0396defb7b2de7a97192f318da348d96b24d7c096ba05b7e2cc17dd5fd4246,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.7520637512207031,0.6845703125,0.6773226773226774,classification,0.0,256
mix_p000,2,paper_mech_mix_p000_step4000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_4000.ckpt,be0396defb7b2de7a97192f318da348d96b24d7c096ba05b7e2cc17dd5fd4246,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6657492319742839,0.6214192708333334,0.6273630246715797,classification,0.0,256
mix_p000,2,paper_mech_mix_p000_step4000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_4000.ckpt,be0396defb7b2de7a97192f318da348d96b24d7c096ba05b7e2cc17dd5fd4246,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.46905517578125,0.45703125,0.446215139442231,classification,0.0,256
mix_p000,0,paper_mech_mix_p000_step6000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s0_20260908_081721_000/checkpoint/state_dict_6000.ckpt,b856d61cf248081c360bd2c12afb863b116f71b2b618533106be3970b474c22d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.929395039876302,0.8815104166666666,0.7903225806451613,classification,0.0,256
mix_p000,0,paper_mech_mix_p000_step6000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s0_20260908_081721_000/checkpoint/state_dict_6000.ckpt,b856d61cf248081c360bd2c12afb863b116f71b2b618533106be3970b474c22d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98504638671875,0.98046875,0.9808429118773946,classification,0.0,256
mix_p000,0,paper_mech_mix_p000_step6000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s0_20260908_081721_000/checkpoint/state_dict_6000.ckpt,b856d61cf248081c360bd2c12afb863b116f71b2b618533106be3970b474c22d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.7714939117431641,0.7080078125,0.7071498530852106,classification,0.0,256
mix_p000,0,paper_mech_mix_p000_step6000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s0_20260908_081721_000/checkpoint/state_dict_6000.ckpt,b856d61cf248081c360bd2c12afb863b116f71b2b618533106be3970b474c22d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6454190148247614,0.6025390625,0.6075216972034716,classification,0.0,256
mix_p000,0,paper_mech_mix_p000_step6000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s0_20260908_081721_000/checkpoint/state_dict_6000.ckpt,b856d61cf248081c360bd2c12afb863b116f71b2b618533106be3970b474c22d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.48095703125,0.48828125,0.5056603773584906,classification,0.0,256
mix_p000,1,paper_mech_mix_p000_step6000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_6000.ckpt,9b051df55d66263a931eef8d767cb7947c1d61d775ba9f6f6a6d35ac0f15b634,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9439355355721932,0.8740234375,0.7841606246514222,classification,0.0,256
mix_p000,1,paper_mech_mix_p000_step6000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_6000.ckpt,9b051df55d66263a931eef8d767cb7947c1d61d775ba9f6f6a6d35ac0f15b634,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.985504150390625,0.9765625,0.9770992366412212,classification,0.0,256
mix_p000,1,paper_mech_mix_p000_step6000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_6000.ckpt,9b051df55d66263a931eef8d767cb7947c1d61d775ba9f6f6a6d35ac0f15b634,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.7798976898193359,0.7158203125,0.7075376884422111,classification,0.0,256
mix_p000,1,paper_mech_mix_p000_step6000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_6000.ckpt,9b051df55d66263a931eef8d767cb7947c1d61d775ba9f6f6a6d35ac0f15b634,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6419559054904513,0.5999348958333334,0.58381307145276,classification,0.0,256
mix_p000,1,paper_mech_mix_p000_step6000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_6000.ckpt,9b051df55d66263a931eef8d767cb7947c1d61d775ba9f6f6a6d35ac0f15b634,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.56884765625,0.55859375,0.5767790262172284,classification,0.0,256
mix_p000,2,paper_mech_mix_p000_step6000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_6000.ckpt,8c3db54b411df5875646ea1311a375449c6bfae75b802a941b8a03d54de75564,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9342617458767362,0.8981119791666666,0.813134328358209,classification,0.0,256
