pretraining_objective	evaluation_task	composition_type	run_id	mixture_size	sources	source_a	source_b	excluded_source	target	auc	comparison_singleton_auc	delta_vs_comparison_singleton	checkpoint_step	best_validation_loss	training_elapsed_seconds
lp	classification	matrix_singleton	ss_election2020	1	election2020				facebook_page_reference	0.7198610587616259			3250	0.6642004936933518	539.1897928229882
lp	classification	matrix_singleton	ss_election2020	1	election2020				twibot20	0.6488909075909332			3250	0.6642004936933518	539.1897928229882
lp	classification	matrix_singleton	ss_election2020	1	election2020				ukr_rus_suspended	0.5150915653275271			3250	0.6642004936933518	539.1897928229882
lp	classification	matrix_singleton	ss_ukr_rus_suspended	1	ukr_rus_suspended				covid_political	0.8846049337270895			3250	0.680508342385292	267.073773290962
lp	classification	matrix_singleton	ss_ukr_rus_suspended	1	ukr_rus_suspended				election2020	0.9693388668598826			3250	0.680508342385292	267.073773290962
lp	classification	matrix_singleton	ss_ukr_rus_suspended	1	ukr_rus_suspended				facebook_page_reference	0.791749097966609			3250	0.680508342385292	267.073773290962
lp	classification	matrix_singleton	ss_ukr_rus_suspended	1	ukr_rus_suspended				twibot20	0.5978579047204622			3250	0.680508342385292	267.073773290962
lp	classification	matrix_singleton	ss_ukr_rus_suspended	1	ukr_rus_suspended				ukr_rus_suspended	0.5215077989990242			3250	0.680508342385292	267.073773290962
lp	classification	matrix_singleton	ss_twibot20	1	twibot20				covid_political	0.9219755169980334			4250	0.6520013362169266	587.9697536189924
lp	classification	matrix_singleton	ss_twibot20	1	twibot20				election2020	0.982391265782681			4250	0.6520013362169266	587.9697536189924
lp	classification	matrix_singleton	ss_twibot20	1	twibot20				facebook_page_reference	0.8037955876776777			4250	0.6520013362169266	587.9697536189924
lp	classification	matrix_singleton	ss_twibot20	1	twibot20				twibot20	0.5832764900918863			4250	0.6520013362169266	587.9697536189924
lp	classification	matrix_singleton	ss_twibot20	1	twibot20				ukr_rus_suspended	0.53236778756013			4250	0.6520013362169266	587.9697536189924
lp	classification	matrix_singleton	ss_cp_hk_twitter	1	cp_hk_twitter				covid_political	0.8716532319309402			3250	0.6541358262300492	240.01476752199233
lp	classification	matrix_singleton	ss_cp_hk_twitter	1	cp_hk_twitter				election2020	0.9164288296841333			3250	0.6541358262300492	240.01476752199233
lp	classification	matrix_singleton	ss_cp_hk_twitter	1	cp_hk_twitter				facebook_page_reference	0.8003954841867599			3250	0.6541358262300492	240.01476752199233
lp	classification	matrix_singleton	ss_cp_hk_twitter	1	cp_hk_twitter				twibot20	0.6608597576981772			3250	0.6541358262300492	240.01476752199233
lp	classification	matrix_singleton	ss_cp_hk_twitter	1	cp_hk_twitter				ukr_rus_suspended	0.5148136229150067			3250	0.6541358262300492	240.01476752199233
lp	classification	matrix_singleton	ss_facebook_page_reference	1	facebook_page_reference				covid_political	0.896615630532612			4250	0.6532071381807327	167.47415348800132
lp	classification	matrix_singleton	ss_facebook_page_reference	1	facebook_page_reference				election2020	0.962812320753227			4250	0.6532071381807327	167.47415348800132
lp	classification	matrix_singleton	ss_facebook_page_reference	1	facebook_page_reference				facebook_page_reference	0.7761974667338939			4250	0.6532071381807327	167.47415348800132
lp	classification	matrix_singleton	ss_facebook_page_reference	1	facebook_page_reference				twibot20	0.6117983916277895			4250	0.6532071381807327	167.47415348800132
lp	classification	matrix_singleton	ss_facebook_page_reference	1	facebook_page_reference				ukr_rus_suspended	0.5177015001586351			4250	0.6532071381807327	167.47415348800132
lp	classification	pair	pair_ukr_rus_twitter__covid19_twitter	2	ukr_rus_twitter,covid19_twitter	ukr_rus_twitter	covid19_twitter		covid_political	0.9055423514516727	0.9030774803683631	0.0024648710833096166	4250	0.6597958222031594	505.4782942759921
lp	classification	pair	pair_ukr_rus_twitter__covid19_twitter	2	ukr_rus_twitter,covid19_twitter	ukr_rus_twitter	covid19_twitter		election2020	0.9703153991763243	0.9736161472309725	-0.003300748054648195	4250	0.6597958222031594	505.4782942759921
lp	classification	pair	pair_ukr_rus_twitter__covid19_twitter	2	ukr_rus_twitter,covid19_twitter	ukr_rus_twitter	covid19_twitter		facebook_page_reference	0.8114612030137546	0.8159432391388971	-0.00448203612514253	4250	0.6597958222031594	505.4782942759921
lp	classification	pair	pair_ukr_rus_twitter__covid19_twitter	2	ukr_rus_twitter,covid19_twitter	ukr_rus_twitter	covid19_twitter		twibot20	0.5797213266449215	0.575793087169747	0.003928239475174511	4250	0.6597958222031594	505.4782942759921
lp	classification	pair	pair_ukr_rus_twitter__covid19_twitter	2	ukr_rus_twitter,covid19_twitter	ukr_rus_twitter	covid19_twitter		ukr_rus_suspended	0.5428365662300716	0.544663940967283	-0.0018273747372113958	4250	0.6597958222031594	505.4782942759921
lp	classification	pair	pair_ukr_rus_twitter__midterm	2	ukr_rus_twitter,midterm	ukr_rus_twitter	midterm		covid_political	0.9252206148772026	0.9244817243438279	0.0007388905333747253	4250	0.6712443068623544	368.68074451800203
lp	classification	pair	pair_ukr_rus_twitter__midterm	2	ukr_rus_twitter,midterm	ukr_rus_twitter	midterm		election2020	0.9808263207504099	0.9810867650556823	-0.00026044430527238926	4250	0.6712443068623544	368.68074451800203
lp	classification	pair	pair_ukr_rus_twitter__midterm	2	ukr_rus_twitter,midterm	ukr_rus_twitter	midterm		facebook_page_reference	0.8107773764367366	0.8146844121555451	-0.00390703571880846	4250	0.6712443068623544	368.68074451800203
lp	classification	pair	pair_ukr_rus_twitter__midterm	2	ukr_rus_twitter,midterm	ukr_rus_twitter	midterm		twibot20	0.6147174254785032	0.5949925953299472	0.019724830148555972	4250	0.6712443068623544	368.68074451800203
lp	classification	pair	pair_ukr_rus_twitter__midterm	2	ukr_rus_twitter,midterm	ukr_rus_twitter	midterm		ukr_rus_suspended	0.5344278136804543	0.544663940967283	-0.010236127286828656	4250	0.6712443068623544	368.68074451800203
lp	classification	pair	pair_ukr_rus_twitter__covid_political	2	ukr_rus_twitter,covid_political	ukr_rus_twitter	covid_political		covid_political	0.9045356693043853	0.9045243657503319	0.000011303554053432308	4000	0.659652727842331	317.76564621104626
lp	classification	pair	pair_ukr_rus_twitter__covid_political	2	ukr_rus_twitter,covid_political	ukr_rus_twitter	covid_political		election2020	0.9814337327276813	0.9802512966826327	0.0011824360450486404	4000	0.659652727842331	317.76564621104626
lp	classification	pair	pair_ukr_rus_twitter__covid_political	2	ukr_rus_twitter,covid_political	ukr_rus_twitter	covid_political		facebook_page_reference	0.7965167322729159	0.8032932688842916	-0.006776536611375783	4000	0.659652727842331	317.76564621104626
lp	classification	pair	pair_ukr_rus_twitter__covid_political	2	ukr_rus_twitter,covid_political	ukr_rus_twitter	covid_political		twibot20	0.6151188831430614	0.663361340134341	-0.0482424569912796	4000	0.659652727842331	317.76564621104626
lp	classification	pair	pair_ukr_rus_twitter__covid_political	2	ukr_rus_twitter,covid_political	ukr_rus_twitter	covid_political		ukr_rus_suspended	0.5313298655616813	0.544663940967283	-0.01333407540560172	4000	0.659652727842331	317.76564621104626
lp	classification	pair	pair_ukr_rus_twitter__election2020	2	ukr_rus_twitter,election2020	ukr_rus_twitter	election2020		covid_political	0.7817250237646192	0.8851307200191771	-0.10340569625455798	4500	0.6652790158987045	610.7850011300179
lp	classification	pair	pair_ukr_rus_twitter__election2020	2	ukr_rus_twitter,election2020	ukr_rus_twitter	election2020		election2020	0.9696365181867547	0.966387982402749	0.003248535784005635	4500	0.6652790158987045	610.7850011300179
lp	classification	pair	pair_ukr_rus_twitter__election2020	2	ukr_rus_twitter,election2020	ukr_rus_twitter	election2020		facebook_page_reference	0.7911647023269311	0.8032932688842916	-0.012128566557360498	4500	0.6652790158987045	610.7850011300179
lp	classification	pair	pair_ukr_rus_twitter__election2020	2	ukr_rus_twitter,election2020	ukr_rus_twitter	election2020		twibot20	0.584737839028606	0.6488909075909332	-0.06415306856232716	4500	0.6652790158987045	610.7850011300179
lp	classification	pair	pair_ukr_rus_twitter__election2020	2	ukr_rus_twitter,election2020	ukr_rus_twitter	election2020		ukr_rus_suspended	0.5367380751840536	0.544663940967283	-0.007925865783229402	4500	0.6652790158987045	610.7850011300179
lp	classification	pair	pair_ukr_rus_twitter__ukr_rus_suspended	2	ukr_rus_twitter,ukr_rus_suspended	ukr_rus_twitter	ukr_rus_suspended		covid_political	0.8771501010040053	0.8851307200191771	-0.007980619015171886	3000	0.6743037924170494	267.2860238850117
lp	classification	pair	pair_ukr_rus_twitter__ukr_rus_suspended	2	ukr_rus_twitter,ukr_rus_suspended	ukr_rus_twitter	ukr_rus_suspended		election2020	0.9692267692790038	0.9693388668598826	-0.00011209758087882271	3000	0.6743037924170494	267.2860238850117
lp	classification	pair	pair_ukr_rus_twitter__ukr_rus_suspended	2	ukr_rus_twitter,ukr_rus_suspended	ukr_rus_twitter	ukr_rus_suspended		facebook_page_reference	0.8006687568772468	0.8032932688842916	-0.0026245120070448325	3000	0.6743037924170494	267.2860238850117
lp	classification	pair	pair_ukr_rus_twitter__ukr_rus_suspended	2	ukr_rus_twitter,ukr_rus_suspended	ukr_rus_twitter	ukr_rus_suspended		twibot20	0.5984415311974233	0.5978579047204622	0.0005836264769610855	3000	0.6743037924170494	267.2860238850117
lp	classification	pair	pair_ukr_rus_twitter__ukr_rus_suspended	2	ukr_rus_twitter,ukr_rus_suspended	ukr_rus_twitter	ukr_rus_suspended		ukr_rus_suspended	0.5132035373751148	0.544663940967283	-0.031460403592168174	3000	0.6743037924170494	267.2860238850117
lp	classification	pair	pair_ukr_rus_twitter__twibot20	2	ukr_rus_twitter,twibot20	ukr_rus_twitter	twibot20		covid_political	0.9342888086487126	0.9219755169980334	0.012313291650679181	4250	0.6595951780676842	523.4762107040151
lp	classification	pair	pair_ukr_rus_twitter__twibot20	2	ukr_rus_twitter,twibot20	ukr_rus_twitter	twibot20		election2020	0.9831701146767121	0.982391265782681	0.0007788488940311256	4250	0.6595951780676842	523.4762107040151
lp	classification	pair	pair_ukr_rus_twitter__twibot20	2	ukr_rus_twitter,twibot20	ukr_rus_twitter	twibot20		facebook_page_reference	0.8054570121959341	0.8037955876776777	0.0016614245182564602	4250	0.6595951780676842	523.4762107040151
lp	classification	pair	pair_ukr_rus_twitter__twibot20	2	ukr_rus_twitter,twibot20	ukr_rus_twitter	twibot20		twibot20	0.565207027607219	0.5832764900918863	-0.018069462484667342	4250	0.6595951780676842	523.4762107040151
lp	classification	pair	pair_ukr_rus_twitter__twibot20	2	ukr_rus_twitter,twibot20	ukr_rus_twitter	twibot20		ukr_rus_suspended	0.5433493966435881	0.544663940967283	-0.0013145443236949328	4250	0.6595951780676842	523.4762107040151
lp	classification	pair	pair_ukr_rus_twitter__cp_hk_twitter	2	ukr_rus_twitter,cp_hk_twitter	ukr_rus_twitter	cp_hk_twitter		covid_political	0.8708395958086509	0.8851307200191771	-0.014291124210526251	3000	0.6598283886909484	255.44085594301578
lp	classification	pair	pair_ukr_rus_twitter__cp_hk_twitter	2	ukr_rus_twitter,cp_hk_twitter	ukr_rus_twitter	cp_hk_twitter		election2020	0.9227884207096693	0.9513324158465819	-0.028543995136912637	3000	0.6598283886909484	255.44085594301578
lp	classification	pair	pair_ukr_rus_twitter__cp_hk_twitter	2	ukr_rus_twitter,cp_hk_twitter	ukr_rus_twitter	cp_hk_twitter		facebook_page_reference	0.8005141474497568	0.8032932688842916	-0.002779121434534848	3000	0.6598283886909484	255.44085594301578
lp	classification	pair	pair_ukr_rus_twitter__cp_hk_twitter	2	ukr_rus_twitter,cp_hk_twitter	ukr_rus_twitter	cp_hk_twitter		twibot20	0.5976389793626246	0.6608597576981772	-0.06322077833555262	3000	0.6598283886909484	255.44085594301578
lp	classification	pair	pair_ukr_rus_twitter__cp_hk_twitter	2	ukr_rus_twitter,cp_hk_twitter	ukr_rus_twitter	cp_hk_twitter		ukr_rus_suspended	0.5428788154591584	0.544663940967283	-0.0017851255081245965	3000	0.6598283886909484	255.44085594301578
lp	classification	pair	pair_ukr_rus_twitter__facebook_page_reference	2	ukr_rus_twitter,facebook_page_reference	ukr_rus_twitter	facebook_page_reference		covid_political	0.8858004458051392	0.896615630532612	-0.010815184727472782	4500	0.6586647361516953	346.0524758769898
lp	classification	pair	pair_ukr_rus_twitter__facebook_page_reference	2	ukr_rus_twitter,facebook_page_reference	ukr_rus_twitter	facebook_page_reference		election2020	0.9585211535728685	0.962812320753227	-0.0042911671803584905	4500	0.6586647361516953	346.0524758769898
lp	classification	pair	pair_ukr_rus_twitter__facebook_page_reference	2	ukr_rus_twitter,facebook_page_reference	ukr_rus_twitter	facebook_page_reference		facebook_page_reference	0.7774357076304709	0.8032932688842916	-0.02585756125382077	4500	0.6586647361516953	346.0524758769898
lp	classification	pair	pair_ukr_rus_twitter__facebook_page_reference	2	ukr_rus_twitter,facebook_page_reference	ukr_rus_twitter	facebook_page_reference		twibot20	0.5778217634982088	0.6117983916277895	-0.03397662812958069	4500	0.6586647361516953	346.0524758769898
lp	classification	pair	pair_ukr_rus_twitter__facebook_page_reference	2	ukr_rus_twitter,facebook_page_reference	ukr_rus_twitter	facebook_page_reference		ukr_rus_suspended	0.5390947476350797	0.544663940967283	-0.005569193332203293	4500	0.6586647361516953	346.0524758769898
lp	classification	pair	pair_covid19_twitter__midterm	2	covid19_twitter,midterm	covid19_twitter	midterm		covid_political	0.9281877416771139	0.9244817243438279	0.003706017333286016	3500	0.671066603064537	305.41169488301966
lp	classification	pair	pair_covid19_twitter__midterm	2	covid19_twitter,midterm	covid19_twitter	midterm		election2020	0.9818524585522438	0.9810867650556823	0.0007656934965615259	3500	0.671066603064537	305.41169488301966
lp	classification	pair	pair_covid19_twitter__midterm	2	covid19_twitter,midterm	covid19_twitter	midterm		facebook_page_reference	0.8154018638713932	0.8159432391388971	-0.000541375267503863	3500	0.671066603064537	305.41169488301966
lp	classification	pair	pair_covid19_twitter__midterm	2	covid19_twitter,midterm	covid19_twitter	midterm		twibot20	0.6242351897802381	0.5949925953299472	0.02924259445029087	3500	0.671066603064537	305.41169488301966
lp	classification	pair	pair_covid19_twitter__midterm	2	covid19_twitter,midterm	covid19_twitter	midterm		ukr_rus_suspended	0.5287483109978921	0.532385876167032	-0.0036375651691399336	3500	0.671066603064537	305.41169488301966
lp	classification	pair	pair_covid19_twitter__covid_political	2	covid19_twitter,covid_political	covid19_twitter	covid_political		covid_political	0.9102765844333676	0.9045243657503319	0.005752218683035659	4000	0.6586647614836693	303.61019834602484
lp	classification	pair	pair_covid19_twitter__covid_political	2	covid19_twitter,covid_political	covid19_twitter	covid_political		election2020	0.9814867994966492	0.9802512966826327	0.0012355028140165203	4000	0.6586647614836693	303.61019834602484
lp	classification	pair	pair_covid19_twitter__covid_political	2	covid19_twitter,covid_political	covid19_twitter	covid_political		facebook_page_reference	0.8027707980415533	0.8159432391388971	-0.013172441097343834	4000	0.6586647614836693	303.61019834602484
lp	classification	pair	pair_covid19_twitter__covid_political	2	covid19_twitter,covid_political	covid19_twitter	covid_political		twibot20	0.6122537918491372	0.663361340134341	-0.05110754828520381	4000	0.6586647614836693	303.61019834602484
lp	classification	pair	pair_covid19_twitter__covid_political	2	covid19_twitter,covid_political	covid19_twitter	covid_political		ukr_rus_suspended	0.5233948692284409	0.532385876167032	-0.008991006938591117	4000	0.6586647614836693	303.61019834602484
lp	classification	pair	pair_covid19_twitter__election2020	2	covid19_twitter,election2020	covid19_twitter	election2020		covid_political	0.8157447003356015	0.9030774803683631	-0.08733278003276157	4750	0.664239625632763	638.7705415770179
lp	classification	pair	pair_covid19_twitter__election2020	2	covid19_twitter,election2020	covid19_twitter	election2020		election2020	0.969251007632825	0.9736161472309725	-0.004365139598147438	4750	0.664239625632763	638.7705415770179
lp	classification	pair	pair_covid19_twitter__election2020	2	covid19_twitter,election2020	covid19_twitter	election2020		facebook_page_reference	0.8021263017526857	0.8159432391388971	-0.01381693738621137	4750	0.664239625632763	638.7705415770179
lp	classification	pair	pair_covid19_twitter__election2020	2	covid19_twitter,election2020	covid19_twitter	election2020		twibot20	0.597747664163703	0.6488909075909332	-0.0511432434272302	4750	0.664239625632763	638.7705415770179
lp	classification	pair	pair_covid19_twitter__election2020	2	covid19_twitter,election2020	covid19_twitter	election2020		ukr_rus_suspended	0.528469863335001	0.532385876167032	-0.003916012832031024	4750	0.664239625632763	638.7705415770179
lp	classification	pair	pair_covid19_twitter__ukr_rus_suspended	2	covid19_twitter,ukr_rus_suspended	covid19_twitter	ukr_rus_suspended		covid_political	0.9020731961029127	0.9030774803683631	-0.0010042842654504058	3250	0.6725995540618896	331.42744324100204
lp	classification	pair	pair_covid19_twitter__ukr_rus_suspended	2	covid19_twitter,ukr_rus_suspended	covid19_twitter	ukr_rus_suspended		election2020	0.976306971503253	0.9736161472309725	0.002690824272280512	3250	0.6725995540618896	331.42744324100204
lp	classification	pair	pair_covid19_twitter__ukr_rus_suspended	2	covid19_twitter,ukr_rus_suspended	covid19_twitter	ukr_rus_suspended		facebook_page_reference	0.8119511144283071	0.8159432391388971	-0.0039921247105899615	3250	0.6725995540618896	331.42744324100204
lp	classification	pair	pair_covid19_twitter__ukr_rus_suspended	2	covid19_twitter,ukr_rus_suspended	covid19_twitter	ukr_rus_suspended		twibot20	0.5898004424918112	0.5978579047204622	-0.008057462228651002	3250	0.6725995540618896	331.42744324100204
lp	classification	pair	pair_covid19_twitter__ukr_rus_suspended	2	covid19_twitter,ukr_rus_suspended	covid19_twitter	ukr_rus_suspended		ukr_rus_suspended	0.5152131330721333	0.532385876167032	-0.01717274309489869	3250	0.6725995540618896	331.42744324100204
lp	classification	pair	pair_covid19_twitter__twibot20	2	covid19_twitter,twibot20	covid19_twitter	twibot20		covid_political	0.9354994643732534	0.9219755169980334	0.013523947375220002	4000	0.6593407928943634	499.78088762500556
lp	classification	pair	pair_covid19_twitter__twibot20	2	covid19_twitter,twibot20	covid19_twitter	twibot20		election2020	0.9830132326609173	0.982391265782681	0.0006219668782363463	4000	0.6593407928943634	499.78088762500556
lp	classification	pair	pair_covid19_twitter__twibot20	2	covid19_twitter,twibot20	covid19_twitter	twibot20		facebook_page_reference	0.8099142348818622	0.8159432391388971	-0.006029004257034898	4000	0.6593407928943634	499.78088762500556
lp	classification	pair	pair_covid19_twitter__twibot20	2	covid19_twitter,twibot20	covid19_twitter	twibot20		twibot20	0.5716854705185316	0.5832764900918863	-0.011591019573354733	4000	0.6593407928943634	499.78088762500556
lp	classification	pair	pair_covid19_twitter__twibot20	2	covid19_twitter,twibot20	covid19_twitter	twibot20		ukr_rus_suspended	0.5344898693677033	0.532385876167032	0.002103993200671228	4000	0.6593407928943634	499.78088762500556
lp	classification	pair	pair_covid19_twitter__cp_hk_twitter	2	covid19_twitter,cp_hk_twitter	covid19_twitter	cp_hk_twitter		covid_political	0.90051191217389	0.9030774803683631	-0.002565568194473067	4250	0.6577476054430008	393.78198053501546
lp	classification	pair	pair_covid19_twitter__cp_hk_twitter	2	covid19_twitter,cp_hk_twitter	covid19_twitter	cp_hk_twitter		election2020	0.968856661986191	0.9736161472309725	-0.004759485244781425	4250	0.6577476054430008	393.78198053501546
lp	classification	pair	pair_covid19_twitter__cp_hk_twitter	2	covid19_twitter,cp_hk_twitter	covid19_twitter	cp_hk_twitter		facebook_page_reference	0.8128990043313261	0.8159432391388971	-0.003044234807570989	4250	0.6577476054430008	393.78198053501546
lp	classification	pair	pair_covid19_twitter__cp_hk_twitter	2	covid19_twitter,cp_hk_twitter	covid19_twitter	cp_hk_twitter		twibot20	0.5864625177890485	0.6608597576981772	-0.07439723990912872	4250	0.6577476054430008	393.78198053501546
lp	classification	pair	pair_covid19_twitter__cp_hk_twitter	2	covid19_twitter,cp_hk_twitter	covid19_twitter	cp_hk_twitter		ukr_rus_suspended	0.5291584018057754	0.532385876167032	-0.003227474361256588	4250	0.6577476054430008	393.78198053501546
lp	classification	pair	pair_covid19_twitter__facebook_page_reference	2	covid19_twitter,facebook_page_reference	covid19_twitter	facebook_page_reference		covid_political	0.9032134698612573	0.9030774803683631	0.00013598949289417295	4250	0.6567150920629501	329.7147787940339
lp	classification	pair	pair_covid19_twitter__facebook_page_reference	2	covid19_twitter,facebook_page_reference	covid19_twitter	facebook_page_reference		election2020	0.9695222357392694	0.9736161472309725	-0.004093911491703017	4250	0.6567150920629501	329.7147787940339
lp	classification	pair	pair_covid19_twitter__facebook_page_reference	2	covid19_twitter,facebook_page_reference	covid19_twitter	facebook_page_reference		facebook_page_reference	0.7748154735529789	0.8159432391388971	-0.04112776558591824	4250	0.6567150920629501	329.7147787940339
lp	classification	pair	pair_covid19_twitter__facebook_page_reference	2	covid19_twitter,facebook_page_reference	covid19_twitter	facebook_page_reference		twibot20	0.5781151034128249	0.6117983916277895	-0.03368328821496458	4250	0.6567150920629501	329.7147787940339
lp	classification	pair	pair_covid19_twitter__facebook_page_reference	2	covid19_twitter,facebook_page_reference	covid19_twitter	facebook_page_reference		ukr_rus_suspended	0.5367652377014346	0.532385876167032	0.004379361534402548	4250	0.6567150920629501	329.7147787940339
lp	classification	pair	pair_midterm__covid_political	2	midterm,covid_political	midterm	covid_political		covid_political	0.909055703984006	0.9244817243438279	-0.01542602035982188	3000	0.6656233862042427	162.78700690402184
lp	classification	pair	pair_midterm__covid_political	2	midterm,covid_political	midterm	covid_political		election2020	0.9817226155125697	0.9810867650556823	0.0006358504568874102	3000	0.6656233862042427	162.78700690402184
lp	classification	pair	pair_midterm__covid_political	2	midterm,covid_political	midterm	covid_political		facebook_page_reference	0.8052396783874247	0.8146844121555451	-0.009444733768120384	3000	0.6656233862042427	162.78700690402184
lp	classification	pair	pair_midterm__covid_political	2	midterm,covid_political	midterm	covid_political		twibot20	0.6316169596910682	0.663361340134341	-0.03174438044327277	3000	0.6656233862042427	162.78700690402184
lp	classification	pair	pair_midterm__covid_political	2	midterm,covid_political	midterm	covid_political		ukr_rus_suspended	0.5232270334225	0.5268917546727102	-0.0036647212502102233	3000	0.6656233862042427	162.78700690402184
lp	classification	pair	pair_midterm__election2020	2	midterm,election2020	midterm	election2020		covid_political	0.829033818050829	0.9244817243438279	-0.09544790629299893	3250	0.672026662528515	386.95083395403344
lp	classification	pair	pair_midterm__election2020	2	midterm,election2020	midterm	election2020		election2020	0.9705510274933689	0.9810867650556823	-0.010535737562313408	3250	0.672026662528515	386.95083395403344
lp	classification	pair	pair_midterm__election2020	2	midterm,election2020	midterm	election2020		facebook_page_reference	0.8067070501843846	0.8146844121555451	-0.007977361971160501	3250	0.672026662528515	386.95083395403344
lp	classification	pair	pair_midterm__election2020	2	midterm,election2020	midterm	election2020		twibot20	0.6026981368996953	0.6488909075909332	-0.04619277069123784	3250	0.672026662528515	386.95083395403344
lp	classification	pair	pair_midterm__election2020	2	midterm,election2020	midterm	election2020		ukr_rus_suspended	0.5263768221601994	0.5268917546727102	-0.0005149325125107795	3250	0.672026662528515	386.95083395403344
lp	classification	pair	pair_midterm__ukr_rus_suspended	2	midterm,ukr_rus_suspended	midterm	ukr_rus_suspended		covid_political	0.9231983388177896	0.9244817243438279	-0.0012833855260383498	2250	0.678928191959858	218.2046264350065
lp	classification	pair	pair_midterm__ukr_rus_suspended	2	midterm,ukr_rus_suspended	midterm	ukr_rus_suspended		election2020	0.9803821092306146	0.9810867650556823	-0.0007046558250676238	2250	0.678928191959858	218.2046264350065
lp	classification	pair	pair_midterm__ukr_rus_suspended	2	midterm,ukr_rus_suspended	midterm	ukr_rus_suspended		facebook_page_reference	0.8134231811097458	0.8146844121555451	-0.001261231045799338	2250	0.678928191959858	218.2046264350065
lp	classification	pair	pair_midterm__ukr_rus_suspended	2	midterm,ukr_rus_suspended	midterm	ukr_rus_suspended		twibot20	0.6086172347544885	0.5978579047204622	0.010759330034026293	2250	0.678928191959858	218.2046264350065
lp	classification	pair	pair_midterm__ukr_rus_suspended	2	midterm,ukr_rus_suspended	midterm	ukr_rus_suspended		ukr_rus_suspended	0.5193862604160534	0.5268917546727102	-0.007505494256656808	2250	0.678928191959858	218.2046264350065
lp	classification	pair	pair_midterm__twibot20	2	midterm,twibot20	midterm	twibot20		covid_political	0.9283775063901243	0.9244817243438279	0.00389578204629637	3500	0.6672194078564644	371.7593734440161
lp	classification	pair	pair_midterm__twibot20	2	midterm,twibot20	midterm	twibot20		election2020	0.9835558378052724	0.982391265782681	0.001164572022591459	3500	0.6672194078564644	371.7593734440161
lp	classification	pair	pair_midterm__twibot20	2	midterm,twibot20	midterm	twibot20		facebook_page_reference	0.810224255647599	0.8146844121555451	-0.004460156507946067	3500	0.6672194078564644	371.7593734440161
