selection,stream,occurrence_index,label,pred_b,pred_c,correct_b,correct_c,outcome,loss_b_raw,loss_c_raw,loss_b_cal,loss_c_cal,c_minus_b_loss,prob1_b_cal,prob1_c_cal,global_node_id,context_nodes,incoming,outgoing,center_context_cosine,raw_center_prediction,raw_context_prediction,episode_id
both_wrong_b_more_confident,original,1293,1,0,0,False,False,both_wrong,5.493128528786763,9.445151249236494,1.4725957452251905,0.7833817846646611,-0.6892139605605294,0.22932943114329835,0.4568583992063688,72406,94,1,15,0.8125659,0,0,53
both_wrong_b_more_confident,original,2299,1,0,0,False,False,both_wrong,5.049056708048597,1.8435652454541023,1.3975029181124963,0.7085700414385911,-0.6889328766739051,0.24721350621167965,0.49234773118244446,29725,49,7,0,0.7248783,0,0,95
both_wrong_b_more_confident,original,2706,1,0,0,False,False,both_wrong,4.970276625404597,2.138229485887367,1.3843476946716509,0.7117505506713221,-0.6725971440003288,0.2504871406083635,0.4907843022457119,34517,0,0,0,0.0,1,0,112
both_wrong_b_more_confident,original,830,1,0,0,False,False,both_wrong,4.809601384058526,2.172677754096918,1.3576732396712612,0.7121140095939283,-0.6455592300773328,0.2572586603632784,0.49060595472494783,80911,84,18,0,0.7967451,0,0,34
both_wrong_b_more_confident,original,1980,1,0,0,False,False,both_wrong,4.649003410429149,0.9279269780946503,1.331220829778662,0.6970449360150544,-0.6341758937636077,0.2641545765950766,0.4980549154669272,92369,7,1,0,0.6907439,1,0,82
both_wrong_c_more_confident,original,812,1,0,0,False,False,both_wrong,0.9046149892515718,24.50267934801478,0.7366658730829021,0.9425118917041171,0.205846018621215,0.4787073287141187,0.3896478518609709,119712,50,0,5,0.7188742,0,0,33
both_wrong_c_more_confident,original,2599,0,1,1,False,False,both_wrong,0.8988686855653152,24.38102650644974,0.7355530985631522,0.9411524946141494,0.2055993960509972,0.5207596814743285,0.6098221017929923,55028,68,4,7,0.6495499,0,1,108
both_wrong_c_more_confident,original,91,1,0,0,False,False,both_wrong,1.076909478869055,26.01770329475905,0.7687207513933131,0.9595400985070577,0.1908193471137446,0.4636057561504626,0.3830690194839363,85735,56,0,6,0.72949165,0,0,3
both_wrong_c_more_confident,original,2521,0,1,1,False,False,both_wrong,1.4940159129322337,27.631021115928547,0.8393768155744641,1.029346617915894,0.18996980234143002,0.5680203574496665,0.642759701257726,159086,96,0,17,0.66705257,0,1,105
both_wrong_c_more_confident,original,754,0,1,1,False,False,both_wrong,0.9043141260184371,22.853897094845323,0.7366076907249443,0.9241884256460766,0.18758073492113236,0.5212648181544524,0.6031466355711356,159833,59,0,6,0.73974735,0,0,31
both_wrong_c_more_confident,original,2689,0,1,1,False,False,both_wrong,0.9829528335617979,24.067476272618293,0.7515341452948345,0.9376542076395233,0.1861200623446888,0.5283575705860878,0.6084547572465642,73306,95,0,16,0.708808,1,1,112
both_wrong_c_more_confident,original,1433,1,0,0,False,False,both_wrong,1.0071576976748684,24.149879097971034,0.7560237874737683,0.938572817046396,0.18254902957262764,0.46952966998524975,0.3911857307610564,48204,95,1,14,0.7053562,0,0,59
both_wrong_c_more_confident,original,2520,0,1,1,False,False,both_wrong,0.9710724314051675,23.333450317456332,0.7493134230709383,0.9294954091171554,0.18018198604621716,0.527309019922395,0.6052471511858569,50768,75,0,8,0.7643221,0,1,105
both_wrong_c_more_confident,original,85,1,0,0,False,False,both_wrong,0.7859607251657135,19.794076445250962,0.7129642746146209,0.8907630609440164,0.1777987863293955,0.4901889869343859,0.410342516910202,63362,92,9,8,0.7555328,0,0,3
both_wrong_c_more_confident,original,2331,0,1,1,False,False,both_wrong,1.0053976578733816,23.507590532364627,0.7556988589892254,0.9314270985031241,0.1757282395138987,0.5303177416618254,0.6060089550528855,88755,68,1,7,0.79496366,1,1,97
both_wrong_c_more_confident,original,2697,0,1,1,False,False,both_wrong,1.0829302123137416,24.67247772218724,0.7698011650203322,0.9444112601168998,0.17461009509656755,0.53689485934145,0.6110915305588729,61211,40,0,4,0.7793885,1,1,112
both_wrong_c_more_confident,original,2526,0,1,1,False,False,both_wrong,0.7263990291098996,18.230279934582693,0.7003979063739776,0.8739731565259485,0.17357525015197095,0.5036122513593592,0.5827097084305377,9513,29,3,0,0.717245,0,1,105
