run_id,n_sources,sources,target,target_in_pretraining,seed,checkpoint_step,stop_reason,converged,final_step,roc_auc
ladder_r2,2,"ukr_rus_twitter,covid19_twitter",cp_hk_twitter,False,0,156000,validation_plateau,True,171000,0.5727081632653062
ladder_r2,2,"ukr_rus_twitter,covid19_twitter",facebook_page_reference,False,0,156000,validation_plateau,True,171000,0.7980811224489796
ladder_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",ukr_rus_twitter,True,0,274500,validation_plateau,True,294000,0.6765579081632653
ladder_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",covid19_twitter,True,0,274500,validation_plateau,True,294000,0.7566826530612245
ladder_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",midterm,True,0,274500,validation_plateau,True,294000,0.6920507653061224
ladder_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",covid_political,False,0,274500,validation_plateau,True,294000,0.6473474489795918
ladder_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",election2020,False,0,274500,validation_plateau,True,294000,0.6637903061224489
ladder_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",ukr_rus_suspended,False,0,274500,validation_plateau,True,294000,0.5458262755102041
ladder_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",twibot20,False,0,274500,validation_plateau,True,294000,0.6664510204081633
ladder_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",cp_hk_twitter,False,0,274500,validation_plateau,True,294000,0.5757908163265306
ladder_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",facebook_page_reference,False,0,274500,validation_plateau,True,294000,0.7982102040816327
ladder_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ukr_rus_twitter,True,0,264000,validation_plateau,True,288000,0.6717910714285714
ladder_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",covid19_twitter,True,0,264000,validation_plateau,True,288000,0.7568270408163266
ladder_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",midterm,True,0,264000,validation_plateau,True,288000,0.6963323979591837
ladder_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",covid_political,True,0,264000,validation_plateau,True,288000,0.7706561224489796
ladder_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",election2020,False,0,264000,validation_plateau,True,288000,0.6912875
ladder_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ukr_rus_suspended,False,0,264000,validation_plateau,True,288000,0.5526818877551021
ladder_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",twibot20,False,0,264000,validation_plateau,True,288000,0.6679647959183673
ladder_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",cp_hk_twitter,False,0,264000,validation_plateau,True,288000,0.5701693877551021
ladder_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",facebook_page_reference,False,0,264000,validation_plateau,True,288000,0.7753387755102041
ladder_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ukr_rus_twitter,True,0,500000,safety_cap,False,500000,0.6648303571428571
ladder_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",covid19_twitter,True,0,500000,safety_cap,False,500000,0.7491469387755102
ladder_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",midterm,True,0,500000,safety_cap,False,500000,0.6888456632653062
ladder_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",covid_political,True,0,500000,safety_cap,False,500000,0.7628994897959184
ladder_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",election2020,True,0,500000,safety_cap,False,500000,0.7556775510204081
ladder_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ukr_rus_suspended,False,0,500000,safety_cap,False,500000,0.5497313775510204
ladder_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",twibot20,False,0,500000,safety_cap,False,500000,0.6592581632653062
ladder_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",cp_hk_twitter,False,0,500000,safety_cap,False,500000,0.5633168367346939
ladder_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",facebook_page_reference,False,0,500000,safety_cap,False,500000,0.769575
ladder_r6,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",ukr_rus_twitter,True,0,528000,validation_plateau,True,528000,0.6612130102040816
ladder_r6,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",covid19_twitter,True,0,528000,validation_plateau,True,528000,0.7489397959183673
ladder_r6,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",midterm,True,0,528000,validation_plateau,True,528000,0.689002806122449
ladder_r6,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",covid_political,True,0,528000,validation_plateau,True,528000,0.7648234693877551
ladder_r6,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",election2020,True,0,528000,validation_plateau,True,528000,0.738720918367347
ladder_r6,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",ukr_rus_suspended,True,0,528000,validation_plateau,True,528000,0.5760783163265306
ladder_r6,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",twibot20,False,0,528000,validation_plateau,True,528000,0.6504198979591836
ladder_r6,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",cp_hk_twitter,False,0,528000,validation_plateau,True,528000,0.5742382653061224
ladder_r6,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",facebook_page_reference,False,0,528000,validation_plateau,True,528000,0.7640632653061225
ladder_r7,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",ukr_rus_twitter,True,0,647500,safety_cap,False,700000,0.6630655612244898
ladder_r7,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",covid19_twitter,True,0,647500,safety_cap,False,700000,0.7507566326530613
ladder_r7,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",midterm,True,0,647500,safety_cap,False,700000,0.6815742346938776
ladder_r7,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",covid_political,True,0,647500,safety_cap,False,700000,0.7744408163265306
ladder_r7,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",election2020,True,0,647500,safety_cap,False,700000,0.7542035714285714
ladder_r7,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",ukr_rus_suspended,True,0,647500,safety_cap,False,700000,0.5766415816326531
ladder_r7,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",twibot20,True,0,647500,safety_cap,False,700000,0.723920918367347
ladder_r7,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",cp_hk_twitter,False,0,647500,safety_cap,False,700000,0.567165306122449
ladder_r7,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",facebook_page_reference,False,0,647500,safety_cap,False,700000,0.7706938775510204
ladder_r8,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",ukr_rus_twitter,True,0,752000,safety_cap,False,800000,0.6588752551020408
ladder_r8,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",covid19_twitter,True,0,752000,safety_cap,False,800000,0.7340081632653062
ladder_r8,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",midterm,True,0,752000,safety_cap,False,800000,0.6762176020408164
ladder_r8,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",covid_political,True,0,752000,safety_cap,False,800000,0.756684693877551
ladder_r8,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",election2020,True,0,752000,safety_cap,False,800000,0.7446418367346939
ladder_r8,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",ukr_rus_suspended,True,0,752000,safety_cap,False,800000,0.5722364795918368
ladder_r8,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",twibot20,True,0,752000,safety_cap,False,800000,0.7270811224489796
ladder_r8,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",cp_hk_twitter,True,0,752000,safety_cap,False,800000,0.5701525510204082
ladder_r8,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",facebook_page_reference,False,0,752000,safety_cap,False,800000,0.7578086734693877
ladder_r9,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",ukr_rus_twitter,True,0,859500,safety_cap,False,900000,0.6459747448979591
ladder_r9,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",covid19_twitter,True,0,859500,safety_cap,False,900000,0.7394535714285714
ladder_r9,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",midterm,True,0,859500,safety_cap,False,900000,0.6762053571428571
ladder_r9,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",covid_political,True,0,859500,safety_cap,False,900000,0.7442198979591836
ladder_r9,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",election2020,True,0,859500,safety_cap,False,900000,0.7354132653061225
ladder_r9,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",ukr_rus_suspended,True,0,859500,safety_cap,False,900000,0.5786497448979592
ladder_r9,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",twibot20,True,0,859500,safety_cap,False,900000,0.7158989795918367
ladder_r9,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",cp_hk_twitter,True,0,859500,safety_cap,False,900000,0.574780612244898
ladder_r9,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",facebook_page_reference,True,0,859500,safety_cap,False,900000,0.8698836734693878
