condition,excluded,target,accuracy,roc_auc,run_dir
variable_way,covid_political,twibot20,0.729125,0.8143403645833333,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_covid_political_to_twibot20_pl_3shot_01_09_2026_00_38_19
variable_way,covid_political,ukr_rus_suspended,0.55225,0.5620008750000001,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_covid_political_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_40_48
variable_way,election2020,covid_political,0.8835416666666667,0.9416554704861111,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_election2020_to_covid_political_pl_3shot_01_09_2026_00_37_37
variable_way,election2020,election2020,0.9645,0.9840365,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_election2020_to_election2020_pl_3shot_01_09_2026_00_37_37
variable_way,election2020,facebook_page_reference,0.1144875,0.7250178187051006,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_election2020_to_facebook_page_reference_pl_3shot_01_09_2026_00_38_10
variable_way,election2020,twibot20,0.7299583333333334,0.8026197421874999,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_election2020_to_twibot20_pl_3shot_01_09_2026_00_38_11
variable_way,election2020,ukr_rus_suspended,0.5415,0.5593241250000001,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_election2020_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_40_40
variable_way,facebook_page_reference,covid_political,0.9053333333333333,0.9531758836805556,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_facebook_page_reference_to_covid_political_pl_3shot_01_09_2026_00_37_37
variable_way,facebook_page_reference,election2020,0.97925,0.9874240000000001,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_facebook_page_reference_to_election2020_pl_3shot_01_09_2026_00_37_37
variable_way,facebook_page_reference,facebook_page_reference,0.05155,0.5543050167923851,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_facebook_page_reference_to_facebook_page_reference_pl_3shot_01_09_2026_00_38_20
variable_way,facebook_page_reference,twibot20,0.7323958333333334,0.8095779192708332,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_facebook_page_reference_to_twibot20_pl_3shot_01_09_2026_00_38_20
variable_way,facebook_page_reference,ukr_rus_suspended,0.554,0.573333875,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_facebook_page_reference_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_40_50
variable_way,twibot20,covid_political,0.8951666666666667,0.9482496519097222,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_twibot20_to_covid_political_pl_3shot_01_09_2026_00_37_37
variable_way,twibot20,election2020,0.9795,0.9864835000000001,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_twibot20_to_election2020_pl_3shot_01_09_2026_00_37_37
variable_way,twibot20,facebook_page_reference,0.1196,0.7307435074892241,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_twibot20_to_facebook_page_reference_pl_3shot_01_09_2026_00_38_10
variable_way,twibot20,twibot20,0.6292083333333334,0.6676482100694444,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_twibot20_to_twibot20_pl_3shot_01_09_2026_00_38_11
variable_way,twibot20,ukr_rus_suspended,0.55025,0.579897375,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_twibot20_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_40_43
variable_way,ukr_rus_suspended,covid_political,0.8905208333333333,0.9459807942708334,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_ukr_rus_suspended_to_covid_political_pl_3shot_01_09_2026_00_37_37
variable_way,ukr_rus_suspended,election2020,0.9785,0.9888648750000001,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_ukr_rus_suspended_to_election2020_pl_3shot_01_09_2026_00_37_37
variable_way,ukr_rus_suspended,facebook_page_reference,0.14567916666666667,0.7482683294270834,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_ukr_rus_suspended_to_facebook_page_reference_pl_3shot_01_09_2026_00_38_20
variable_way,ukr_rus_suspended,twibot20,0.7345,0.8174770755208334,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_ukr_rus_suspended_to_twibot20_pl_3shot_01_09_2026_00_38_20
variable_way,ukr_rus_suspended,ukr_rus_suspended,0.50325,0.49824925,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_ukr_rus_suspended_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_40_47
