stream,occurrence_index,label,pred_b,pred_c,correct_b,correct_c,outcome,loss_b_raw,loss_c_raw,loss_b_cal,loss_c_cal,c_minus_b_loss,prob1_b_cal,prob1_c_cal,global_node_id,context_nodes,incoming,outgoing,center_context_cosine,raw_center_prediction,raw_context_prediction,episode_id
original,59,1,1,1,True,True,both_correct,0.0009377666901906825,0.0451030968141409,0.0022092706015465666,0.029388837994841998,0.027179567393295433,0.9977931680405449,0.9710388142635372,30832,93,12,0,0.787555,1,1,29
original,60,0,0,0,True,True,both_correct,0.001393011019342401,0.0538347343363164,0.0031250457090536126,0.036030523131216644,0.03290547742216303,0.003120167836226705,0.035389149909777415,2353,94,14,1,0.68253046,0,0,30
original,61,1,1,1,True,True,both_correct,0.003566855661337312,0.05838259050498892,0.007120416059294202,0.039559710161719795,0.03243929410242559,0.9929048740421861,0.9612125581197645,14638,92,11,0,0.8167469,0,1,30
original,62,0,0,0,True,True,both_correct,0.002526763821599123,0.1328743583276968,0.005265097439864625,0.10233674049228862,0.097071643052424,0.005251261108201262,0.09727448375351141,62274,96,15,1,0.80418235,0,0,31
original,63,1,1,1,True,True,both_correct,0.004202448606290869,0.35113561713983504,0.008219477016230912,0.31631962569732086,0.3081001486810899,0.9918142105238068,0.7288264612690787,9104,96,15,1,0.8634324,1,1,31
original,64,0,0,0,True,True,both_correct,0.0011760267234357203,0.10266465570253794,0.002694120123027436,0.07591216906127943,0.073218048938252,0.0026904942383292794,0.07310238672821266,3658,97,12,5,0.87841713,0,0,32
original,65,1,1,1,True,True,both_correct,0.002629359248207458,0.36025237819432293,0.005451856624223696,0.3258712222686577,0.320419365644434,0.9945629777755184,0.7218981458515831,15029,94,16,0,0.7348826,1,1,32
original,66,0,0,0,True,True,both_correct,0.004525208143288438,0.11751771872073473,0.00876938774697651,0.08876401999525335,0.07999463224827684,0.008731048817744036,0.08493851568844696,28619,94,13,1,0.7535492,1,0,33
original,67,1,1,0,True,False,b_only,0.002557070576867509,1.0078291486824429,0.005320363424334421,1.0583975584867704,1.053077195062436,0.9946937646425609,0.3470114305585955,62437,95,14,0,0.66766965,1,1,33
original,68,0,0,0,True,True,both_correct,0.004090793692869095,0.39747335734943484,0.00802801654750124,0.3652359268011635,0.3572079102536623,0.007995878082871432,0.3059671093987625,69304,94,13,0,0.65135396,1,0,34
original,69,1,1,1,True,True,both_correct,0.009069350053673717,0.3802130812228533,0.01610778388694163,0.3469102035781589,0.33080241969121726,0.9840212527037625,0.7068687996968767,46322,98,17,0,0.6995339,1,1,34
original,70,0,0,0,True,True,both_correct,0.004956336151508753,0.058438701613268584,0.009496291098704857,0.03960353303309544,0.030107241934390582,0.00945134371671829,0.03882956405157077,50220,92,11,0,0.63268685,0,0,35
original,71,1,1,1,True,True,both_correct,0.002404080330078944,0.012879647262081382,0.005040516795743408,0.0069750023552628574,0.0019344855595194495,0.9949721652920013,0.9930492665157391,76158,98,17,0,0.7609842,1,1,35
original,72,0,0,0,True,True,both_correct,0.021229237656904997,0.2619760741828722,0.03383883622714505,0.22508305483767113,0.1912442186105261,0.033272706498648566,0.2015500991215013,32605,86,1,17,0.7550866,1,0,36
original,73,1,1,1,True,True,both_correct,0.006821265114482624,0.03971061017395836,0.012557008223872195,0.025384429291620908,0.012827421067748713,0.9875215020422923,0.9749350463890235,46034,91,10,0,0.81677467,1,1,36
original,74,0,0,0,True,True,both_correct,0.0015842125910528345,0.42746655640332537,0.003497837569613181,0.39735425755753423,0.39385641998792104,0.0034917272621452582,0.327904111593664,55402,94,14,0,0.69977486,0,0,37
original,75,1,1,1,True,True,both_correct,0.016689833107719113,0.015281648664495044,0.027435663905631836,0.008484209040700996,-0.018951454864930842,0.9729372755243112,0.9915516802915698,67648,89,0,18,0.76481616,0,1,37
original,76,0,0,0,True,True,both_correct,0.007639813926327757,0.10746296678941322,0.013865044526176321,0.0800325619698795,0.06616751744370318,0.013769367495524482,0.07691371161065402,61039,89,10,0,0.7495578,0,0,38
original,77,1,1,1,True,True,both_correct,0.0050667885587998935,0.07573509907476308,0.009681205710401567,0.053408907355517767,0.0437277016451162,0.9903655062972145,0.9479922921956091,69640,96,15,0,0.80883026,1,1,38
original,78,0,0,0,True,True,both_correct,0.0005293534083977067,0.19058556708453323,0.0013383202311886395,0.15552229456062455,0.15418397432943592,0.001337425080045507,0.1440320067141197,21825,91,13,0,0.77978206,1,0,39
original,79,1,1,0,True,False,b_only,0.004459402044012576,0.7396837352867487,0.008657682562174732,0.7464506681664647,0.73779298560429,0.9913796872484172,0.4740461172864812,21732,98,5,13,0.86827207,1,1,39
original,80,0,0,0,True,True,both_correct,0.0064192094535174575,0.13357165294374151,0.011907288454390073,0.10295945872895496,0.09105217027456489,0.011836677235814452,0.09783645240295896,45798,80,8,0,0.82203895,0,0,40
original,81,1,1,1,True,True,both_correct,0.02080155966205281,0.01576795870686768,0.03324392514424155,0.008794263950574572,-0.024449661193666976,0.9673025813880034,0.9912442924807146,48504,97,16,0,0.7844872,1,1,40
original,82,0,0,0,True,True,both_correct,0.031110227274401808,0.5007653799279678,0.04719954979097315,0.4771418571806121,0.42994230738963896,0.046102971355714714,0.37944550706149405,19781,79,7,1,0.6528247,0,0,41
original,83,1,1,1,True,True,both_correct,0.0037364324947374247,0.03898726772064727,0.007415898683187623,0.024853450953504587,0.017437552270316965,0.9926115312457114,0.9754528532396712,48454,92,11,0,0.85294014,1,1,41
original,84,0,0,0,True,True,both_correct,0.01778138126094047,0.35773488811920884,0.028994326259590267,0.323229957007061,0.2942356307474707,0.028578023952910342,0.2761926093523425,49775,93,12,0,0.7491919,0,0,42
original,85,1,1,1,True,True,both_correct,0.008855640988754868,0.13023339489532626,0.015775571079042743,0.09998315755811214,0.0842075864790694,0.9843482114740939,0.9048526578359282,62840,93,7,9,0.8403059,1,1,42
original,86,0,0,0,True,True,both_correct,0.004626779336618803,0.352654241958979,0.008941402175238113,0.31790809919591684,0.30896669702067875,0.008901546715165675,0.2723303412314236,23648,60,6,0,0.80681306,0,0,43
original,87,1,1,1,True,True,both_correct,0.0037108551937568663,0.02904666991540713,0.007371441016251147,0.017721814767031486,0.010350373750780338,0.9926556614195199,0.9824342930606837,56755,95,14,0,0.76837456,1,1,43
original,88,0,0,0,True,True,both_correct,0.002899885313798663,0.21897757514712546,0.005940036750985248,0.18274933212266167,0.17680929537167642,0.005922429612284176,0.16702306987157198,53823,95,16,0,0.84260964,0,0,44
original,89,1,1,1,True,True,both_correct,0.00395428671578273,0.019612825678518752,0.007793041268655985,0.011293164916640586,0.003500123647984601,0.9922372457503879,0.9887703634997592,6626,98,17,0,0.79959774,1,1,44
original,90,0,0,0,True,True,both_correct,0.004546178477601722,0.15401993841021336,0.008804941403875773,0.12145145735070526,0.11264651594682948,0.008766291427423889,0.11436595667179601,9175,95,17,0,0.7849644,0,0,45
original,91,1,1,1,True,True,both_correct,0.0016783403634577938,0.01431002131584073,0.0036792673532179635,0.007869148546849843,0.004189881193631879,0.9963274928574947,0.992161732147895,9567,99,18,0,0.82608455,1,1,45
original,92,0,0,0,True,True,both_correct,0.026794018786380856,0.08844273766253379,0.0414461403785348,0.06388924615549386,0.022443105776959064,0.04059899307497984,0.061891107056215235,52951,50,5,0,0.8414023,0,0,46
original,93,1,1,1,True,True,both_correct,0.0017582425937490574,0.5134024484641606,0.003832282154541465,0.4910629276896445,0.48723064553510304,0.9961750516672986,0.6119755625813731,29117,91,3,12,0.75380456,1,1,46
original,94,0,0,0,True,True,both_correct,0.004587816750086751,0.39993902790182856,0.008875474681330296,0.3678634595277555,0.3589879848464252,0.008836203924005148,0.3077883098524654,75636,70,7,0,0.79755884,0,0,47
original,95,1,1,1,True,True,both_correct,0.0018001861796163637,0.12167727244128161,0.003912256196732254,0.09241296100107634,0.08850070480434408,0.996095386707294,0.9117285634524841,1245,96,15,0,0.7334047,1,1,47
original,96,0,0,0,True,True,both_correct,0.003189126519790726,0.6574551576630001,0.006455709484465967,0.6525004619031518,0.6460447524186859,0.006434916161271421,0.4792579481789297,48991,94,15,0,0.78965193,0,0,48
original,97,1,1,1,True,True,both_correct,0.0016661997818183838,0.01968420820917651,0.0036559392933123167,0.011340304184735051,0.007684364891422734,0.9963507355160357,0.9887237546870716,36980,96,2,16,0.7675346,1,1,48
original,98,0,0,0,True,True,both_correct,0.003484625434435418,0.32188722248410323,0.006976499287327897,0.2859361106666425,0.2789596113793146,0.006952220010437595,0.24868938485210262,18463,93,18,0,0.8747584,0,0,49
original,99,1,1,1,True,True,both_correct,0.0023327791192383537,0.05086929376432403,0.004909338787920744,0.033754337520826405,0.02884499873290566,0.9951026923194338,0.966808984158344,55262,95,15,0,0.73664093,0,1,49
original,100,0,0,0,True,True,both_correct,0.04755084237052374,0.10268317432478313,0.06824420600013953,0.07592801155241324,0.007683805552273715,0.06596765058034938,0.07311707097911478,61416,89,8,1,0.67818534,0,0,50
original,101,1,1,1,True,True,both_correct,0.0029311473208021386,0.018387341214018593,0.005996072945196506,0.01048795959481279,0.004491886649616285,0.9940218676246205,0.9895668472819712,2596,97,13,3,0.83262813,1,1,50
original,102,0,0,0,True,True,both_correct,0.01036110564893576,0.507176973766855,0.018095300173552337,0.48419930305520775,0.46610400288165543,0.01793256329862733,0.38380961895212307,40820,86,5,7,0.84837365,0,0,51
original,103,1,1,1,True,True,both_correct,0.0010293450532517455,0.36873740218540396,0.0023972540026486406,0.33479382680464836,0.33239657280199975,0.9976056171160028,0.7154855850962011,72721,84,5,9,0.7655483,0,1,51
original,104,0,0,0,True,True,both_correct,0.012675796849269587,0.07930604082058328,0.021579719800418923,0.05632713508796995,0.03474741528755103,0.02134854353950948,0.05477013254896505,78737,93,12,0,0.7834097,1,0,52
original,105,1,1,1,True,True,both_correct,0.008285099639771325,0.10174220439130477,0.014883527518708105,0.07512361610365034,0.06024008858494224,0.9852266847172129,0.9276288093816907,23889,78,7,1,0.70476615,0,1,52
original,106,0,1,1,False,False,both_wrong,5.158429599836125,3.1386334174139106,4.529688286759429,3.561935206188765,-0.967753080570664,0.9892159629239753,0.9716161570577121,24357,95,14,2,0.7721264,1,1,53
original,107,1,1,1,True,True,both_correct,0.0038276308508496536,0.06841438728613,0.007574106855660846,0.04749639842806508,0.039922291572404234,0.992454504411169,0.953613907635528,50935,99,17,1,0.7167411,1,1,53
original,108,0,0,0,True,True,both_correct,0.002438490109681034,0.38255452051561767,0.00510364806617823,0.3493891109148665,0.3442854628486883,0.0050906465821232705,0.294881292502395,56495,93,13,0,0.8147212,0,0,54
original,109,1,1,1,True,True,both_correct,0.016656379419286896,0.13999205602740145,0.027387686622492496,0.10871823567920658,0.08133054905671408,0.9729839555312368,0.8969831197348218,37150,86,4,8,0.6703731,0,1,54
original,110,0,0,0,True,True,both_correct,0.000911413455700873,0.006745170905702159,0.0021547610907109486,0.0033270990710162966,0.001172337980305348,0.002152441259558441,0.0033215704100691946,43809,87,3,13,0.7545438,0,0,55
original,111,1,1,0,True,False,b_only,0.008359537574007434,1.2269148405705819,0.015000347940712984,1.3166975171498627,1.3016971692091497,0.9851115968425717,0.26801897006549513,70803,90,2,16,0.817652,1,1,55
original,112,0,0,0,True,True,both_correct,0.012392121394846243,0.060505553694483946,0.021157443739230022,0.041222363283914126,0.020064919544684104,0.020935195189784213,0.04038427708170955,29604,93,12,0,0.7407535,1,0,56
original,113,1,1,1,True,True,both_correct,0.05611724368606252,0.13602925779254876,0.07879196585418317,0.10515850257557618,0.02636653672139301,0.924232176298251,0.9001818301394402,26000,91,11,0,0.56421554,0,1,56
original,114,0,0,0,True,True,both_correct,0.007919084808289326,0.03744126028694353,0.014307130878239475,0.023723726766158002,0.009416595887918527,0.014205270237715187,0.02344453137003996,58773,97,15,1,0.8590616,0,0,57
original,115,1,1,0,True,False,b_only,0.0014145762978351364,1.2145648872419952,0.003167396412523833,1.3020955532593474,1.2989281568468236,0.9968376144955863,0.2719612861194308,32839,97,16,0,0.7504118,0,1,57
original,116,0,0,0,True,True,both_correct,0.004370309107283585,0.15964511385189387,0.00850611523793625,0.1266128798656069,0.11810676462767065,0.008470040597195591,0.11892531166237198,44700,94,13,0,0.7339146,0,0,58
original,117,1,1,1,True,True,both_correct,0.005460396865513536,0.062187379493776535,0.010336101383728468,0.04254615054151459,0.03221004915778612,0.9897171325438845,0.9583462363025897,10147,92,13,1,0.7172669,0,1,58
original,118,0,0,0,True,True,both_correct,0.003593617310116551,0.15893888692501643,0.00716716297747389,0.12596319367479938,0.1187960306973255,0.007141540115853155,0.11835270361665996,8062,97,16,2,0.82008123,0,0,59
original,119,1,1,1,True,True,both_correct,0.00446190632112082,0.03566437870289982,0.008661937342928508,0.022434193592575546,0.013772256249647037,0.9913754691541777,0.977815581606725,51179,99,18,0,0.81760204,1,1,59
original,120,0,0,0,True,True,both_correct,0.0064929898789575675,0.17495739491497547,0.012026896852063013,0.14081385399947707,0.12878695714741406,0.01195486279935558,0.13134900744280692,41496,91,11,0,0.7444862,1,0,60
original,121,1,1,1,True,True,both_correct,0.0029694455538947983,0.14172003606587932,0.006064619283251749,0.1102757289069701,0.10421110962371835,0.9939537334008505,0.8955871619799824,17369,94,14,0,0.81811523,1,1,60
original,122,0,0,0,True,True,both_correct,0.0019353522260690743,0.024331580367168943,0.00416842782860984,0.014461343852511042,0.010292916023901203,0.004159751992380751,0.014357280853707289,33684,93,14,0,0.7526125,0,0,61
original,123,1,1,1,True,True,both_correct,0.004642420429983048,0.06284908609661642,0.008967848247809817,0.04306856306045646,0.03410071481264665,0.9910722429697946,0.9578457149819497,38508,95,14,0,0.83956254,1,1,61
original,124,0,0,0,True,True,both_correct,0.0016615337536296886,0.12100457439676572,0.003646967916710744,0.09182142481429612,0.08817445689758537,0.003640325806192789,0.08773195656447769,48208,88,7,2,0.7974952,1,0,62
original,125,1,1,1,True,True,both_correct,0.0022227686526956505,0.1357403866232826,0.004705952180713385,0.10489967908381306,0.10019372690309968,0.9953051034630077,0.9004148484979504,66120,93,12,2,0.79733336,1,1,62
original,126,0,0,0,True,True,both_correct,0.0020072617287363987,0.06379810989479119,0.004303795497522298,0.04381934132054469,0.03951554582302239,0.004294547441684135,0.042873144871435766,9838,96,15,1,0.7316195,0,0,63
original,127,1,1,1,True,True,both_correct,0.010688605796969492,0.065443471033898,0.01859397182773073,0.045125214801466425,0.026531242973735696,0.9815778295949369,0.9558777842923181,1899,99,14,4,0.7783925,1,1,63
original,128,0,0,0,True,True,both_correct,0.002432514179856477,0.012097513771228797,0.0050926921336478465,0.006492152573985206,0.0013994604403373594,0.005079746362662549,0.006471124082796609,62084,88,8,5,0.8305726,1,0,64
original,129,1,1,1,True,True,both_correct,0.008238483111605034,0.16890178553129395,0.014810300590860677,0.13517198613846504,0.12036168554760436,0.9852988324821154,0.8735656575834497,17395,93,2,16,0.7760562,1,1,64
original,130,0,0,0,True,True,both_correct,0.018347767779342737,0.16174358956374185,0.029798093003370118,0.12854616295396515,0.09874806995059503,0.02935850692628633,0.12062703297237354,48105,88,7,3,0.7591354,0,0,65
original,131,1,1,1,True,True,both_correct,0.0009840411212344955,0.1747144716694662,0.0023045299219342187,0.14058689554623044,0.13828236562429622,0.9976981234684824,0.8688481626167346,78828,86,3,13,0.7435882,0,1,65
