model,order,rung,added,target,roc_auc,training_seeds,checkpoint_step,objective
PRODIGY,B,7,covid,twibot20,0.6201431839554398,3,2500,neighbor matching
PRODIGY,B,7,covid,ukr_rus_suspended,0.4870402018229167,3,2500,neighbor matching
PRODIGY,B,8,midterm,covid_political,0.9312390927915221,3,2500,neighbor matching
PRODIGY,B,8,midterm,election2020,0.9888102213541666,3,2500,neighbor matching
PRODIGY,B,8,midterm,facebook_page_reference,0.776947021484375,3,2500,neighbor matching
PRODIGY,B,8,midterm,twibot20,0.6394769880506727,3,2500,neighbor matching
PRODIGY,B,8,midterm,ukr_rus_suspended,0.4764200846354167,3,2500,neighbor matching
PRODIGY,B,9,twibot20,covid_political,0.9268093344605998,3,2500,neighbor matching
PRODIGY,B,9,twibot20,election2020,0.9915771484375,3,2500,neighbor matching
PRODIGY,B,9,twibot20,facebook_page_reference,0.7801094055175781,3,2500,neighbor matching
PRODIGY,B,9,twibot20,twibot20,0.6229678259955512,3,2500,neighbor matching
PRODIGY,B,9,twibot20,ukr_rus_suspended,0.48443603515625,3,2500,neighbor matching
PRODIGY,C,1,twibot20,covid_political,0.9139075573579764,3,2500,neighbor matching
PRODIGY,C,1,twibot20,election2020,0.9879964192708334,3,2500,neighbor matching
PRODIGY,C,1,twibot20,facebook_page_reference,0.7841326395670573,3,2500,neighbor matching
PRODIGY,C,1,twibot20,twibot20,0.616649486400463,3,2500,neighbor matching
PRODIGY,C,1,twibot20,ukr_rus_suspended,0.5106404622395834,3,2500,neighbor matching
PRODIGY,C,2,midterm,covid_political,0.8961635636694639,3,2500,neighbor matching
PRODIGY,C,2,midterm,election2020,0.9866536458333334,3,2500,neighbor matching
PRODIGY,C,2,midterm,facebook_page_reference,0.7804730733235677,3,2500,neighbor matching
PRODIGY,C,2,midterm,twibot20,0.6010061899820963,3,2500,neighbor matching
PRODIGY,C,2,midterm,ukr_rus_suspended,0.5211385091145834,3,2500,neighbor matching
PRODIGY,C,3,covid,covid_political,0.935012252242477,3,2500,neighbor matching
PRODIGY,C,3,covid,election2020,0.9866739908854166,3,2500,neighbor matching
PRODIGY,C,3,covid,facebook_page_reference,0.7768160502115885,3,2500,neighbor matching
PRODIGY,C,3,covid,twibot20,0.6087350492124205,3,2500,neighbor matching
PRODIGY,C,3,covid,ukr_rus_suspended,0.4950968424479167,3,2500,neighbor matching
PRODIGY,C,4,covid_political,covid_political,0.9241435674973474,3,2500,neighbor matching
PRODIGY,C,4,covid_political,election2020,0.98504638671875,3,2500,neighbor matching
PRODIGY,C,4,covid_political,facebook_page_reference,0.7714010874430338,3,2500,neighbor matching
PRODIGY,C,4,covid_political,twibot20,0.5929417080349392,3,2500,neighbor matching
PRODIGY,C,4,covid_political,ukr_rus_suspended,0.5016886393229166,3,2500,neighbor matching
PRODIGY,C,5,cp_hk,covid_political,0.9283808955439815,3,2500,neighbor matching
PRODIGY,C,5,cp_hk,election2020,0.98681640625,3,2500,neighbor matching
PRODIGY,C,5,cp_hk,facebook_page_reference,0.7791589101155599,3,2500,neighbor matching
PRODIGY,C,5,cp_hk,twibot20,0.6031640370686849,3,2500,neighbor matching
PRODIGY,C,5,cp_hk,ukr_rus_suspended,0.4995524088541667,3,2500,neighbor matching
PRODIGY,C,6,facebook_page_reference,covid_political,0.9159868028428818,3,2500,neighbor matching
PRODIGY,C,6,facebook_page_reference,election2020,0.9839070638020834,3,2500,neighbor matching
PRODIGY,C,6,facebook_page_reference,facebook_page_reference,0.7738215128580729,3,2500,neighbor matching
PRODIGY,C,6,facebook_page_reference,twibot20,0.6031845940483941,3,2500,neighbor matching
PRODIGY,C,6,facebook_page_reference,ukr_rus_suspended,0.491455078125,3,2500,neighbor matching
PRODIGY,C,7,ukr_rus,covid_political,0.9217774191020448,3,2500,neighbor matching
PRODIGY,C,7,ukr_rus,election2020,0.98675537109375,3,2500,neighbor matching
PRODIGY,C,7,ukr_rus,facebook_page_reference,0.7735137939453125,3,2500,neighbor matching
PRODIGY,C,7,ukr_rus,twibot20,0.6003966861300998,3,2500,neighbor matching
PRODIGY,C,7,ukr_rus,ukr_rus_suspended,0.4959309895833333,3,2500,neighbor matching
PRODIGY,C,8,election2020,covid_political,0.9257262430073302,3,2500,neighbor matching
PRODIGY,C,8,election2020,election2020,0.9912007649739584,3,2500,neighbor matching
PRODIGY,C,8,election2020,facebook_page_reference,0.7685578664143881,3,2500,neighbor matching
PRODIGY,C,8,election2020,twibot20,0.5978943860089337,3,2500,neighbor matching
PRODIGY,C,8,election2020,ukr_rus_suspended,0.4803059895833333,3,2500,neighbor matching
PRODIGY,C,9,ukr_rus_suspended,covid_political,0.9268093344605998,3,2500,neighbor matching
PRODIGY,C,9,ukr_rus_suspended,election2020,0.9915771484375,3,2500,neighbor matching
PRODIGY,C,9,ukr_rus_suspended,facebook_page_reference,0.7801094055175781,3,2500,neighbor matching
PRODIGY,C,9,ukr_rus_suspended,twibot20,0.6229678259955512,3,2500,neighbor matching
PRODIGY,C,9,ukr_rus_suspended,ukr_rus_suspended,0.48443603515625,3,2500,neighbor matching
VISION,A,1,ukr_rus,covid_political,0.8877462074871543,1,2500,feature similarity
VISION,A,1,ukr_rus,election2020,0.95953369140625,1,2500,feature similarity
VISION,A,1,ukr_rus,facebook_page_reference,0.8796062469482422,1,2500,feature similarity
VISION,A,1,ukr_rus,twibot20,0.5852430131700304,1,2500,feature similarity
VISION,A,1,ukr_rus,ukr_rus_suspended,0.48284912109375,1,2500,feature similarity
VISION,A,3,midterm,covid_political,0.9093885507571432,1,2500,feature similarity
VISION,A,3,midterm,election2020,0.97064208984375,1,2500,feature similarity
VISION,A,3,midterm,facebook_page_reference,0.8781623840332031,1,2500,feature similarity
VISION,A,3,midterm,twibot20,0.5801160600450304,1,2500,feature similarity
VISION,A,3,midterm,ukr_rus_suspended,0.510223388671875,1,2500,feature similarity
VISION,A,5,election2020,covid_political,0.8265460606802055,1,2500,feature similarity
VISION,A,5,election2020,election2020,0.91455078125,1,2500,feature similarity
VISION,A,5,election2020,facebook_page_reference,0.8930931091308594,1,2500,feature similarity
VISION,A,5,election2020,twibot20,0.577782948811849,1,2500,feature similarity
VISION,A,5,election2020,ukr_rus_suspended,0.5390625,1,2500,feature similarity
VISION,A,7,twibot20,covid_political,0.827070674632303,1,2500,feature similarity
VISION,A,7,twibot20,election2020,0.9349365234375,1,2500,feature similarity
VISION,A,7,twibot20,facebook_page_reference,0.8875923156738281,1,2500,feature similarity
VISION,A,7,twibot20,twibot20,0.5798348320855035,1,2500,feature similarity
VISION,A,7,twibot20,ukr_rus_suspended,0.55657958984375,1,2500,feature similarity
VISION,A,9,facebook_page_reference,covid_political,0.8363852272109398,1,2500,feature similarity
VISION,A,9,facebook_page_reference,election2020,0.9468994140625,1,2500,feature similarity
VISION,A,9,facebook_page_reference,facebook_page_reference,0.8885040283203125,1,2500,feature similarity
VISION,A,9,facebook_page_reference,twibot20,0.5838883717854817,1,2500,feature similarity
VISION,A,9,facebook_page_reference,ukr_rus_suspended,0.534912109375,1,2500,feature similarity
VISION,B,1,ukr_rus_suspended,covid_political,0.9035702209580512,1,2500,feature similarity
VISION,B,1,ukr_rus_suspended,election2020,0.941162109375,1,2500,feature similarity
VISION,B,1,ukr_rus_suspended,facebook_page_reference,0.8466262817382812,1,2500,feature similarity
VISION,B,1,ukr_rus_suspended,twibot20,0.5972798665364583,1,2500,feature similarity
VISION,B,1,ukr_rus_suspended,ukr_rus_suspended,0.53729248046875,1,2500,feature similarity
VISION,B,3,ukr_rus,covid_political,0.8666955947720415,1,2500,feature similarity
VISION,B,3,ukr_rus,election2020,0.92095947265625,1,2500,feature similarity
VISION,B,3,ukr_rus,facebook_page_reference,0.8671226501464844,1,2500,feature similarity
VISION,B,3,ukr_rus,twibot20,0.5815836588541666,1,2500,feature similarity
VISION,B,3,ukr_rus,ukr_rus_suspended,0.5611572265625,1,2500,feature similarity
VISION,B,5,cp_hk,covid_political,0.8774508179729766,1,2500,feature similarity
VISION,B,5,cp_hk,election2020,0.93927001953125,1,2500,feature similarity
VISION,B,5,cp_hk,facebook_page_reference,0.8865432739257812,1,2500,feature similarity
VISION,B,5,cp_hk,twibot20,0.5857563018798828,1,2500,feature similarity
VISION,B,5,cp_hk,ukr_rus_suspended,0.55108642578125,1,2500,feature similarity
VISION,B,7,covid,covid_political,0.8379110679525867,1,2500,feature similarity
VISION,B,7,covid,election2020,0.92529296875,1,2500,feature similarity
VISION,B,7,covid,facebook_page_reference,0.8884353637695312,1,2500,feature similarity
VISION,B,7,covid,twibot20,0.5819339752197266,1,2500,feature similarity
VISION,B,7,covid,ukr_rus_suspended,0.5665283203125,1,2500,feature similarity
VISION,B,9,twibot20,covid_political,0.8363852272109398,1,2500,feature similarity
VISION,B,9,twibot20,election2020,0.9468994140625,1,2500,feature similarity
VISION,B,9,twibot20,facebook_page_reference,0.8885040283203125,1,2500,feature similarity
VISION,B,9,twibot20,twibot20,0.5838883717854817,1,2500,feature similarity
VISION,B,9,twibot20,ukr_rus_suspended,0.534912109375,1,2500,feature similarity
VISION,C,1,twibot20,covid_political,0.8817770777261236,1,2500,feature similarity
VISION,C,1,twibot20,election2020,0.9840087890625,1,2500,feature similarity
VISION,C,1,twibot20,facebook_page_reference,0.8711585998535156,1,2500,feature similarity
VISION,C,1,twibot20,twibot20,0.5856535169813368,1,2500,feature similarity
VISION,C,1,twibot20,ukr_rus_suspended,0.531494140625,1,2500,feature similarity
VISION,C,3,covid,covid_political,0.903806615827964,1,2500,feature similarity
VISION,C,3,covid,election2020,0.9820556640625,1,2500,feature similarity
VISION,C,3,covid,facebook_page_reference,0.8881683349609375,1,2500,feature similarity
VISION,C,3,covid,twibot20,0.5753909216986761,1,2500,feature similarity
VISION,C,3,covid,ukr_rus_suspended,0.52191162109375,1,2500,feature similarity
VISION,C,5,cp_hk,covid_political,0.8350828252861375,1,2500,feature similarity
VISION,C,5,cp_hk,election2020,0.96380615234375,1,2500,feature similarity
VISION,C,5,cp_hk,facebook_page_reference,0.8942527770996094,1,2500,feature similarity
VISION,C,5,cp_hk,twibot20,0.5806034935845269,1,2500,feature similarity
VISION,C,5,cp_hk,ukr_rus_suspended,0.545257568359375,1,2500,feature similarity
VISION,C,7,ukr_rus,covid_political,0.850427252399206,1,2500,feature similarity
VISION,C,7,ukr_rus,election2020,0.97357177734375,1,2500,feature similarity
VISION,C,7,ukr_rus,facebook_page_reference,0.8917636871337891,1,2500,feature similarity
VISION,C,7,ukr_rus,twibot20,0.5800823635525174,1,2500,feature similarity
VISION,C,7,ukr_rus,ukr_rus_suspended,0.54010009765625,1,2500,feature similarity
VISION,C,9,ukr_rus_suspended,covid_political,0.8363852272109398,1,2500,feature similarity
VISION,C,9,ukr_rus_suspended,election2020,0.9468994140625,1,2500,feature similarity
VISION,C,9,ukr_rus_suspended,facebook_page_reference,0.8885040283203125,1,2500,feature similarity
VISION,C,9,ukr_rus_suspended,twibot20,0.5838883717854817,1,2500,feature similarity
VISION,C,9,ukr_rus_suspended,ukr_rus_suspended,0.534912109375,1,2500,feature similarity
SAMGPT,A,1,ukr_rus,covid_political,0.7298267505787037,3,500,GraphCL
SAMGPT,A,1,ukr_rus,election2020,0.6558159722222222,3,500,GraphCL
SAMGPT,A,1,ukr_rus,ukr_rus_suspended,0.5230396412037037,3,500,GraphCL
SAMGPT,A,1,ukr_rus,twibot20,0.6821469907407408,3,500,GraphCL
SAMGPT,A,1,ukr_rus,facebook_page_reference,0.7270908373576522,3,500,GraphCL
SAMGPT,A,2,covid,covid_political,0.7235062210648149,3,500,GraphCL
SAMGPT,A,2,covid,election2020,0.6581127025462964,3,500,GraphCL
SAMGPT,A,2,covid,ukr_rus_suspended,0.5162850839120371,3,500,GraphCL
SAMGPT,A,2,covid,twibot20,0.6762785734953703,3,500,GraphCL
SAMGPT,A,2,covid,facebook_page_reference,0.7294842469534908,3,500,GraphCL
SAMGPT,A,3,midterm,covid_political,0.7281991464120371,3,500,GraphCL
SAMGPT,A,3,midterm,election2020,0.6504991319444444,3,500,GraphCL
SAMGPT,A,3,midterm,ukr_rus_suspended,0.5175419560185185,3,500,GraphCL
SAMGPT,A,3,midterm,twibot20,0.6863697193287037,3,500,GraphCL
SAMGPT,A,3,midterm,facebook_page_reference,0.7308667750904639,3,500,GraphCL
SAMGPT,A,4,covid_political,covid_political,0.7169867621527777,3,500,GraphCL
SAMGPT,A,4,covid_political,election2020,0.629177517361111,3,500,GraphCL
SAMGPT,A,4,covid_political,ukr_rus_suspended,0.5162217881944445,3,500,GraphCL
SAMGPT,A,4,covid_political,twibot20,0.6911168981481483,3,500,GraphCL
SAMGPT,A,4,covid_political,facebook_page_reference,0.7263521274844349,3,500,GraphCL
SAMGPT,A,5,election2020,covid_political,0.7160554108796298,3,500,GraphCL
SAMGPT,A,5,election2020,election2020,0.6311306423611112,3,500,GraphCL
SAMGPT,A,5,election2020,ukr_rus_suspended,0.5154803240740741,3,500,GraphCL
SAMGPT,A,5,election2020,twibot20,0.6900679976851851,3,500,GraphCL
SAMGPT,A,5,election2020,facebook_page_reference,0.7283602023134844,3,500,GraphCL
SAMGPT,A,6,ukr_rus_suspended,covid_political,0.7396827980324074,3,500,GraphCL
SAMGPT,A,6,ukr_rus_suspended,election2020,0.6821922019675926,3,500,GraphCL
SAMGPT,A,6,ukr_rus_suspended,ukr_rus_suspended,0.5253996672453703,3,500,GraphCL
SAMGPT,A,6,ukr_rus_suspended,twibot20,0.6955475983796298,3,500,GraphCL
SAMGPT,A,6,ukr_rus_suspended,facebook_page_reference,0.7301000342565986,3,500,GraphCL
SAMGPT,A,7,twibot20,covid_political,0.741427951388889,3,500,GraphCL
SAMGPT,A,7,twibot20,election2020,0.6834852430555557,3,500,GraphCL
SAMGPT,A,7,twibot20,ukr_rus_suspended,0.527072482638889,3,500,GraphCL
SAMGPT,A,7,twibot20,twibot20,0.691306785300926,3,500,GraphCL
SAMGPT,A,7,twibot20,facebook_page_reference,0.7298778964286665,3,500,GraphCL
SAMGPT,A,8,cp_hk,covid_political,0.742214626736111,3,500,GraphCL
SAMGPT,A,8,cp_hk,election2020,0.68310546875,3,500,GraphCL
SAMGPT,A,8,cp_hk,ukr_rus_suspended,0.5250108506944445,3,500,GraphCL
SAMGPT,A,8,cp_hk,twibot20,0.7049334490740741,3,500,GraphCL
SAMGPT,A,8,cp_hk,facebook_page_reference,0.7321526239556727,3,500,GraphCL
SAMGPT,A,9,facebook_page_reference,covid_political,0.7591688368055555,3,500,GraphCL
SAMGPT,A,9,facebook_page_reference,election2020,0.716796875,3,500,GraphCL
SAMGPT,A,9,facebook_page_reference,ukr_rus_suspended,0.5232837818287037,3,500,GraphCL
SAMGPT,A,9,facebook_page_reference,twibot20,0.6983416521990741,3,500,GraphCL
SAMGPT,A,9,facebook_page_reference,facebook_page_reference,0.7299792319371274,3,500,GraphCL
SAMGPT,B,1,ukr_rus_suspended,covid_political,0.7981951678240741,3,500,GraphCL
SAMGPT,B,1,ukr_rus_suspended,election2020,0.7681929976851851,3,500,GraphCL
SAMGPT,B,1,ukr_rus_suspended,ukr_rus_suspended,0.5287181712962963,3,500,GraphCL
SAMGPT,B,1,ukr_rus_suspended,twibot20,0.6872920283564814,3,500,GraphCL
SAMGPT,B,1,ukr_rus_suspended,facebook_page_reference,0.7088080304285068,3,500,GraphCL
SAMGPT,B,2,election2020,covid_political,0.7810962818287037,3,500,GraphCL
SAMGPT,B,2,election2020,election2020,0.751925998263889,3,500,GraphCL
SAMGPT,B,2,election2020,ukr_rus_suspended,0.5326063368055556,3,500,GraphCL
SAMGPT,B,2,election2020,twibot20,0.6827437789351852,3,500,GraphCL
SAMGPT,B,2,election2020,facebook_page_reference,0.7240526844867498,3,500,GraphCL
SAMGPT,B,3,ukr_rus,covid_political,0.7617549189814815,3,500,GraphCL
SAMGPT,B,3,ukr_rus,election2020,0.7120768229166666,3,500,GraphCL
SAMGPT,B,3,ukr_rus,ukr_rus_suspended,0.5300745081018517,3,500,GraphCL
SAMGPT,B,3,ukr_rus,twibot20,0.6923918547453703,3,500,GraphCL
SAMGPT,B,3,ukr_rus,facebook_page_reference,0.7295407038234355,3,500,GraphCL
SAMGPT,B,4,facebook_page_reference,covid_political,0.7859519675925926,3,500,GraphCL
SAMGPT,B,4,facebook_page_reference,election2020,0.7747395833333334,3,500,GraphCL
SAMGPT,B,4,facebook_page_reference,ukr_rus_suspended,0.5239076967592592,3,500,GraphCL
SAMGPT,B,4,facebook_page_reference,twibot20,0.6944715711805557,3,500,GraphCL
SAMGPT,B,4,facebook_page_reference,facebook_page_reference,0.7297625714233451,3,500,GraphCL
SAMGPT,B,5,cp_hk,covid_political,0.7754267939814815,3,500,GraphCL
SAMGPT,B,5,cp_hk,election2020,0.7458586516203703,3,500,GraphCL
SAMGPT,B,5,cp_hk,ukr_rus_suspended,0.5234555844907407,3,500,GraphCL
SAMGPT,B,5,cp_hk,twibot20,0.6915961371527778,3,500,GraphCL
SAMGPT,B,5,cp_hk,facebook_page_reference,0.7292373520813378,3,500,GraphCL
SAMGPT,B,6,covid_political,covid_political,0.7684371383101851,3,500,GraphCL
SAMGPT,B,6,covid_political,election2020,0.7356228298611112,3,500,GraphCL
SAMGPT,B,6,covid_political,ukr_rus_suspended,0.5229492187499999,3,500,GraphCL
SAMGPT,B,6,covid_political,twibot20,0.6922833478009259,3,500,GraphCL
SAMGPT,B,6,covid_political,facebook_page_reference,0.7276911904833175,3,500,GraphCL
SAMGPT,B,7,covid,covid_political,0.7568901909722223,3,500,GraphCL
SAMGPT,B,7,covid,election2020,0.7246636284722223,3,500,GraphCL
SAMGPT,B,7,covid,ukr_rus_suspended,0.5247034143518519,3,500,GraphCL
SAMGPT,B,7,covid,twibot20,0.6988480179398149,3,500,GraphCL
SAMGPT,B,7,covid,facebook_page_reference,0.7285503493008992,3,500,GraphCL
SAMGPT,B,8,midterm,covid_political,0.75537109375,3,500,GraphCL
SAMGPT,B,8,midterm,election2020,0.7008282696759259,3,500,GraphCL
SAMGPT,B,8,midterm,ukr_rus_suspended,0.5267469618055556,3,500,GraphCL
SAMGPT,B,8,midterm,twibot20,0.6956289785879629,3,500,GraphCL
SAMGPT,B,8,midterm,facebook_page_reference,0.7300540019522935,3,500,GraphCL
SAMGPT,B,9,twibot20,covid_political,0.7591688368055555,3,500,GraphCL
SAMGPT,B,9,twibot20,election2020,0.716796875,3,500,GraphCL
SAMGPT,B,9,twibot20,ukr_rus_suspended,0.5232837818287037,3,500,GraphCL
SAMGPT,B,9,twibot20,twibot20,0.6983416521990741,3,500,GraphCL
SAMGPT,B,9,twibot20,facebook_page_reference,0.7299792319371274,3,500,GraphCL
SAMGPT,C,1,twibot20,covid_political,0.736355251736111,3,500,GraphCL
SAMGPT,C,1,twibot20,election2020,0.6500470196759259,3,500,GraphCL
SAMGPT,C,1,twibot20,ukr_rus_suspended,0.5199200665509259,3,500,GraphCL
SAMGPT,C,1,twibot20,twibot20,0.6917136863425926,3,500,GraphCL
SAMGPT,C,1,twibot20,facebook_page_reference,0.7301548177914805,3,500,GraphCL
SAMGPT,C,2,midterm,covid_political,0.7313729745370369,3,500,GraphCL
SAMGPT,C,2,midterm,election2020,0.6455530237268519,3,500,GraphCL
SAMGPT,C,2,midterm,ukr_rus_suspended,0.5223524305555556,3,500,GraphCL
SAMGPT,C,2,midterm,twibot20,0.6956199363425926,3,500,GraphCL
SAMGPT,C,2,midterm,facebook_page_reference,0.7300145070874574,3,500,GraphCL
SAMGPT,C,3,covid,covid_political,0.7240939670138888,3,500,GraphCL
SAMGPT,C,3,covid,election2020,0.6279839409722222,3,500,GraphCL
SAMGPT,C,3,covid,ukr_rus_suspended,0.5195855034722222,3,500,GraphCL
SAMGPT,C,3,covid,twibot20,0.6990831163194445,3,500,GraphCL
SAMGPT,C,3,covid,facebook_page_reference,0.7292294323215996,3,500,GraphCL
SAMGPT,C,4,covid_political,covid_political,0.7197627314814815,3,500,GraphCL
SAMGPT,C,4,covid_political,election2020,0.6296296296296297,3,500,GraphCL
SAMGPT,C,4,covid_political,ukr_rus_suspended,0.5202998408564815,3,500,GraphCL
SAMGPT,C,4,covid_political,twibot20,0.6933412905092592,3,500,GraphCL
SAMGPT,C,4,covid_political,facebook_page_reference,0.7268107564056514,3,500,GraphCL
SAMGPT,C,5,cp_hk,covid_political,0.7158383969907408,3,500,GraphCL
SAMGPT,C,5,cp_hk,election2020,0.626437717013889,3,500,GraphCL
SAMGPT,C,5,cp_hk,ukr_rus_suspended,0.5178132233796297,3,500,GraphCL
SAMGPT,C,5,cp_hk,twibot20,0.6930248119212963,3,500,GraphCL
SAMGPT,C,5,cp_hk,facebook_page_reference,0.7273840347621329,3,500,GraphCL
