record_id	result_status	provenance_quality	model_id	train_setup	checkpoint_step	test_dataset	task	target	shots	split	seed	metric	value	uncertainty	run_id	run_date	run_timestamp	date_source	date_precision	wandb_run_id	wandb_created_at	wandb_state	wandb_match	eval_protocol	source_path	source_row	context_json
91a0676731cb1168	reported	missing:model_id,test_dataset		source=ukr_rus_suspended			classification					accuracy	0.6000833333333333			2026-08-04	2026-08-04T13:57:40Z	wandb_created_at	timestamp	09wiftde	2026-08-04T13:57:40Z	finished	url_id		scripts/experiments/analysis/transfer/ladders/samgpt_graphcl/weak_to_strong/samgpt_weak_to_strong/data/specialist_summary.csv	2	"{""best_loss"":""0.0011704469798132777"",""epochs"":""200"",""prompt_slot"":""3"",""roc_auc"":""0.67425"",""run_name"":""samgpt_specialist_ukr_rus_suspended_20260804T135738Z"",""training_seconds"":""26.260399341583252"",""wandb_url"":""https://wandb.ai/eibl-usc/graph-clip/runs/09wiftde""}"
f00d2aac93d9937c	reported	missing:model_id,test_dataset		sources=ukr_rus_suspended;rung=1			classification					accuracy	0.6000833333333333						unknown						scripts/experiments/analysis/transfer/ladders/samgpt_graphcl/weak_to_strong/samgpt_weak_to_strong/data/rung_summary.csv	2	"{""best_loss"":""0.0011704469798132777"",""epochs"":""200"",""reused_existing_run"":""True"",""roc_auc"":""0.67425"",""run_name"":""samgpt_specialist_ukr_rus_suspended_20260804T135738Z"",""source_added"":""ukr_rus_suspended"",""training_seconds"":""26.260399341583252""}"
f135166c66a5cc53	reported	missing:model_id,test_dataset		source=election2020			classification					accuracy	0.60124999999999995			2026-08-04	2026-08-04T13:26:53Z	wandb_created_at	timestamp	lxn5pa0b	2026-08-04T13:26:53Z	finished	url_id		scripts/experiments/analysis/transfer/ladders/samgpt_graphcl/weak_to_strong/samgpt_weak_to_strong/data/specialist_summary.csv	4	"{""best_loss"":""0.00036596236168406904"",""epochs"":""200"",""prompt_slot"":""0"",""roc_auc"":""0.6876875"",""run_name"":""samgpt_mix_order_c_r1_20260804T132651Z"",""training_seconds"":""105.23357129096985"",""wandb_url"":""https://wandb.ai/eibl-usc/graph-clip/runs/lxn5pa0b""}"
f86a6984706b4080	reported	missing:model_id,test_dataset		sources=ukr_rus_suspended;covid_political;election2020;rung=3			classification					accuracy	0.61324999999999996						unknown						scripts/experiments/analysis/transfer/ladders/samgpt_graphcl/weak_to_strong/samgpt_weak_to_strong/data/rung_summary.csv	4	"{""best_loss"":""0.001023672055453062"",""epochs"":""200"",""reused_existing_run"":""False"",""roc_auc"":""0.6924652777777778"",""run_name"":""samgpt_mix_weak_to_strong_r3_20260805T151726Z"",""source_added"":""election2020"",""training_seconds"":""151.7202708721161""}"
7a5cf80189d4cd8d	reported	missing:model_id,test_dataset		source=midterm			classification					accuracy	0.61658333333333337			2026-08-04	2026-08-04T13:59:01Z	wandb_created_at	timestamp	rqz8uu86	2026-08-04T13:59:01Z	finished	url_id		scripts/experiments/analysis/transfer/ladders/samgpt_graphcl/weak_to_strong/samgpt_weak_to_strong/data/specialist_summary.csv	5	"{""best_loss"":""0.00076741335215047"",""epochs"":""200"",""prompt_slot"":""4"",""roc_auc"":""0.6991180555555556"",""run_name"":""samgpt_specialist_midterm_20260804T135900Z"",""training_seconds"":""91.23734092712402"",""wandb_url"":""https://wandb.ai/eibl-usc/graph-clip/runs/rqz8uu86""}"
f1bd9ed1bb2aef58	reported	missing:model_id,test_dataset		sources=ukr_rus_suspended;covid_political;rung=2			classification					accuracy	0.61675000000000002						unknown						scripts/experiments/analysis/transfer/ladders/samgpt_graphcl/weak_to_strong/samgpt_weak_to_strong/data/rung_summary.csv	3	"{""best_loss"":""0.0014483011327683926"",""epochs"":""200"",""reused_existing_run"":""False"",""roc_auc"":""0.6933055555555555"",""run_name"":""samgpt_mix_weak_to_strong_r2_20260805T151624Z"",""source_added"":""covid_political"",""training_seconds"":""47.32894825935364""}"
6b2a1d7752cf97df	reported	missing:model_id,test_dataset		sources=ukr_rus_suspended;covid_political;election2020;midterm;rung=4			classification					accuracy	0.61850000000000005						unknown						scripts/experiments/analysis/transfer/ladders/samgpt_graphcl/weak_to_strong/samgpt_weak_to_strong/data/rung_summary.csv	5	"{""best_loss"":""0.0009373078355565667"",""epochs"":""200"",""reused_existing_run"":""False"",""roc_auc"":""0.6999513888888889"",""run_name"":""samgpt_mix_weak_to_strong_r4_20260805T152014Z"",""source_added"":""midterm"",""training_seconds"":""242.90040707588196""}"
f61f560842feb70a	reported	missing:model_id,test_dataset		condition=permute			classification					accuracy	0.61899999999999999						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_ablation_results.csv	27	"{""config"":""eval_nm_matrix_covid_to_twibot20_pl_20shot_lp"",""roc_auc"":""0.6730142083333334""}"
34595c20cfdd213f	reported	missing:model_id,test_dataset		source=cp_hk_twitter			classification					accuracy	0.62208333333333332			2026-08-04	2026-08-04T13:57:02Z	wandb_created_at	timestamp	r65rx8dm	2026-08-04T13:57:02Z	finished	url_id		scripts/experiments/analysis/transfer/ladders/samgpt_graphcl/weak_to_strong/samgpt_weak_to_strong/data/specialist_summary.csv	6	"{""best_loss"":""0.0012924125185236335"",""epochs"":""200"",""prompt_slot"":""2"",""roc_auc"":""0.6997222222222222"",""run_name"":""samgpt_specialist_cp_hk_twitter_20260804T135700Z"",""training_seconds"":""100.3030571937561"",""wandb_url"":""https://wandb.ai/eibl-usc/graph-clip/runs/r65rx8dm""}"
7313b14cb38a6aac	reported	missing:model_id,test_dataset		sources=ukr_rus_suspended;covid_political;election2020;midterm;cp_hk_twitter;rung=5			classification					accuracy	0.62216666666666665						unknown						scripts/experiments/analysis/transfer/ladders/samgpt_graphcl/weak_to_strong/samgpt_weak_to_strong/data/rung_summary.csv	6	"{""best_loss"":""0.0012489594519138336"",""epochs"":""200"",""reused_existing_run"":""True"",""roc_auc"":""0.7036319444444444"",""run_name"":""samgpt_mix_order_c_r5_20260804T133334Z"",""source_added"":""cp_hk_twitter"",""training_seconds"":""342.6191442012787""}"
7c18555f2aba5746	reported	missing:model_id,test_dataset		condition=permute			classification					accuracy	0.62573333333333336						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_ablation_results.csv	4	"{""config"":""eval_nm_matrix_covid_to_covid19_twitter_nm_3shot_30way"",""roc_auc"":""0.9763064651340996""}"
dc5cc4b02ac7267c	reported	missing:model_id,test_dataset		condition=intact			classification					accuracy	0.62808333333333333						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_ablation_results.csv	25	"{""config"":""eval_nm_matrix_covid_to_twibot20_pl_20shot_lp"",""roc_auc"":""0.6801436250000001""}"
83c4c14ab937cdb5	reported	missing:model_id,test_dataset		condition=zero			classification					accuracy	0.6565833333333333						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_ablation_results.csv	26	"{""config"":""eval_nm_matrix_covid_to_twibot20_pl_20shot_lp"",""roc_auc"":""0.7150951388888889""}"
9163fefe9f7f7fa7	reported	missing:model_id,test_dataset					classification					accuracy	0.6573						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_label_probe_results.csv	4	"{""feature_dim"":""768"",""majority_acc"":""0.5572"",""n_classes"":""2"",""n_labeled"":""11826"",""name"":""twibot20"",""test_accuracy"":""0.6573"",""test_f1_macro"":""0.6531"",""test_roc_auc"":""0.7067""}"
16cde91b6f766dc0	reported	missing:model_id,test_dataset		condition=intact			classification					accuracy	0.66413333333333335						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_ablation_results.csv	2	"{""config"":""eval_nm_matrix_covid_to_covid19_twitter_nm_3shot_30way"",""roc_auc"":""0.9815348502554279""}"
2792d254c829ee6c	reported	missing:model_id,test_dataset		condition=intact			classification					accuracy	0.83061111111111108						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_ablation_results.csv	22	"{""config"":""eval_nm_matrix_covid_to_twibot20_nm_3shot_3way"",""roc_auc"":""0.9553076527777778""}"
d2eaaafb9639a850	reported	missing:model_id,test_dataset		condition=permute			classification					accuracy	0.83799999999999997						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_ablation_results.csv	24	"{""config"":""eval_nm_matrix_covid_to_twibot20_nm_3shot_3way"",""roc_auc"":""0.9569749444444445""}"
29e2373f92201719	reported	missing:model_id,test_dataset					classification					accuracy	0.85529999999999995						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_label_probe_results.csv	3	"{""feature_dim"":""768"",""majority_acc"":""0.7535"",""n_classes"":""2"",""n_labeled"":""78672"",""name"":""covid_political"",""test_accuracy"":""0.8553"",""test_f1_macro"":""0.8171"",""test_roc_auc"":""0.9102""}"
4765100181877bef	reported	missing:model_id,test_dataset		condition=permute			classification					accuracy	0.85850000000000004						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_ablation_results.csv	8	"{""config"":""eval_nm_matrix_covid_to_covid_political_pl_20shot_lp"",""roc_auc"":""0.9108361388888889""}"
d20d867b31620877	reported	missing:model_id,test_dataset		condition=intact			classification					accuracy	0.85999999999999999						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_ablation_results.csv	6	"{""config"":""eval_nm_matrix_covid_to_covid_political_pl_20shot_lp"",""roc_auc"":""0.912176388888889""}"
1b6abcdd92d3101c	reported	missing:model_id,test_dataset					classification					accuracy	0.87719999999999998						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_label_probe_results.csv	2	"{""feature_dim"":""768"",""majority_acc"":""0.5382"",""n_classes"":""2"",""n_labeled"":""78932"",""name"":""election2020"",""test_accuracy"":""0.8772"",""test_f1_macro"":""0.8768"",""test_roc_auc"":""0.9497""}"
1ade64c90757a364	reported	missing:model_id,test_dataset		condition=intact			classification					accuracy	0.96799999999999997						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_ablation_results.csv	10	"{""config"":""eval_nm_matrix_covid_to_election2020_pl_20shot_lp"",""roc_auc"":""0.9785539999999999""}"
7a718bd715b1c57a	reported	missing:model_id,test_dataset		condition=permute			classification					accuracy	0.96899999999999997						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_ablation_results.csv	12	"{""config"":""eval_nm_matrix_covid_to_election2020_pl_20shot_lp"",""roc_auc"":""0.978092""}"
f6433d07f494b922	reported	missing:model_id,test_dataset		arm=E4r_40k			classification					roc_auc	0.14759262500000001						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	33	"{""rule"":""in_degree""}"
35e703fdc19bd6f4	reported	missing:model_id,test_dataset		arm=E4r_log			classification					roc_auc	0.165982875						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	17	"{""rule"":""count_threshold""}"
dde378fe6727ec4b	reported	missing:model_id,test_dataset		arm=E4r_40k			classification					roc_auc	0.17848125000000001						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	32	"{""rule"":""count_threshold""}"
012e329c0cd8fe45	reported	missing:model_id,test_dataset		arm=E4_log			classification					roc_auc	0.17989275000000002						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	12	"{""rule"":""count_threshold""}"
ded1a16f9ddfc8c7	reported	missing:model_id,test_dataset		arm=E4r_log			classification					roc_auc	0.19544987500000002						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	18	"{""rule"":""in_degree""}"
a9ccc9efc0f5d0eb	reported	missing:model_id,test_dataset		arm=E4_log			classification					roc_auc	0.20754375						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	13	"{""rule"":""in_degree""}"
5203c6bd68a7ad90	reported	missing:model_id,test_dataset		arm=E4_log			classification					roc_auc	0.23768174999999997						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	14	"{""rule"":""out_degree""}"
e96b5f8088d37704	reported	missing:model_id,test_dataset		arm=E4r_log			classification					roc_auc	0.243711125						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	19	"{""rule"":""out_degree""}"
ee07619ee82049ba	reported	missing:model_id,test_dataset		arm=E4_40k			classification					roc_auc	0.244681125						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	27	"{""rule"":""count_threshold""}"
2b4d685abf0f230b	reported	missing:model_id,test_dataset		arm=E4_40k			classification					roc_auc	0.29120249999999998						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	28	"{""rule"":""in_degree""}"
53b0230c85e22c5f	reported	missing:model_id,test_dataset		arm=E4_40k			classification					roc_auc	0.359377375						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	29	"{""rule"":""out_degree""}"
69097e96a916bea4	reported	missing:model_id,test_dataset		arm=E4r_40k			classification					roc_auc	0.36904999999999999						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	34	"{""rule"":""out_degree""}"
09ec6b8c7d48dd68	reported	missing:model_id,test_dataset		arm=E4r_40k			classification					roc_auc	0.37650050000000002						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	36	"{""rule"":""conjunction""}"
5eca064c5fb5081d	reported	missing:model_id,test_dataset		arm=E4r_log			classification					roc_auc	0.38121212500000001						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	21	"{""rule"":""conjunction""}"
ea2d332a4c8ced4c	reported	missing:model_id,test_dataset		arm=E4r_log			classification					roc_auc	0.42073862499999992						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	20	"{""rule"":""existence""}"
995c25e2d7d0eb13	reported	missing:model_id,test_dataset		arm=E4_log			classification					roc_auc	0.44038687500000001						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	16	"{""rule"":""conjunction""}"
3910c959490345ef	reported	missing:model_id,test_dataset		arm=E4r_40k			classification					roc_auc	0.44924187500000001						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	35	"{""rule"":""existence""}"
a62eb07ef5ad4cfb	reported	missing:model_id,test_dataset		arm=E4_40k			classification					roc_auc	0.46750075000000002						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	31	"{""rule"":""conjunction""}"
add1a0cea9a56c55	reported	missing:model_id,test_dataset		arm=E4_log			classification					roc_auc	0.47734787500000003						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	15	"{""rule"":""existence""}"
37f3d4d962361bb6	reported	missing:model_id,test_dataset		arm=B0_40k			classification					roc_auc	0.4781217499999999						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	2	"{""rule"":""count_threshold""}"
21390e8ed34b77d3	reported	missing:model_id,test_dataset		condition=noise			classification					roc_auc	0.48710799999999993						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_ablation_results.csv	13	"{""accuracy"":""0.49"",""config"":""eval_nm_matrix_covid_to_election2020_pl_20shot_lp""}"
608298194c53f156	reported	missing:model_id,test_dataset		condition=zero			classification					roc_auc	0.50342200000000004						unknown						scripts/experiments/analysis/objectives/topology_vs_features/feature_ablation/data/feature_ablation_results.csv	11	"{""accuracy"":""0.508"",""config"":""eval_nm_matrix_covid_to_election2020_pl_20shot_lp""}"
24efbc78cc404d97	reported	missing:model_id,test_dataset		arm=E2_log			classification					roc_auc	0.50406874999999995						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	7	"{""rule"":""count_threshold""}"
34fd14c9687936bc	reported	missing:model_id,test_dataset		arm=E2_log			classification					roc_auc	0.504747375						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	9	"{""rule"":""out_degree""}"
67306ba06b6e06b2	reported	missing:model_id,test_dataset		arm=E4_40k			classification					roc_auc	0.50825862499999996						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	30	"{""rule"":""existence""}"
14600c6969abb3ab	reported	missing:model_id,test_dataset		arm=B1_40k			classification					roc_auc	0.50931700000000002						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	8	"{""rule"":""in_degree""}"
ff3ebb13dd1a0a46	reported	missing:model_id,test_dataset		arm=E2_log			classification					roc_auc	0.51054812500000002						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	8	"{""rule"":""in_degree""}"
fc1533a2b3798e01	reported	missing:model_id,test_dataset		arm=E2_40k			classification					roc_auc	0.51251674999999997						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	18	"{""rule"":""in_degree""}"
6dfe6a385ca2a2ff	reported	missing:model_id,test_dataset		arm=B0_40k			classification					roc_auc	0.51288687500000008						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	6	"{""rule"":""conjunction""}"
039c47c7ef584d41	reported	missing:model_id,test_dataset		arm=E1_40k			classification					roc_auc	0.51459175000000001						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	14	"{""rule"":""out_degree""}"
ea13baee508a55b9	reported	missing:model_id,test_dataset		arm=B0_40k			classification					roc_auc	0.51463124999999998						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	5	"{""rule"":""existence""}"
20989bbccb596eaa	reported	missing:model_id,test_dataset		arm=B0_40k			classification					roc_auc	0.51512662500000006						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	3	"{""rule"":""in_degree""}"
b9d00dbff28f9a0c	reported	missing:model_id,test_dataset		arm=E1_log			classification					roc_auc	0.51834337499999994						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	5	"{""rule"":""existence""}"
27f772844c1819fd	reported	missing:model_id,test_dataset		arm=E1_log			classification					roc_auc	0.52067474999999996						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	6	"{""rule"":""conjunction""}"
3c7e016fd0201862	reported	missing:model_id,test_dataset		arm=B1_40k			classification					roc_auc	0.52250549999999996						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	9	"{""rule"":""out_degree""}"
4a58253c4c265c3c	reported	missing:model_id,test_dataset		arm=B0_40k			classification					roc_auc	0.52383924999999998						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	4	"{""rule"":""out_degree""}"
6cd4b34923d2d899	reported	missing:model_id,test_dataset		arm=E1_log			classification					roc_auc	0.52401987500000002						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	4	"{""rule"":""out_degree""}"
9759cdbfd16861d6	reported	missing:model_id,test_dataset		arm=B1_40k			classification					roc_auc	0.52471199999999996						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	10	"{""rule"":""existence""}"
373f7932760bda3c	reported	missing:model_id,test_dataset		arm=E2b_log			classification					roc_auc	0.52556637499999992						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes.csv || scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	2 || 22	"{""rule"":""count_threshold""}"
83932baadcb9779a	reported	missing:model_id,test_dataset		arm=B1_40k			classification					roc_auc	0.52608074999999999						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	11	"{""rule"":""conjunction""}"
2eab1f9eed34aedd	reported	missing:model_id,test_dataset		arm=B1_40k			classification					roc_auc	0.52668950000000003						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_40k.csv	7	"{""rule"":""count_threshold""}"
bc2c58318267edec	reported	missing:model_id,test_dataset		arm=E2b_log			classification					roc_auc	0.52782649999999998						unknown						scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes.csv || scripts/experiments/analysis/objectives/topology_vs_features/topology_feature_ssl/data/capability_probes_directed3log.csv	3 || 23	"{""rule"":""in_degree""}"
