order,rung,added,source_count,sources,target,in_training,loss,accuracy,positive_probability,negative_probability,probability_margin,prompt_slot,eval_seed,nodes,delta_margin,entry_rung,target_role
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",covid_political,True,2.0896404748782516e-05,1.0,0.9999988079071044,4.052049553138204e-05,0.9999582767486572,3,10042,78672,-3.063678741455078e-05,4,already_included
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",cp_hk_twitter,False,9.78400421445258e-05,1.0,0.9998854398727416,7.867508247727528e-05,0.9998067617416382,7,10046,150000,0.025609612464904785,8,held_out
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",cp_hk_twitter,False,0.0002771336294244,1.0,0.9998315572738647,0.0003799408150371,0.9994516372680664,7,10046,150000,-0.00035512447357177734,8,held_out
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",cp_hk_twitter,False,0.0003313102060928,1.0,0.9996105432510376,0.0002496908418834,0.9993608593940736,7,10046,150000,-9.07778739928089e-05,8,held_out
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",cp_hk_twitter,False,0.0002253674756502,1.0,0.9996209144592284,4.673085277318023e-05,0.9995741844177246,7,10046,150000,0.00021332502365101202,8,held_out
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",cp_hk_twitter,False,0.0007039299234747,1.0,0.999879777431488,0.0012846229365095,0.9985951781272888,7,10046,150000,-0.000979006290435791,8,held_out
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",cp_hk_twitter,False,0.0003185200912412,1.0,0.9998941421508788,0.0005298776668496,0.9993642568588256,7,10046,150000,0.0007690787315367542,8,held_out
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",cp_hk_twitter,True,0.0001469756098231,1.0,0.9997929930686952,8.469039312331006e-05,0.9997082948684692,7,10046,150000,0.0003440380096436657,8,enters
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",cp_hk_twitter,True,0.0002720477059483,1.0,0.9995731115341188,0.00011201754387,0.9994611144065856,7,10046,150000,-0.00024718046188365594,8,already_included
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",election2020,False,0.0028628555592149,1.0,0.9999968409538268,0.0056785359047353,0.9943183064460754,4,10043,78932,0.3203515410423279,5,held_out
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",election2020,False,0.0012452702503651,1.0,0.9999946355819702,0.002480112016201,0.997514545917511,4,10043,78932,0.003196239471435547,5,held_out
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",election2020,False,0.001396823558025,1.0,0.9999874234199524,0.0027271893341094,0.9972602128982544,4,10043,78932,-0.0002543330192565918,5,held_out
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",election2020,True,0.0001847550011007,1.0,0.999972403049469,0.000341663340805,0.9996307492256165,4,10043,78932,0.0023705363273620605,5,enters
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",election2020,True,0.0001908455305965,1.0,0.9998722076416016,0.000253681151662,0.9996185302734376,4,10043,78932,-1.2218952178844056e-05,5,already_included
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",election2020,True,0.0001142299151979,1.0,0.9999374747276306,0.0001658922992646,0.9997715950012208,4,10043,78932,0.00015306472778320312,5,already_included
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",election2020,True,0.00012792563939,1.0,0.9999225735664368,0.0001782343606464,0.9997443556785583,4,10043,78932,-2.7239322662464538e-05,5,already_included
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",election2020,True,0.0004226819146424,1.0,0.9997138381004332,0.0005582097801379,0.9991556406021118,4,10043,78932,-0.0005887150764465332,5,already_included
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",facebook_page_reference,False,0.1033128798007965,0.9871866703033448,0.9995136260986328,0.0264786295592784,0.9730349779129028,8,10047,150000,-0.020485222339630127,9,held_out
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",facebook_page_reference,False,0.0219041854143142,0.9962300062179564,0.999512791633606,0.0075951959006488,0.991917610168457,8,10047,150000,0.0188826322555542,9,held_out
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",facebook_page_reference,False,0.0022316339891403,0.9997433423995972,0.9995079040527344,0.0003730629978235,0.9991348385810852,8,10047,150000,0.007217228412628174,9,held_out
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",facebook_page_reference,False,0.0021964537445455,0.9997533559799194,0.9995082020759584,1.0716683391365224e-05,0.9994974732398988,8,10047,150000,0.0003626346588135876,9,held_out
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",facebook_page_reference,False,0.0001713662932161,0.9999966621398926,0.9999728202819824,0.0003123163478448,0.9996604919433594,8,10047,150000,0.00016301870346058234,9,held_out
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",facebook_page_reference,False,0.0005201459862291,0.9999866485595704,0.999970018863678,0.0009564060601405,0.999013602733612,8,10047,150000,-0.0006468892097474255,9,held_out
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",facebook_page_reference,False,0.0003422142763156,0.9999899864196776,0.9999661445617676,0.0005974700325168,0.9993686676025392,8,10047,150000,0.000355064868927224,9,held_out
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",facebook_page_reference,True,4.576219362206757e-05,1.0,0.9999258518218994,1.1176864063600078e-05,0.9999146461486816,8,10047,150000,0.0005459785461424671,9,enters
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",midterm,False,0.0006732452311553,0.9999499917030334,0.9998548030853271,0.0010740685975179,0.9987807273864746,2,10041,150000,0.04224097728729259,3,held_out
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",midterm,True,0.0002361181104788,0.9999266862869264,0.9997327327728271,2.1624717192025855e-05,0.9997110962867736,2,10041,150000,0.0009303689002989612,3,enters
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",midterm,True,0.000499966670759,0.999886691570282,0.999482274055481,0.0001275886024814,0.9993546605110168,2,10041,150000,-0.0003564357757567249,3,already_included
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",midterm,True,0.0005109084304422,0.9998800158500672,0.9994450211524964,4.194695793557912e-05,0.9994030594825744,2,10041,150000,4.8398971557506165e-05,3,already_included
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",midterm,True,0.0001758145663188,1.0,0.9998331069946288,0.0001839041360653,0.9996492266654968,2,10041,150000,0.0002461671829224743,3,already_included
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",midterm,True,0.0001064243042492,1.0,0.99989914894104,0.0001115884151658,0.9997875690460204,2,10041,150000,0.00013834238052357062,3,already_included
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",midterm,True,0.0001256702962564,1.0,0.9998903274536132,0.0001409768447047,0.9997493624687196,2,10041,150000,-3.8206577300803346e-05,3,already_included
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",midterm,True,0.0003933475527446,1.0,0.9996379017829896,0.0004218363028485,0.999216079711914,2,10041,150000,-0.000533282756805642,3,already_included
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",twibot20,False,0.0127297258004546,0.9992466568946838,0.999917209148407,0.0229024421423673,0.9770147800445556,6,10045,150000,0.035875141620635986,7,held_out
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",twibot20,False,0.0108551336452364,0.9999899864196776,0.9998868703842164,0.02069385163486,0.9791930317878724,6,10045,150000,0.0021782517433168724,7,held_out
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",twibot20,False,0.0103595321998,0.9999866485595704,0.9997618794441224,0.019989849999547,0.9797720313072203,6,10045,150000,0.0005789995193479225,7,held_out
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",twibot20,False,0.0034747282043099,0.9999833106994628,0.9997385144233704,0.0065741706639528,0.993164360523224,6,10045,150000,0.01339232921600364,7,held_out
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",twibot20,False,0.0170712880790233,0.999976634979248,0.9999324679374696,0.0325652696192264,0.9673671722412108,6,10045,150000,-0.02579718828201316,7,held_out
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",twibot20,True,0.0003803498693741,1.0,0.9998807311058044,0.0006395237287506,0.9992412328720092,6,10045,150000,0.03187406063079834,7,enters
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",twibot20,True,0.0002936545934062,1.0,0.9998756051063538,0.0004609389870893,0.9994146823883056,6,10045,150000,0.00017344951629638672,7,already_included
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",twibot20,True,0.0006469060317613,1.0,0.9997365474700928,0.0010249833576381,0.9987115859985352,6,10045,150000,-0.0007030963897703968,7,already_included
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",ukr_rus_suspended,False,0.1810177713632583,0.9558268189430236,0.9735843539237976,0.0590434037148952,0.914540946483612,5,10044,72295,-0.04279792308807384,6,held_out
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",ukr_rus_suspended,False,0.0903839021921157,0.9849574565887452,0.9735000133514404,0.0047034523449838,0.9687965512275696,5,10044,72295,0.05425560474395763,6,held_out
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ukr_rus_suspended,False,0.1053421646356582,0.986644983291626,0.9731653928756714,0.0010155987692996,0.9721497893333436,5,10044,72295,0.003353238105774037,6,held_out
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ukr_rus_suspended,False,0.111807957291603,0.986631155014038,0.9731202721595764,0.0001485954417148,0.9729716777801514,5,10044,72295,0.0008218884468077503,6,held_out
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",ukr_rus_suspended,True,0.0009304108098149,0.9999999403953552,0.998231828212738,3.530018148012459e-05,0.998196542263031,5,10044,72295,0.02522486448287964,6,enters
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",ukr_rus_suspended,True,0.0009545003995299,0.9999999403953552,0.9981825351715088,2.8972168365726247e-05,0.998153567314148,5,10044,72295,-4.297494888305664e-05,6,already_included
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",ukr_rus_suspended,True,0.0010704633314162,0.9999999403953552,0.9979612231254578,2.264817521790974e-05,0.9979385733604432,5,10044,72295,-0.00021499395370472296,6,already_included
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",ukr_rus_suspended,True,0.0023967453744262,0.9999999403953552,0.9957545399665833,0.0001885654783109,0.995565950870514,5,10044,72295,-0.0023726224899291992,6,already_included
A,2,covid19_twitter,2,"ukr_rus_twitter,covid19_twitter",ukr_rus_twitter,True,0.0005178664578124,0.9999933242797852,0.9992403984069824,0.00025449207169,0.9989858865737916,0,10039,150000,-4.3749809265025696e-05,1,already_included
A,3,midterm,3,"ukr_rus_twitter,covid19_twitter,midterm",ukr_rus_twitter,True,0.0010721840662881,0.9999933242797852,0.998846471309662,0.0009378320537507,0.997908651828766,0,10039,150000,-0.0010772347450256348,1,already_included
A,4,covid_political,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ukr_rus_twitter,True,0.001016310066916,0.9999866485595704,0.9984684586524964,0.0003980619949288,0.9980704188346864,0,10039,150000,0.00016176700592041016,1,already_included
A,5,election2020,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ukr_rus_twitter,True,0.0010150260059162,0.9999866485595704,0.9982849955558776,0.000177204128704,0.9981077909469604,0,10039,150000,3.73721122740589e-05,1,already_included
A,6,ukr_rus_suspended,6,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended",ukr_rus_twitter,True,0.0013104395475238,1.0,0.9977907538414,0.0003821627760771,0.9974085688591005,0,10039,150000,-0.0006992220878599964,1,already_included
A,7,twibot20,7,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",ukr_rus_twitter,True,0.0011727849487215,1.0,0.997812807559967,0.000123915306176,0.997688889503479,0,10039,150000,0.0002803206443785511,1,already_included
A,8,cp_hk_twitter,8,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter",ukr_rus_twitter,True,0.0013177420478314,1.0,0.9975911378860474,0.0001860875199781,0.9974050521850586,0,10039,150000,-0.00028383731842041016,1,already_included
A,9,facebook_page_reference,9,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference",ukr_rus_twitter,True,0.001849157968536,1.0,0.9966698884963988,0.0003159890184178,0.9963539242744446,0,10039,150000,-0.0010511279106140137,1,already_included
B,2,election2020,2,"ukr_rus_suspended,election2020",covid19_twitter,False,0.0001199434918817,1.0,0.9999935626983644,0.0002332210569875,0.9997603297233582,1,10040,150000,0.005374789237976185,7,held_out
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",covid19_twitter,False,3.594259760575369e-05,1.0,0.9999983310699464,7.017575262580067e-05,0.9999281764030457,1,10040,150000,0.0001678466796875,7,held_out
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",covid19_twitter,False,0.0006635403842665,1.0,0.999992311000824,0.0013154615880921,0.9986768364906312,1,10040,150000,-0.0012513399124144398,7,held_out
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",covid19_twitter,False,0.0006697772769257,1.0,0.9999887347221376,0.0013262369902804,0.9986624717712402,1,10040,150000,-1.4364719390980163e-05,7,held_out
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",covid19_twitter,False,0.0004929501446895,1.0,0.9999862313270568,0.0009709978476166,0.999015212059021,1,10040,150000,0.0003527402877807617,7,held_out
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",covid19_twitter,True,7.749653013888747e-05,1.0,0.9999696016311646,0.0001244758313987,0.9998451471328736,1,10040,150000,0.0008299350738526501,7,enters
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",covid19_twitter,True,7.35713547328487e-05,1.0,0.9999789595603944,0.0001260740682482,0.9998528957366944,1,10040,150000,7.748603820800781e-06,7,already_included
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",covid19_twitter,True,3.093795749009587e-05,1.0,0.9999927282333374,5.460497413878329e-05,0.9999381303787231,1,10040,150000,8.523464202869757e-05,7,already_included
B,2,election2020,2,"ukr_rus_suspended,election2020",covid_political,False,0.0001188387104775,0.999980926513672,1.0,0.000204969473998,0.9997950196266174,3,10042,78672,0.00016075372695922852,6,held_out
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",covid_political,False,0.0001114081242121,1.0,1.0,0.0002215392742073,0.99977844953537,3,10042,78672,-1.657009124744757e-05,6,held_out
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",covid_political,False,0.0015789265744388,1.0,0.9999997615814208,0.0031271101906895,0.9968726634979248,3,10042,78672,-0.0029057860374451794,6,held_out
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",covid_political,False,0.00031439185841,1.0,0.9999997615814208,0.0006277587963268,0.9993720054626464,3,10042,78672,0.0024993419647215687,6,held_out
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",covid_political,True,1.728026290948037e-05,1.0,0.9999971985816956,3.1808878702577204e-05,0.9999653697013856,3,10042,78672,0.0005933642387392357,6,enters
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",covid_political,True,1.3116698028170504e-05,1.0,0.999997615814209,2.384607978456188e-05,0.9999737739562988,3,10042,78672,8.404254913219056e-06,6,already_included
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",covid_political,True,1.0057158760901077e-05,1.0,0.9999985694885254,1.8642032955540344e-05,0.9999799132347108,3,10042,78672,6.139278411976257e-06,6,already_included
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",covid_political,True,7.807666406733915e-06,1.0,0.9999997615814208,1.5333289411501028e-05,0.9999844431877136,3,10042,78672,4.529953002818665e-06,6,already_included
B,2,election2020,2,"ukr_rus_suspended,election2020",cp_hk_twitter,False,0.0001598130329512,1.0,0.9997851848602296,0.0001024175071506,0.9996827840805054,7,10046,150000,0.004460036754608154,5,held_out
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",cp_hk_twitter,False,6.262171518756077e-05,1.0,0.9999313354492188,5.629535735351965e-05,0.9998750686645508,7,10046,150000,0.00019228458404541016,5,held_out
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",cp_hk_twitter,False,0.000154923152877,1.0,0.9998685121536256,0.0001778300793375,0.9996907114982604,7,10046,150000,-0.00018435716629039423,5,held_out
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",cp_hk_twitter,True,0.0002105145540554,1.0,0.9996448159217834,6.354107608785853e-05,0.9995812773704528,7,10046,150000,-0.00010943412780761719,5,enters
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",cp_hk_twitter,True,0.0002674364659469,1.0,0.9995831251144408,0.0001146857684943,0.9994684457778932,7,10046,150000,-0.00011283159255959241,5,already_included
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",cp_hk_twitter,True,0.0002573392703197,1.0,0.9995862245559692,9.714317275211216e-05,0.9994890689849854,7,10046,150000,2.0623207092174134e-05,5,already_included
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",cp_hk_twitter,True,0.0002188962826039,1.0,0.9996472597122192,8.1973361375276e-05,0.9995653033256532,7,10046,150000,7.623434066783563e-05,5,already_included
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",cp_hk_twitter,True,0.0001350394159089,1.0,0.999763011932373,3.106811345787719e-05,0.9997319579124452,7,10046,150000,0.0001666545867919922,5,already_included
B,2,election2020,2,"ukr_rus_suspended,election2020",election2020,True,0.0004530509177129,1.0,0.9995682835578918,0.0004731798835564,0.99909508228302,4,10043,78932,0.0031789541244507946,2,enters
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",election2020,True,0.0005518153193406,1.0,0.9999273419380188,0.0010302361333742,0.998897135257721,4,10043,78932,-0.00019794702529907227,2,already_included
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",election2020,True,0.0011211484670639,1.0,0.9997525811195374,0.001991968601942,0.9977605938911438,4,10043,78932,-0.0011365413665771484,2,already_included
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",election2020,True,0.0008457875810563,1.0,0.999719500541687,0.00140937929973,0.9983101487159728,4,10043,78932,0.0005495548248289905,2,already_included
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",election2020,True,0.000425579433795,1.0,0.9996537566184998,0.0005040450487285,0.999149739742279,4,10043,78932,0.0008395910263062634,2,already_included
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",election2020,True,0.000427182734711,1.0,0.9996303915977478,0.0004838814493268,0.9991465210914612,4,10043,78932,-3.2186508178710938e-06,2,already_included
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",election2020,True,0.0004388571251183,1.0,0.9996759295463562,0.0005528499605134,0.9991230964660645,4,10043,78932,-2.3424625396728516e-05,2,already_included
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",election2020,True,0.0002256167790619,1.0,0.999850869178772,0.0003017326525878,0.999549150466919,4,10043,78932,0.0004260540008544922,2,already_included
B,2,election2020,2,"ukr_rus_suspended,election2020",facebook_page_reference,False,4.7453190745727625e-06,1.0,0.9999945759773254,3.774784772758722e-06,0.9999908208847046,8,10047,150000,0.00022059679031383173,4,held_out
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",facebook_page_reference,False,5.613539087789832e-06,1.0,0.9999898076057434,9.313402529187442e-07,0.999988853931427,8,10047,150000,-1.9669532775878906e-06,4,held_out
