arm	rung	training_seed	model_id	sources	checkpoint_step	checkpoint	checkpoint_sha256	training_revision	dataset	episodes	queries	episode_fingerprint	roc_auc	accuracy	f1
baseline	1	2	nmi_baseline_r1_s2	ukr_rus	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r1_s2_20260908_132652_048/checkpoint/state_dict_8000.ckpt	3bad18d8ecea8561f2f44af853c1d503541e90d4d39e9e1cbe92af8e4d324639	f6593005900fead88a6a339d4c6f0e6e8ab68438	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9492871319806135	0.8902994791666666	0.805314846909301
baseline	1	2	nmi_baseline_r1_s2	ukr_rus	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r1_s2_20260908_132652_048/checkpoint/state_dict_8000.ckpt	3bad18d8ecea8561f2f44af853c1d503541e90d4d39e9e1cbe92af8e4d324639	f6593005900fead88a6a339d4c6f0e6e8ab68438	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.9876708984375	0.98046875	0.9808429118773946
baseline	1	2	nmi_baseline_r1_s2	ukr_rus	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r1_s2_20260908_132652_048/checkpoint/state_dict_8000.ckpt	3bad18d8ecea8561f2f44af853c1d503541e90d4d39e9e1cbe92af8e4d324639	f6593005900fead88a6a339d4c6f0e6e8ab68438	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7633590698242188	0.6845703125	0.683643486777669
baseline	1	2	nmi_baseline_r1_s2	ukr_rus	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r1_s2_20260908_132652_048/checkpoint/state_dict_8000.ckpt	3bad18d8ecea8561f2f44af853c1d503541e90d4d39e9e1cbe92af8e4d324639	f6593005900fead88a6a339d4c6f0e6e8ab68438	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6412281460232204	0.6123046875	0.6151857835218094
baseline	1	2	nmi_baseline_r1_s2	ukr_rus	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r1_s2_20260908_132652_048/checkpoint/state_dict_8000.ckpt	3bad18d8ecea8561f2f44af853c1d503541e90d4d39e9e1cbe92af8e4d324639	f6593005900fead88a6a339d4c6f0e6e8ab68438	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.51312255859375	0.52734375	0.5179282868525896
baseline	2	0	nmi_baseline_r2_s0	ukr_rus,covid	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r2_s0_20260904_023439_034/checkpoint/state_dict_10000.ckpt	ef1cd5106731d5d37749baa6e838fcd7a5ae7d133566bd1f3d2c5fd07f0c43a6	6260524ef6a5833ea1628712e901904db5fb5b75	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9438346580222801	0.8815104166666666	0.7938844847112118
baseline	2	0	nmi_baseline_r2_s0	ukr_rus,covid	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r2_s0_20260904_023439_034/checkpoint/state_dict_10000.ckpt	ef1cd5106731d5d37749baa6e838fcd7a5ae7d133566bd1f3d2c5fd07f0c43a6	6260524ef6a5833ea1628712e901904db5fb5b75	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98516845703125	0.98046875	0.9808429118773946
baseline	2	0	nmi_baseline_r2_s0	ukr_rus,covid	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r2_s0_20260904_023439_034/checkpoint/state_dict_10000.ckpt	ef1cd5106731d5d37749baa6e838fcd7a5ae7d133566bd1f3d2c5fd07f0c43a6	6260524ef6a5833ea1628712e901904db5fb5b75	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7426910400390625	0.6650390625	0.6660175267770204
baseline	2	0	nmi_baseline_r2_s0	ukr_rus,covid	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r2_s0_20260904_023439_034/checkpoint/state_dict_10000.ckpt	ef1cd5106731d5d37749baa6e838fcd7a5ae7d133566bd1f3d2c5fd07f0c43a6	6260524ef6a5833ea1628712e901904db5fb5b75	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6180763244628906	0.5875651041666666	0.6011960969468052
baseline	2	0	nmi_baseline_r2_s0	ukr_rus,covid	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r2_s0_20260904_023439_034/checkpoint/state_dict_10000.ckpt	ef1cd5106731d5d37749baa6e838fcd7a5ae7d133566bd1f3d2c5fd07f0c43a6	6260524ef6a5833ea1628712e901904db5fb5b75	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.52789306640625	0.5234375	0.5196850393700787
baseline	2	1	nmi_baseline_r2_s1	ukr_rus,covid	6000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r2_s1_20260908_132652_001/checkpoint/state_dict_6000.ckpt	cacfe7c2910e61b7515a003fb6f32907db6d17be9fe2862cdffe50a09ae450b8	f6593005900fead88a6a339d4c6f0e6e8ab68438	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9480726453993056	0.8929036458333334	0.8129619101762365
baseline	2	1	nmi_baseline_r2_s1	ukr_rus,covid	6000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r2_s1_20260908_132652_001/checkpoint/state_dict_6000.ckpt	cacfe7c2910e61b7515a003fb6f32907db6d17be9fe2862cdffe50a09ae450b8	f6593005900fead88a6a339d4c6f0e6e8ab68438	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.9862060546875	0.98046875	0.9808429118773946
baseline	2	1	nmi_baseline_r2_s1	ukr_rus,covid	6000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r2_s1_20260908_132652_001/checkpoint/state_dict_6000.ckpt	cacfe7c2910e61b7515a003fb6f32907db6d17be9fe2862cdffe50a09ae450b8	f6593005900fead88a6a339d4c6f0e6e8ab68438	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.76068115234375	0.6806640625	0.6739780658025922
baseline	2	1	nmi_baseline_r2_s1	ukr_rus,covid	6000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r2_s1_20260908_132652_001/checkpoint/state_dict_6000.ckpt	cacfe7c2910e61b7515a003fb6f32907db6d17be9fe2862cdffe50a09ae450b8	f6593005900fead88a6a339d4c6f0e6e8ab68438	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6275906032986112	0.5930989583333334	0.6049304677623262
baseline	2	1	nmi_baseline_r2_s1	ukr_rus,covid	6000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r2_s1_20260908_132652_001/checkpoint/state_dict_6000.ckpt	cacfe7c2910e61b7515a003fb6f32907db6d17be9fe2862cdffe50a09ae450b8	f6593005900fead88a6a339d4c6f0e6e8ab68438	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.50970458984375	0.5	0.452991452991453
baseline	2	2	nmi_baseline_r2_s2	ukr_rus,covid	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r2_s2_20260908_132652_049/checkpoint/state_dict_10000.ckpt	24099e260f8c39f5e6f03417d2a2b256388adcdfbad5a28bfd8afde489cdaa33	f6593005900fead88a6a339d4c6f0e6e8ab68438	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9424681486906827	0.8798828125	0.7904599659284497
baseline	2	2	nmi_baseline_r2_s2	ukr_rus,covid	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r2_s2_20260908_132652_049/checkpoint/state_dict_10000.ckpt	24099e260f8c39f5e6f03417d2a2b256388adcdfbad5a28bfd8afde489cdaa33	f6593005900fead88a6a339d4c6f0e6e8ab68438	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98870849609375	0.984375	0.9846153846153847
baseline	2	2	nmi_baseline_r2_s2	ukr_rus,covid	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r2_s2_20260908_132652_049/checkpoint/state_dict_10000.ckpt	24099e260f8c39f5e6f03417d2a2b256388adcdfbad5a28bfd8afde489cdaa33	f6593005900fead88a6a339d4c6f0e6e8ab68438	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7722511291503906	0.693359375	0.6903353057199211
baseline	2	2	nmi_baseline_r2_s2	ukr_rus,covid	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r2_s2_20260908_132652_049/checkpoint/state_dict_10000.ckpt	24099e260f8c39f5e6f03417d2a2b256388adcdfbad5a28bfd8afde489cdaa33	f6593005900fead88a6a339d4c6f0e6e8ab68438	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.631638420952691	0.5989583333333334	0.6197530864197531
baseline	2	2	nmi_baseline_r2_s2	ukr_rus,covid	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r2_s2_20260908_132652_049/checkpoint/state_dict_10000.ckpt	24099e260f8c39f5e6f03417d2a2b256388adcdfbad5a28bfd8afde489cdaa33	f6593005900fead88a6a339d4c6f0e6e8ab68438	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.4957275390625	0.49609375	0.49411764705882355
baseline	3	0	nmi_baseline_r3_s0	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r3_s0_20260904_023439_051/checkpoint/state_dict_10000.ckpt	0e2545d8c286c2f992108bf451b1f248ffeb9cd9e83bc790667e6a712e75fd05	6260524ef6a5833ea1628712e901904db5fb5b75	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9346940782335068	0.8932291666666666	0.8063754427390791
baseline	3	0	nmi_baseline_r3_s0	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r3_s0_20260904_023439_051/checkpoint/state_dict_10000.ckpt	0e2545d8c286c2f992108bf451b1f248ffeb9cd9e83bc790667e6a712e75fd05	6260524ef6a5833ea1628712e901904db5fb5b75	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98614501953125	0.984375	0.9846153846153847
baseline	3	0	nmi_baseline_r3_s0	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r3_s0_20260904_023439_051/checkpoint/state_dict_10000.ckpt	0e2545d8c286c2f992108bf451b1f248ffeb9cd9e83bc790667e6a712e75fd05	6260524ef6a5833ea1628712e901904db5fb5b75	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7608566284179688	0.6806640625	0.6746268656716418
baseline	3	0	nmi_baseline_r3_s0	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r3_s0_20260904_023439_051/checkpoint/state_dict_10000.ckpt	0e2545d8c286c2f992108bf451b1f248ffeb9cd9e83bc790667e6a712e75fd05	6260524ef6a5833ea1628712e901904db5fb5b75	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.631949954562717	0.5930989583333334	0.600383631713555
baseline	3	0	nmi_baseline_r3_s0	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r3_s0_20260904_023439_051/checkpoint/state_dict_10000.ckpt	0e2545d8c286c2f992108bf451b1f248ffeb9cd9e83bc790667e6a712e75fd05	6260524ef6a5833ea1628712e901904db5fb5b75	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.49072265625	0.47265625	0.43983402489626555
baseline	3	1	nmi_baseline_r3_s1	ukr_rus,covid,midterm	4000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r3_s1_20260908_132652_002/checkpoint/state_dict_4000.ckpt	8ecb95612e4b837f614371675473c7374bb4b1bd4426d4e7c67fc65ed2187a1e	f6593005900fead88a6a339d4c6f0e6e8ab68438	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9413991857458044	0.8922526041666666	0.8081159420289855
baseline	3	1	nmi_baseline_r3_s1	ukr_rus,covid,midterm	4000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r3_s1_20260908_132652_002/checkpoint/state_dict_4000.ckpt	8ecb95612e4b837f614371675473c7374bb4b1bd4426d4e7c67fc65ed2187a1e	f6593005900fead88a6a339d4c6f0e6e8ab68438	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98675537109375	0.98046875	0.9808429118773946
baseline	3	1	nmi_baseline_r3_s1	ukr_rus,covid,midterm	4000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r3_s1_20260908_132652_002/checkpoint/state_dict_4000.ckpt	8ecb95612e4b837f614371675473c7374bb4b1bd4426d4e7c67fc65ed2187a1e	f6593005900fead88a6a339d4c6f0e6e8ab68438	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7616806030273438	0.693359375	0.6903353057199211
baseline	3	1	nmi_baseline_r3_s1	ukr_rus,covid,midterm	4000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r3_s1_20260908_132652_002/checkpoint/state_dict_4000.ckpt	8ecb95612e4b837f614371675473c7374bb4b1bd4426d4e7c67fc65ed2187a1e	f6593005900fead88a6a339d4c6f0e6e8ab68438	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6245914035373263	0.5869140625	0.5952153110047846
baseline	3	1	nmi_baseline_r3_s1	ukr_rus,covid,midterm	4000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r3_s1_20260908_132652_002/checkpoint/state_dict_4000.ckpt	8ecb95612e4b837f614371675473c7374bb4b1bd4426d4e7c67fc65ed2187a1e	f6593005900fead88a6a339d4c6f0e6e8ab68438	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.46990966796875	0.46484375	0.4627450980392157
baseline	3	2	nmi_baseline_r3_s2	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r3_s2_20260908_132652_050/checkpoint/state_dict_10000.ckpt	5de172591c024feb51142bfb53cc39960907bc7c86337d1370812de6ff300241	f6593005900fead88a6a339d4c6f0e6e8ab68438	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9223313508210358	0.8323567708333334	0.7273689782953944
baseline	3	2	nmi_baseline_r3_s2	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r3_s2_20260908_132652_050/checkpoint/state_dict_10000.ckpt	5de172591c024feb51142bfb53cc39960907bc7c86337d1370812de6ff300241	f6593005900fead88a6a339d4c6f0e6e8ab68438	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98724365234375	0.984375	0.9846153846153847
baseline	3	2	nmi_baseline_r3_s2	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r3_s2_20260908_132652_050/checkpoint/state_dict_10000.ckpt	5de172591c024feb51142bfb53cc39960907bc7c86337d1370812de6ff300241	f6593005900fead88a6a339d4c6f0e6e8ab68438	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7892875671386719	0.708984375	0.708984375
baseline	3	2	nmi_baseline_r3_s2	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r3_s2_20260908_132652_050/checkpoint/state_dict_10000.ckpt	5de172591c024feb51142bfb53cc39960907bc7c86337d1370812de6ff300241	f6593005900fead88a6a339d4c6f0e6e8ab68438	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6534415351019965	0.6145833333333334	0.6269691241335854
baseline	3	2	nmi_baseline_r3_s2	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_baseline_r3_s2_20260908_132652_050/checkpoint/state_dict_10000.ckpt	5de172591c024feb51142bfb53cc39960907bc7c86337d1370812de6ff300241	f6593005900fead88a6a339d4c6f0e6e8ab68438	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.5130615234375	0.52734375	0.5328185328185329
baseline	4	0	nmi_baseline_r4_s0	ukr_rus,covid,midterm,covid_political	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r4_s0_20260904_023439_068/checkpoint/state_dict_10000.ckpt	d454b97619d801365d1735e9afcfcaa8aa40ea56a9d72b1479c1b27c40051ec2	6260524ef6a5833ea1628712e901904db5fb5b75	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9287374990957755	0.8766276041666666	0.7845366685616828
baseline	4	0	nmi_baseline_r4_s0	ukr_rus,covid,midterm,covid_political	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r4_s0_20260904_023439_068/checkpoint/state_dict_10000.ckpt	d454b97619d801365d1735e9afcfcaa8aa40ea56a9d72b1479c1b27c40051ec2	6260524ef6a5833ea1628712e901904db5fb5b75	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.9884033203125	0.984375	0.9846153846153847
baseline	4	0	nmi_baseline_r4_s0	ukr_rus,covid,midterm,covid_political	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r4_s0_20260904_023439_068/checkpoint/state_dict_10000.ckpt	d454b97619d801365d1735e9afcfcaa8aa40ea56a9d72b1479c1b27c40051ec2	6260524ef6a5833ea1628712e901904db5fb5b75	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7565822601318359	0.6923828125	0.6846846846846847
baseline	4	0	nmi_baseline_r4_s0	ukr_rus,covid,midterm,covid_political	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r4_s0_20260904_023439_068/checkpoint/state_dict_10000.ckpt	d454b97619d801365d1735e9afcfcaa8aa40ea56a9d72b1479c1b27c40051ec2	6260524ef6a5833ea1628712e901904db5fb5b75	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6299154493543837	0.5950520833333334	0.603063178047224
