train_id	eval_id	roc_auc	result_status	run_id	run_name	created_at	pretrained_model_run	n_shots	n_way	n_query	eval_random_query	test_len_cap	val_len_cap	task_name	n_hop
covid19_twitter+lp	ukr_rus_suspended+nm	0.6436153684	reported_legacy	3xs4p1dj	eval_covid19_twitter_lp_to_ukr_rus_suspended_nm_3shot_05_05_2026_00_40_04	2026-05-05T07:40:06Z	state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt	3	3	12	False	500	500	neighbor_matching	2
covid19_twitter+lp	ukr_rus_suspended+pl	0.5056187333	reported_legacy	tjyuw213	eval_covid19_twitter_lp_to_ukr_rus_suspended_pl_3shot_05_05_2026_00_42_55	2026-05-05T07:42:57Z	state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt	3	2	12	False	500	500	classification	2
covid19_twitter+lp	ukr_rus_twitter+lp	0.8554427792	void_pre_20260723	hknpqptq	eval_covid19_twitter_lp_to_ukr_rus_twitter_lp_3shot_13_04_2026_22_25_04	2026-04-14T05:25:09Z	state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt	3	1	12		1000	1000	temporal_link_prediction	2
covid19_twitter+lp	ukr_rus_twitter+nm	0.8839142018	reported_legacy	g5c8ykgj	eval_covid19_twitter_lp_to_ukr_rus_twitter_nm_3shot_05_05_2026_00_38_37	2026-05-05T07:38:41Z	state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
covid19_twitter+lp	ukr_rus_twitter+pl	0.5123121100	reported_legacy	bg8z4a3o	eval_covid19_twitter_lp_to_ukr_rus_twitter_pl_3shot_05_05_2026_00_41_56	2026-05-05T07:42:01Z	state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt	3	2	12	False	1000	1000	classification	2
covid19_twitter+nm	covid19_twitter+lp	0.8870473938	void_pre_20260723	y1hltxis	eval_covid19_twitter_nm_to_covid19_twitter_lp_3shot_13_04_2026_21_51_37	2026-04-14T04:51:42Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	1	12		1000	1000	temporal_link_prediction	2
covid19_twitter+nm	covid19_twitter+nm	0.9973863452	reported_legacy	u7y3b8hj	eval_covid19_twitter_nm_to_covid19_twitter_nm_3shot_05_05_2026_00_08_38	2026-05-05T07:08:42Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
covid19_twitter+nm	covid19_twitter+pl	0.6420843586	reported_legacy	9ny8zbs2	eval_covid19_twitter_nm_to_covid19_twitter_pl_3shot_05_05_2026_00_10_40	2026-05-05T07:10:44Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	2	12	False	1000	1000	classification	2
covid19_twitter+nm	covid_political+nm	0.7063557704	reported_legacy	r7tynwnh	eval_covid19_twitter_nm_to_covid_political_nm_3shot_05_05_2026_00_19_20	2026-05-05T07:19:21Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	3	12	False	500	500	neighbor_matching	2
covid19_twitter+nm	covid_political+pl	0.6201692406	reported_legacy	qtohayh7	eval_covid19_twitter_nm_to_covid_political_pl_3shot_05_05_2026_00_22_31	2026-05-05T07:22:33Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	2	12	False	500	500	classification	2
covid19_twitter+nm	election2020+nm	0.7352413352	reported_legacy	w0p0y91l	eval_covid19_twitter_nm_to_election2020_nm_3shot_05_05_2026_02_00_46	2026-05-05T09:00:48Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	3	12	False	500	500	neighbor_matching	2
covid19_twitter+nm	election2020+pl	0.8282446889	reported_legacy	ud4ucs2k	eval_covid19_twitter_nm_to_election2020_pl_3shot_05_05_2026_02_09_15	2026-05-05T09:09:18Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	2	12	False	500	500	classification	2
covid19_twitter+nm	midterm+lp	0.8188088969	void_pre_20260723	sg7lep0z	eval_covid19_twitter_nm_to_midterm_lp_3shot_13_04_2026_21_43_56	2026-04-14T04:43:59Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	1	12		1000	1000	temporal_link_prediction	2
covid19_twitter+nm	midterm+nm	0.9468033064	reported_legacy	qh5kef5r	eval_covid19_twitter_nm_to_midterm_nm_3shot_05_05_2026_00_40_30	2026-05-05T07:40:32Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
covid19_twitter+nm	midterm+pl	0.9104314615	reported_legacy	fq2gtyvf	eval_covid19_twitter_nm_to_midterm_pl_3shot_05_05_2026_00_44_16	2026-05-05T07:44:18Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	2	12	False	1000	1000	classification	2
covid19_twitter+nm	ukr_rus_suspended+nm	0.7626502575	reported_legacy	byjo6his	eval_covid19_twitter_nm_to_ukr_rus_suspended_nm_3shot_05_05_2026_00_33_11	2026-05-05T07:33:12Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	3	12	False	500	500	neighbor_matching	2
covid19_twitter+nm	ukr_rus_suspended+pl	0.5021695089	reported_legacy	j4iic8p0	eval_covid19_twitter_nm_to_ukr_rus_suspended_pl_3shot_05_05_2026_00_35_59	2026-05-05T07:36:01Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	2	12	False	500	500	classification	2
covid19_twitter+nm	ukr_rus_twitter+lp	0.8108332540	void_pre_20260723	ez3mle6n	eval_covid19_twitter_nm_to_ukr_rus_twitter_lp_3shot_13_04_2026_21_58_14	2026-04-14T04:58:19Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	1	12		1000	1000	temporal_link_prediction	2
covid19_twitter+nm	ukr_rus_twitter+nm	0.9823025142	reported_legacy	nqldwbze	eval_covid19_twitter_nm_to_ukr_rus_twitter_nm_3shot_05_05_2026_00_29_47	2026-05-05T07:29:51Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
covid19_twitter+nm	ukr_rus_twitter+pl	0.6250682761	reported_legacy	17fyhicm	eval_covid19_twitter_nm_to_ukr_rus_twitter_pl_3shot_05_05_2026_00_33_04	2026-05-05T07:33:09Z	state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt	3	2	12	False	1000	1000	classification	2
covid19_twitter+pl	covid19_twitter+lp	0.5273215961	void_pre_20260723	7i0yl5sm	eval_covid19_twitter_pl_to_covid19_twitter_lp_3shot_13_04_2026_22_23_18	2026-04-14T05:23:23Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	1	12		1000	1000	temporal_link_prediction	2
covid19_twitter+pl	covid19_twitter+nm	0.5208704529	reported_legacy	ljm7ss7i	eval_covid19_twitter_pl_to_covid19_twitter_nm_3shot_05_05_2026_00_19_22	2026-05-05T07:19:27Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
covid19_twitter+pl	covid19_twitter+pl	0.1654446539	reported_legacy	wfe7hdjq	eval_covid19_twitter_pl_to_covid19_twitter_pl_3shot_05_05_2026_00_21_27	2026-05-05T07:21:31Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	2	12	False	1000	1000	classification	2
covid19_twitter+pl	covid_political+nm	0.5022459447	reported_legacy	abkiinz4	eval_covid19_twitter_pl_to_covid_political_nm_3shot_05_05_2026_00_33_49	2026-05-05T07:33:51Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	3	12	False	500	500	neighbor_matching	2
covid19_twitter+pl	covid_political+pl	0.5785250467	reported_legacy	axhit65q	eval_covid19_twitter_pl_to_covid_political_pl_3shot_05_05_2026_00_37_01	2026-05-05T07:37:03Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	2	12	False	500	500	classification	2
covid19_twitter+pl	election2020+nm	0.5000059128	reported_legacy	2wyc9m7a	eval_covid19_twitter_pl_to_election2020_nm_3shot_05_05_2026_02_44_55	2026-05-05T09:44:57Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	3	12	False	500	500	neighbor_matching	2
covid19_twitter+pl	election2020+pl	0.5655835250	reported_legacy	kc0k9q34	eval_covid19_twitter_pl_to_election2020_pl_3shot_05_05_2026_02_53_35	2026-05-05T09:53:37Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	2	12	False	500	500	classification	2
covid19_twitter+pl	midterm+lp	0.4890484454	void_pre_20260723	bvoy1z4i	eval_covid19_twitter_pl_to_midterm_lp_3shot_13_04_2026_22_23_57	2026-04-14T05:23:59Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	1	12		1000	1000	temporal_link_prediction	2
covid19_twitter+pl	midterm+nm	0.5079276457	reported_legacy	gf46g4qq	eval_covid19_twitter_pl_to_midterm_nm_3shot_05_05_2026_01_01_58	2026-05-05T08:02:00Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
covid19_twitter+pl	midterm+pl	0.5600773600	reported_legacy	wwmqiemj	eval_covid19_twitter_pl_to_midterm_pl_3shot_05_05_2026_01_05_42	2026-05-05T08:05:44Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	2	12	False	1000	1000	classification	2
covid19_twitter+pl	ukr_rus_suspended+nm	0.5006606410	reported_legacy	3phnsc78	eval_covid19_twitter_pl_to_ukr_rus_suspended_nm_3shot_05_05_2026_00_47_23	2026-05-05T07:47:25Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	3	12	False	500	500	neighbor_matching	2
covid19_twitter+pl	ukr_rus_suspended+pl	0.5147144550	reported_legacy	xfvcdhvb	eval_covid19_twitter_pl_to_ukr_rus_suspended_pl_3shot_05_05_2026_00_50_26	2026-05-05T07:50:28Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	2	12	False	500	500	classification	2
covid19_twitter+pl	ukr_rus_twitter+lp	0.5050697051	void_pre_20260723	7liqpta8	eval_covid19_twitter_pl_to_ukr_rus_twitter_lp_3shot_13_04_2026_22_52_15	2026-04-14T05:52:21Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	1	12		1000	1000	temporal_link_prediction	2
covid19_twitter+pl	ukr_rus_twitter+nm	0.5102025557	reported_legacy	7ugeiml5	eval_covid19_twitter_pl_to_ukr_rus_twitter_nm_3shot_05_05_2026_00_47_32	2026-05-05T07:47:36Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
covid19_twitter+pl	ukr_rus_twitter+pl	0.5965721160	reported_legacy	j1qvka6y	eval_covid19_twitter_pl_to_ukr_rus_twitter_pl_3shot_05_05_2026_00_50_51	2026-05-05T07:50:55Z	state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt	3	2	12	False	1000	1000	classification	2
midterm+lp	covid19_twitter+lp	0.6045959429	void_pre_20260723	dv8vjir5	eval_midterm_lp_to_covid19_twitter_lp_3shot_04_05_2026_23_09_37	2026-05-05T06:09:44Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	1	12	False	1000	1000	temporal_link_prediction	2
midterm+lp	covid19_twitter+nm	0.8324714887	reported_legacy	9h3k3zg2	eval_midterm_lp_to_covid19_twitter_nm_3shot_04_05_2026_23_41_15	2026-05-05T06:41:21Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
midterm+lp	covid19_twitter+pl	0.5361362211	reported_legacy	xdm68jy7	eval_midterm_lp_to_covid19_twitter_pl_3shot_04_05_2026_23_43_23	2026-05-05T06:43:28Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	2	12	False	1000	1000	classification	2
midterm+lp	covid_political+nm	0.6737739259	reported_legacy	abu0m71p	eval_midterm_lp_to_covid_political_nm_3shot_04_05_2026_23_42_55	2026-05-05T06:42:57Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	3	12	False	500	500	neighbor_matching	2
midterm+lp	covid_political+pl	0.6537092650	reported_legacy	ojfbhyu9	eval_midterm_lp_to_covid_political_pl_3shot_04_05_2026_23_46_14	2026-05-05T06:46:16Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	2	12	False	500	500	classification	2
midterm+lp	election2020+nm	0.7159100216	reported_legacy	1cv0ir4c	eval_midterm_lp_to_election2020_nm_3shot_05_05_2026_00_06_06	2026-05-05T07:06:08Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	3	12	False	500	500	neighbor_matching	2
midterm+lp	election2020+pl	0.8472460417	reported_legacy	gle0wxr1	eval_midterm_lp_to_election2020_pl_3shot_05_05_2026_00_15_15	2026-05-05T07:15:18Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	2	12	False	500	500	classification	2
midterm+lp	midterm+lp	0.8339264663	void_pre_20260723	w6hxd2fn	eval_midterm_lp_to_midterm_lp_3shot_04_05_2026_23_13_11	2026-05-05T06:13:13Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	1	12	False	1000	1000	temporal_link_prediction	2
midterm+lp	midterm+nm	0.8737908862	reported_legacy	97va6cr2	eval_midterm_lp_to_midterm_nm_3shot_04_05_2026_23_47_56	2026-05-05T06:47:59Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
midterm+lp	midterm+pl	0.9613890949	reported_legacy	gqjqcuzr	eval_midterm_lp_to_midterm_pl_3shot_04_05_2026_23_51_39	2026-05-05T06:51:42Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	2	12	False	1000	1000	classification	2
midterm+lp	ukr_rus_suspended+nm	0.6065846478	reported_legacy	tfv2ezpq	eval_midterm_lp_to_ukr_rus_suspended_nm_3shot_04_05_2026_23_58_29	2026-05-05T06:58:31Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	3	12	False	500	500	neighbor_matching	2
midterm+lp	ukr_rus_suspended+pl	0.5015543750	reported_legacy	uwddp9m9	eval_midterm_lp_to_ukr_rus_suspended_pl_3shot_05_05_2026_00_01_20	2026-05-05T07:01:22Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	2	12	False	500	500	classification	2
midterm+lp	ukr_rus_twitter+lp	0.6506685947	void_pre_20260723	rxa0fykc	eval_midterm_lp_to_ukr_rus_twitter_lp_3shot_04_05_2026_23_23_07	2026-05-05T06:23:18Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	1	12	False	1000	1000	temporal_link_prediction	2
midterm+lp	ukr_rus_twitter+nm	0.8074940699	reported_legacy	6d54jb4q	eval_midterm_lp_to_ukr_rus_twitter_nm_3shot_04_05_2026_23_45_10	2026-05-05T06:45:14Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
midterm+lp	ukr_rus_twitter+pl	0.6281157497	reported_legacy	ihvhuwj0	eval_midterm_lp_to_ukr_rus_twitter_pl_3shot_04_05_2026_23_48_28	2026-05-05T06:48:33Z	state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt	3	2	12	False	1000	1000	classification	2
midterm+nm	covid19_twitter+lp	0.7643091711	void_pre_20260723	dyuai84h	eval_midterm_nm_to_covid19_twitter_lp_3shot_04_05_2026_23_00_31	2026-05-05T06:00:40Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	1	12	False	1000	1000	temporal_link_prediction	2
midterm+nm	covid19_twitter+nm	0.9835197354	reported_legacy	8ratcm2d	eval_midterm_nm_to_covid19_twitter_nm_3shot_04_05_2026_23_35_31	2026-05-05T06:35:35Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
midterm+nm	covid19_twitter+pl	0.5260104357	reported_legacy	zbin64a9	eval_midterm_nm_to_covid19_twitter_pl_3shot_04_05_2026_23_37_39	2026-05-05T06:37:44Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	2	12	False	1000	1000	classification	2
midterm+nm	covid_political+nm	0.7174993331	reported_legacy	vtwq56g7	eval_midterm_nm_to_covid_political_nm_3shot_04_05_2026_23_35_29	2026-05-05T06:35:30Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	3	12	False	500	500	neighbor_matching	2
midterm+nm	covid_political+pl	0.6012801117	reported_legacy	bhlzj40j	eval_midterm_nm_to_covid_political_pl_3shot_04_05_2026_23_38_44	2026-05-05T06:38:46Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	2	12	False	500	500	classification	2
midterm+nm	election2020+nm	0.7088707194	reported_legacy	wvdvgxp4	eval_midterm_nm_to_election2020_nm_3shot_04_05_2026_23_43_47	2026-05-05T06:43:50Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	3	12	False	500	500	neighbor_matching	2
midterm+nm	election2020+pl	0.7005255528	reported_legacy	xxfcvpie	eval_midterm_nm_to_election2020_pl_3shot_04_05_2026_23_52_29	2026-05-05T06:52:33Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	2	12	False	500	500	classification	2
midterm+nm	midterm+lp	0.7759210510	void_pre_20260723	j8ab2ga5	eval_midterm_nm_to_midterm_lp_3shot_04_05_2026_23_02_04	2026-05-05T06:02:07Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	1	12	False	1000	1000	temporal_link_prediction	2
midterm+nm	midterm+nm	0.9640368273	reported_legacy	d6aj2nmd	eval_midterm_nm_to_midterm_nm_3shot_04_05_2026_23_37_05	2026-05-05T06:37:07Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
midterm+nm	midterm+pl	0.9824527679	reported_legacy	x6ptgi53	eval_midterm_nm_to_midterm_pl_3shot_04_05_2026_23_40_56	2026-05-05T06:41:00Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	2	12	False	1000	1000	classification	2
midterm+nm	ukr_rus_suspended+nm	0.7083412402	reported_legacy	hxtmu4op	eval_midterm_nm_to_ukr_rus_suspended_nm_3shot_04_05_2026_23_51_30	2026-05-05T06:51:31Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	3	12	False	500	500	neighbor_matching	2
midterm+nm	ukr_rus_suspended+pl	0.5049977283	reported_legacy	ib9h6dms	eval_midterm_nm_to_ukr_rus_suspended_pl_3shot_04_05_2026_23_54_20	2026-05-05T06:54:21Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	2	12	False	500	500	classification	2
midterm+nm	ukr_rus_twitter+lp	0.6984594507	void_pre_20260723	wiasi8cq	eval_midterm_nm_to_ukr_rus_twitter_lp_3shot_04_05_2026_23_07_35	2026-05-05T06:07:48Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	1	12	False	1000	1000	temporal_link_prediction	2
midterm+nm	ukr_rus_twitter+nm	0.9720047040	reported_legacy	e4ieesrp	eval_midterm_nm_to_ukr_rus_twitter_nm_3shot_04_05_2026_23_36_10	2026-05-05T06:36:15Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
midterm+nm	ukr_rus_twitter+pl	0.6186778151	reported_legacy	rcwdb3f0	eval_midterm_nm_to_ukr_rus_twitter_pl_3shot_04_05_2026_23_39_33	2026-05-05T06:39:37Z	state/train1_midterm_nm_1p5m_13_04_2026_18_03_58/checkpoint/state_dict_40000.ckpt	3	2	12	False	1000	1000	classification	2
midterm+pl	covid19_twitter+lp	0.5847167043	void_pre_20260723	c4tle2cl	eval_midterm_pl_to_covid19_twitter_lp_3shot_04_05_2026_23_18_11	2026-05-05T06:18:17Z	state/train1_midterm_pl_1p5m_13_04_2026_17_14_38/checkpoint/state_dict_22000.ckpt	3	1	12	False	1000	1000	temporal_link_prediction	2
midterm+pl	covid19_twitter+nm	0.6489940128	reported_legacy	88usrorb	eval_midterm_pl_to_covid19_twitter_nm_3shot_04_05_2026_23_46_49	2026-05-05T06:46:53Z	state/train1_midterm_pl_1p5m_13_04_2026_17_14_38/checkpoint/state_dict_22000.ckpt	3	3	12	False	1000	1000	neighbor_matching	2
midterm+pl	covid19_twitter+pl	0.4446873457	reported_legacy	hi95lh3l	eval_midterm_pl_to_covid19_twitter_pl_3shot_04_05_2026_23_48_54	2026-05-05T06:49:01Z	state/train1_midterm_pl_1p5m_13_04_2026_17_14_38/checkpoint/state_dict_22000.ckpt	3	2	12	False	1000	1000	classification	2
midterm+pl	covid_political+nm	0.5547339450	reported_legacy	qimjwyfw	eval_midterm_pl_to_covid_political_nm_3shot_04_05_2026_23_50_27	2026-05-05T06:50:29Z	state/train1_midterm_pl_1p5m_13_04_2026_17_14_38/checkpoint/state_dict_22000.ckpt	3	3	12	False	500	500	neighbor_matching	2
midterm+pl	covid_political+pl	0.5974225350	reported_legacy	wwk18bul	eval_midterm_pl_to_covid_political_pl_3shot_04_05_2026_23_53_36	2026-05-05T06:53:38Z	state/train1_midterm_pl_1p5m_13_04_2026_17_14_38/checkpoint/state_dict_22000.ckpt	3	2	12	False	500	500	classification	2
