train_id	eval_id	shots	roc_auc	result_status	run_id	run_name	created_at
covid19_twitter+lp	election2020+nm	0	0.5041640000	reported_legacy	xpt8jnur	eval_covid19_twitter_lp_to_election2020_nm_0shot_20_05_2026_16_10_57	2026-05-20T23:10:59Z
covid19_twitter+lp	election2020+nm	1	0.6057325698	reported_legacy	yk0yfkl2	eval_covid19_twitter_lp_to_election2020_nm_1shot_23_04_2026_04_06_35	2026-04-23T11:06:38Z
covid19_twitter+lp	election2020+nm	3	0.6356937027	reported_legacy	mbkz3gm9	eval_covid19_twitter_lp_to_election2020_nm_3shot_05_05_2026_02_22_58	2026-05-05T09:23:00Z
covid19_twitter+lp	election2020+nm	10	0.6869800000	reported_legacy	jxwtlyp4	eval_covid19_twitter_lp_to_election2020_nm_10shot_20_05_2026_16_12_28	2026-05-20T23:12:31Z
covid19_twitter+lp	election2020+pl	0	0.3985920000	reported_legacy	ib6ep1wu	eval_covid19_twitter_lp_to_election2020_pl_0shot_20_05_2026_16_11_14	2026-05-20T23:11:16Z
covid19_twitter+lp	election2020+pl	1	0.6527508089	reported_legacy	ivq9v475	eval_covid19_twitter_lp_to_election2020_pl_1shot_23_04_2026_04_14_11	2026-04-23T11:14:14Z
covid19_twitter+lp	election2020+pl	3	0.7017853206	reported_legacy	71filkx8	eval_covid19_twitter_lp_to_election2020_pl_3shot_05_05_2026_02_31_32	2026-05-05T09:31:35Z
covid19_twitter+lp	election2020+pl	10	0.6903820000	reported_legacy	hox71yeb	eval_covid19_twitter_lp_to_election2020_pl_10shot_20_05_2026_16_13_49	2026-05-20T23:13:51Z
covid19_twitter+lp	midterm+lp	0	0.5788858682	void_pre_20260723	0wutbq2o	eval_covid19_twitter_lp_to_midterm_lp_0shot_13_04_2026_21_55_28	2026-04-14T04:55:30Z
covid19_twitter+lp	midterm+lp	1	0.7655375425	void_pre_20260723	r134dq4h	eval_covid19_twitter_lp_to_midterm_lp_1shot_13_04_2026_21_59_26	2026-04-14T04:59:28Z
covid19_twitter+lp	midterm+lp	3	0.7835197054	void_pre_20260723	odgf64mo	eval_covid19_twitter_lp_to_midterm_lp_3shot_13_04_2026_22_03_52	2026-04-14T05:03:54Z
covid19_twitter+lp	midterm+lp	10	0.7742033613	void_pre_20260723	i81htlkq	eval_covid19_twitter_lp_to_midterm_lp_10shot_13_04_2026_22_10_16	2026-04-14T05:10:19Z
covid19_twitter+lp	midterm+nm	0	0.4946972084	reported_legacy	qxiau51a	eval_covid19_twitter_lp_to_midterm_nm_0shot_05_05_2026_00_46_32	2026-05-05T07:46:34Z
covid19_twitter+lp	midterm+nm	1	0.7893115644	reported_legacy	xcxwfahp	eval_covid19_twitter_lp_to_midterm_nm_1shot_13_04_2026_21_57_20	2026-04-14T04:57:22Z
covid19_twitter+lp	midterm+nm	3	0.8038562306	reported_legacy	l0q851e9	eval_covid19_twitter_lp_to_midterm_nm_3shot_05_05_2026_00_51_24	2026-05-05T07:51:26Z
covid19_twitter+lp	midterm+nm	10	0.8336612363	reported_legacy	rp8timtf	eval_covid19_twitter_lp_to_midterm_nm_10shot_13_04_2026_22_06_10	2026-04-14T05:06:12Z
covid19_twitter+lp	midterm+pl	0	0.5493086031	reported_legacy	ek9t6cuk	eval_covid19_twitter_lp_to_midterm_pl_0shot_05_05_2026_00_49_39	2026-05-05T07:49:41Z
covid19_twitter+lp	midterm+pl	1	0.5386383004	reported_legacy	wk70asbg	eval_covid19_twitter_lp_to_midterm_pl_1shot_13_04_2026_22_00_35	2026-04-14T05:00:37Z
covid19_twitter+lp	midterm+pl	3	0.5217621479	reported_legacy	30xp62y5	eval_covid19_twitter_lp_to_midterm_pl_3shot_05_05_2026_00_55_07	2026-05-05T07:55:10Z
covid19_twitter+lp	midterm+pl	10	0.5557664060	reported_legacy	1qfh0cf4	eval_covid19_twitter_lp_to_midterm_pl_10shot_13_04_2026_22_12_01	2026-04-14T05:12:03Z
covid19_twitter+lp	ukr_rus_suspended+nm	0	0.4871006667	reported_legacy	qefb1e1n	eval_covid19_twitter_lp_to_ukr_rus_suspended_nm_0shot_20_05_2026_16_01_48	2026-05-20T23:01:49Z
covid19_twitter+lp	ukr_rus_suspended+nm	1	0.5960685912	reported_legacy	sx2v7jbl	eval_covid19_twitter_lp_to_ukr_rus_suspended_nm_1shot_23_04_2026_00_52_09	2026-04-23T07:52:10Z
covid19_twitter+lp	ukr_rus_suspended+nm	3	0.6436153684	reported_legacy	3xs4p1dj	eval_covid19_twitter_lp_to_ukr_rus_suspended_nm_3shot_05_05_2026_00_40_04	2026-05-05T07:40:06Z
covid19_twitter+lp	ukr_rus_suspended+nm	10	0.6956546667	reported_legacy	yuuu4rsg	eval_covid19_twitter_lp_to_ukr_rus_suspended_nm_10shot_20_05_2026_16_02_52	2026-05-20T23:02:54Z
covid19_twitter+lp	ukr_rus_suspended+pl	0	0.5074280000	reported_legacy	ckf4laot	eval_covid19_twitter_lp_to_ukr_rus_suspended_pl_0shot_20_05_2026_16_02_02	2026-05-20T23:02:04Z
covid19_twitter+lp	ukr_rus_suspended+pl	1	0.4999863506	reported_legacy	rvpnovwy	eval_covid19_twitter_lp_to_ukr_rus_suspended_pl_1shot_23_04_2026_00_54_40	2026-04-23T07:54:42Z
covid19_twitter+lp	ukr_rus_suspended+pl	3	0.5056187333	reported_legacy	tjyuw213	eval_covid19_twitter_lp_to_ukr_rus_suspended_pl_3shot_05_05_2026_00_42_55	2026-05-05T07:42:57Z
covid19_twitter+lp	ukr_rus_suspended+pl	10	0.4971940000	reported_legacy	56wtel6o	eval_covid19_twitter_lp_to_ukr_rus_suspended_pl_10shot_20_05_2026_16_03_26	2026-05-20T23:03:27Z
covid19_twitter+lp	ukr_rus_twitter+lp	0	0.5701164579	void_pre_20260723	4rx6sdso	eval_covid19_twitter_lp_to_ukr_rus_twitter_lp_0shot_13_04_2026_22_13_15	2026-04-14T05:13:21Z
covid19_twitter+lp	ukr_rus_twitter+lp	1	0.8382727115	void_pre_20260723	q8mezi8q	eval_covid19_twitter_lp_to_ukr_rus_twitter_lp_1shot_13_04_2026_22_18_52	2026-04-14T05:18:58Z
covid19_twitter+lp	ukr_rus_twitter+lp	3	0.8554427792	void_pre_20260723	hknpqptq	eval_covid19_twitter_lp_to_ukr_rus_twitter_lp_3shot_13_04_2026_22_25_04	2026-04-14T05:25:09Z
covid19_twitter+lp	ukr_rus_twitter+lp	10	0.8442353032	void_pre_20260723	0ofhlq80	eval_covid19_twitter_lp_to_ukr_rus_twitter_lp_10shot_13_04_2026_22_33_15	2026-04-14T05:33:21Z
covid19_twitter+lp	ukr_rus_twitter+nm	0	0.4974395795	reported_legacy	ddmdjmm5	eval_covid19_twitter_lp_to_ukr_rus_twitter_nm_0shot_05_05_2026_00_34_38	2026-05-05T07:34:43Z
covid19_twitter+lp	ukr_rus_twitter+nm	1	0.8530316402	reported_legacy	o9lmelqf	eval_covid19_twitter_lp_to_ukr_rus_twitter_nm_1shot_13_04_2026_22_15_46	2026-04-14T05:15:51Z
covid19_twitter+lp	ukr_rus_twitter+nm	3	0.8839142018	reported_legacy	g5c8ykgj	eval_covid19_twitter_lp_to_ukr_rus_twitter_nm_3shot_05_05_2026_00_38_37	2026-05-05T07:38:41Z
covid19_twitter+lp	ukr_rus_twitter+nm	10	0.8875987068	reported_legacy	689kwaxe	eval_covid19_twitter_lp_to_ukr_rus_twitter_nm_10shot_13_04_2026_22_28_07	2026-04-14T05:28:12Z
covid19_twitter+lp	ukr_rus_twitter+pl	0	0.4406548399	reported_legacy	5ni04y9b	eval_covid19_twitter_lp_to_ukr_rus_twitter_pl_0shot_05_05_2026_00_37_20	2026-05-05T07:37:25Z
covid19_twitter+lp	ukr_rus_twitter+pl	1	0.5115094883	reported_legacy	3xb6r5qb	eval_covid19_twitter_lp_to_ukr_rus_twitter_pl_1shot_13_04_2026_22_20_09	2026-04-14T05:20:14Z
covid19_twitter+lp	ukr_rus_twitter+pl	3	0.5123121100	reported_legacy	bg8z4a3o	eval_covid19_twitter_lp_to_ukr_rus_twitter_pl_3shot_05_05_2026_00_41_56	2026-05-05T07:42:01Z
covid19_twitter+lp	ukr_rus_twitter+pl	10	0.5269886033	reported_legacy	ilno6l5d	eval_covid19_twitter_lp_to_ukr_rus_twitter_pl_10shot_13_04_2026_22_35_15	2026-04-14T05:35:20Z
covid19_twitter+nm	covid19_twitter+lp	0	0.4922176139	void_pre_20260723	vv833ehy	eval_covid19_twitter_nm_to_covid19_twitter_lp_0shot_13_04_2026_21_44_29	2026-04-14T04:44:34Z
covid19_twitter+nm	covid19_twitter+lp	1	0.8250460017	void_pre_20260723	h9gcprn5	eval_covid19_twitter_nm_to_covid19_twitter_lp_1shot_13_04_2026_21_47_51	2026-04-14T04:47:57Z
covid19_twitter+nm	covid19_twitter+lp	3	0.8870473937	void_pre_20260723	y1hltxis	eval_covid19_twitter_nm_to_covid19_twitter_lp_3shot_13_04_2026_21_51_37	2026-04-14T04:51:42Z
covid19_twitter+nm	covid19_twitter+lp	10	0.9078149021	void_pre_20260723	c9lyc20y	eval_covid19_twitter_nm_to_covid19_twitter_lp_10shot_13_04_2026_21_56_19	2026-04-14T04:56:24Z
covid19_twitter+nm	covid19_twitter+nm	0	0.5012383527	reported_legacy	wei1xqod	eval_covid19_twitter_nm_to_covid19_twitter_nm_0shot_05_05_2026_00_06_09	2026-05-05T07:06:13Z
covid19_twitter+nm	covid19_twitter+nm	1	0.9940100352	reported_legacy	ayx1dyqv	eval_covid19_twitter_nm_to_covid19_twitter_nm_1shot_13_04_2026_21_46_02	2026-04-14T04:46:07Z
covid19_twitter+nm	covid19_twitter+nm	3	0.9973863452	reported_legacy	u7y3b8hj	eval_covid19_twitter_nm_to_covid19_twitter_nm_3shot_05_05_2026_00_08_38	2026-05-05T07:08:42Z
covid19_twitter+nm	covid19_twitter+nm	10	0.9978740504	reported_legacy	l4huic9g	eval_covid19_twitter_nm_to_covid19_twitter_nm_10shot_13_04_2026_21_53_23	2026-04-14T04:53:27Z
covid19_twitter+nm	covid19_twitter+pl	0	0.4227221885	reported_legacy	u5gtyuea	eval_covid19_twitter_nm_to_covid19_twitter_pl_0shot_05_05_2026_00_07_51	2026-05-05T07:07:58Z
covid19_twitter+nm	covid19_twitter+pl	1	0.5818635214	reported_legacy	8t3lqrr7	eval_covid19_twitter_nm_to_covid19_twitter_pl_1shot_13_04_2026_21_48_42	2026-04-14T04:48:46Z
covid19_twitter+nm	covid19_twitter+pl	3	0.6420843586	reported_legacy	9ny8zbs2	eval_covid19_twitter_nm_to_covid19_twitter_pl_3shot_05_05_2026_00_10_40	2026-05-05T07:10:44Z
covid19_twitter+nm	covid19_twitter+pl	10	0.7091955040	reported_legacy	oa8olm4n	eval_covid19_twitter_nm_to_covid19_twitter_pl_10shot_13_04_2026_21_57_32	2026-04-14T04:57:36Z
covid19_twitter+nm	covid_political+nm	0	0.5011123455	reported_legacy	byw1oxw8	eval_covid19_twitter_nm_to_covid_political_nm_0shot_05_05_2026_00_16_06	2026-05-05T07:16:08Z
covid19_twitter+nm	covid_political+nm	1	0.6841764272	reported_legacy	ibo47lxj	eval_covid19_twitter_nm_to_covid_political_nm_1shot_23_04_2026_00_41_38	2026-04-23T07:41:39Z
covid19_twitter+nm	covid_political+nm	3	0.7063557704	reported_legacy	r7tynwnh	eval_covid19_twitter_nm_to_covid_political_nm_3shot_05_05_2026_00_19_20	2026-05-05T07:19:21Z
covid19_twitter+nm	covid_political+nm	10	0.7375905027	reported_legacy	l7mmyxll	eval_covid19_twitter_nm_to_covid_political_nm_10shot_23_04_2026_00_45_11	2026-04-23T07:45:13Z
covid19_twitter+nm	covid_political+pl	0	0.5507349461	reported_legacy	r32rpt1c	eval_covid19_twitter_nm_to_covid_political_pl_0shot_05_05_2026_00_18_39	2026-05-05T07:18:40Z
covid19_twitter+nm	covid_political+pl	1	0.6166824300	reported_legacy	j7rlxm8q	eval_covid19_twitter_nm_to_covid_political_pl_1shot_23_04_2026_00_44_25	2026-04-23T07:44:27Z
covid19_twitter+nm	covid_political+pl	3	0.6201692406	reported_legacy	qtohayh7	eval_covid19_twitter_nm_to_covid_political_pl_3shot_05_05_2026_00_22_31	2026-05-05T07:22:33Z
covid19_twitter+nm	covid_political+pl	10	0.6740750867	reported_legacy	4f331dv0	eval_covid19_twitter_nm_to_covid_political_pl_10shot_23_04_2026_00_49_46	2026-04-23T07:49:48Z
covid19_twitter+nm	election2020+nm	0	0.5181533333	reported_legacy	5hw7t80o	eval_covid19_twitter_nm_to_election2020_nm_0shot_20_05_2026_16_07_27	2026-05-20T23:07:29Z
covid19_twitter+nm	election2020+nm	1	0.7256324362	reported_legacy	ees3zhnw	eval_covid19_twitter_nm_to_election2020_nm_1shot_23_04_2026_03_27_45	2026-04-23T10:27:48Z
covid19_twitter+nm	election2020+nm	3	0.7352413352	reported_legacy	w0p0y91l	eval_covid19_twitter_nm_to_election2020_nm_3shot_05_05_2026_02_00_46	2026-05-05T09:00:48Z
covid19_twitter+nm	election2020+nm	10	0.7656563333	reported_legacy	lj232au0	eval_covid19_twitter_nm_to_election2020_nm_10shot_20_05_2026_16_08_57	2026-05-20T23:08:59Z
covid19_twitter+nm	election2020+pl	0	0.7018400000	reported_legacy	8806ute0	eval_covid19_twitter_nm_to_election2020_pl_0shot_20_05_2026_16_07_43	2026-05-20T23:07:46Z
covid19_twitter+nm	election2020+pl	1	0.8138610933	reported_legacy	d4sw1hlv	eval_covid19_twitter_nm_to_election2020_pl_1shot_23_04_2026_03_35_19	2026-04-23T10:35:22Z
covid19_twitter+nm	election2020+pl	3	0.8282446889	reported_legacy	ud4ucs2k	eval_covid19_twitter_nm_to_election2020_pl_3shot_05_05_2026_02_09_15	2026-05-05T09:09:18Z
covid19_twitter+nm	election2020+pl	10	0.8679040000	reported_legacy	pdma0dls	eval_covid19_twitter_nm_to_election2020_pl_10shot_20_05_2026_16_10_14	2026-05-20T23:10:17Z
covid19_twitter+nm	midterm+lp	0	0.5273218619	void_pre_20260723	6spfr3jn	eval_covid19_twitter_nm_to_midterm_lp_0shot_13_04_2026_21_35_27	2026-04-14T04:35:30Z
covid19_twitter+nm	midterm+lp	1	0.7496562100	void_pre_20260723	crtkad48	eval_covid19_twitter_nm_to_midterm_lp_1shot_13_04_2026_21_39_30	2026-04-14T04:39:32Z
covid19_twitter+nm	midterm+lp	3	0.8188088969	void_pre_20260723	sg7lep0z	eval_covid19_twitter_nm_to_midterm_lp_3shot_13_04_2026_21_43_56	2026-04-14T04:43:59Z
covid19_twitter+nm	midterm+lp	10	0.8492196372	void_pre_20260723	ix62tegi	eval_covid19_twitter_nm_to_midterm_lp_10shot_13_04_2026_21_50_14	2026-04-14T04:50:17Z
covid19_twitter+nm	midterm+nm	0	0.5005832588	reported_legacy	869rmx3f	eval_covid19_twitter_nm_to_midterm_nm_0shot_05_05_2026_00_35_46	2026-05-05T07:35:48Z
covid19_twitter+nm	midterm+nm	1	0.9503950291	reported_legacy	o8uzoiwt	eval_covid19_twitter_nm_to_midterm_nm_1shot_13_04_2026_21_37_23	2026-04-14T04:37:25Z
covid19_twitter+nm	midterm+nm	3	0.9468033064	reported_legacy	qh5kef5r	eval_covid19_twitter_nm_to_midterm_nm_3shot_05_05_2026_00_40_30	2026-05-05T07:40:32Z
covid19_twitter+nm	midterm+nm	10	0.9710102874	reported_legacy	2vp1vjxt	eval_covid19_twitter_nm_to_midterm_nm_10shot_13_04_2026_21_46_15	2026-04-14T04:46:17Z
covid19_twitter+nm	midterm+pl	0	0.7288314489	reported_legacy	zk7fadld	eval_covid19_twitter_nm_to_midterm_pl_0shot_05_05_2026_00_38_49	2026-05-05T07:38:51Z
covid19_twitter+nm	midterm+pl	1	0.7382023553	reported_legacy	sc7nv0zt	eval_covid19_twitter_nm_to_midterm_pl_1shot_13_04_2026_21_40_40	2026-04-14T04:40:42Z
covid19_twitter+nm	midterm+pl	3	0.9104314615	reported_legacy	fq2gtyvf	eval_covid19_twitter_nm_to_midterm_pl_3shot_05_05_2026_00_44_16	2026-05-05T07:44:18Z
covid19_twitter+nm	midterm+pl	10	0.8496464336	reported_legacy	trg3jbm3	eval_covid19_twitter_nm_to_midterm_pl_10shot_13_04_2026_21_52_00	2026-04-14T04:52:03Z
covid19_twitter+nm	ukr_rus_suspended+nm	0	0.4885820000	reported_legacy	00cayrux	eval_covid19_twitter_nm_to_ukr_rus_suspended_nm_0shot_20_05_2026_15_59_51	2026-05-20T22:59:52Z
covid19_twitter+nm	ukr_rus_suspended+nm	1	0.6973771625	reported_legacy	n6gz0282	eval_covid19_twitter_nm_to_ukr_rus_suspended_nm_1shot_23_04_2026_00_40_02	2026-04-23T07:40:04Z
covid19_twitter+nm	ukr_rus_suspended+nm	3	0.7626502575	reported_legacy	byjo6his	eval_covid19_twitter_nm_to_ukr_rus_suspended_nm_3shot_05_05_2026_00_33_11	2026-05-05T07:33:12Z
covid19_twitter+nm	ukr_rus_suspended+nm	10	0.8164093333	reported_legacy	zgt7knrl	eval_covid19_twitter_nm_to_ukr_rus_suspended_nm_10shot_20_05_2026_16_00_55	2026-05-20T23:00:57Z
covid19_twitter+nm	ukr_rus_suspended+pl	0	0.4978120000	reported_legacy	x7b5o44z	eval_covid19_twitter_nm_to_ukr_rus_suspended_pl_0shot_20_05_2026_16_00_07	2026-05-20T23:00:09Z
covid19_twitter+nm	ukr_rus_suspended+pl	1	0.5006591022	reported_legacy	m2aquhsg	eval_covid19_twitter_nm_to_ukr_rus_suspended_pl_1shot_23_04_2026_00_42_32	2026-04-23T07:42:34Z
covid19_twitter+nm	ukr_rus_suspended+pl	3	0.5021695089	reported_legacy	j4iic8p0	eval_covid19_twitter_nm_to_ukr_rus_suspended_pl_3shot_05_05_2026_00_35_59	2026-05-05T07:36:01Z
covid19_twitter+nm	ukr_rus_suspended+pl	10	0.4891900000	reported_legacy	midaaopv	eval_covid19_twitter_nm_to_ukr_rus_suspended_pl_10shot_20_05_2026_16_01_30	2026-05-20T23:01:31Z
covid19_twitter+nm	ukr_rus_twitter+lp	0	0.4834607331	void_pre_20260723	1vvmxfqa	eval_covid19_twitter_nm_to_ukr_rus_twitter_lp_0shot_13_04_2026_21_46_07	2026-04-14T04:46:15Z
covid19_twitter+nm	ukr_rus_twitter+lp	1	0.7480191983	void_pre_20260723	yhxdrev4	eval_covid19_twitter_nm_to_ukr_rus_twitter_lp_1shot_13_04_2026_21_51_56	2026-04-14T04:52:02Z
covid19_twitter+nm	ukr_rus_twitter+lp	3	0.8108332540	void_pre_20260723	ez3mle6n	eval_covid19_twitter_nm_to_ukr_rus_twitter_lp_3shot_13_04_2026_21_58_14	2026-04-14T04:58:19Z
covid19_twitter+nm	ukr_rus_twitter+lp	10	0.8417225647	void_pre_20260723	19sfv8hj	eval_covid19_twitter_nm_to_ukr_rus_twitter_lp_10shot_13_04_2026_22_06_10	2026-04-14T05:06:15Z
covid19_twitter+nm	ukr_rus_twitter+nm	0	0.4982373109	reported_legacy	nn4g0yu0	eval_covid19_twitter_nm_to_ukr_rus_twitter_nm_0shot_05_05_2026_00_25_46	2026-05-05T07:25:50Z
covid19_twitter+nm	ukr_rus_twitter+nm	1	0.9652717610	reported_legacy	kaukvvqk	eval_covid19_twitter_nm_to_ukr_rus_twitter_nm_1shot_13_04_2026_21_48_50	2026-04-14T04:48:55Z
covid19_twitter+nm	ukr_rus_twitter+nm	3	0.9823025142	reported_legacy	nqldwbze	eval_covid19_twitter_nm_to_ukr_rus_twitter_nm_3shot_05_05_2026_00_29_47	2026-05-05T07:29:51Z
covid19_twitter+nm	ukr_rus_twitter+nm	10	0.9864107174	reported_legacy	8zgiykmh	eval_covid19_twitter_nm_to_ukr_rus_twitter_nm_10shot_13_04_2026_22_01_15	2026-04-14T05:01:20Z
covid19_twitter+nm	ukr_rus_twitter+pl	0	0.3865617871	reported_legacy	6gpbru98	eval_covid19_twitter_nm_to_ukr_rus_twitter_pl_0shot_05_05_2026_00_28_30	2026-05-05T07:28:34Z
covid19_twitter+nm	ukr_rus_twitter+pl	1	0.5840959169	reported_legacy	pa10h6wr	eval_covid19_twitter_nm_to_ukr_rus_twitter_pl_1shot_13_04_2026_21_53_17	2026-04-14T04:53:22Z
covid19_twitter+nm	ukr_rus_twitter+pl	3	0.6250682761	reported_legacy	17fyhicm	eval_covid19_twitter_nm_to_ukr_rus_twitter_pl_3shot_05_05_2026_00_33_04	2026-05-05T07:33:09Z
covid19_twitter+nm	ukr_rus_twitter+pl	10	0.6772786904	reported_legacy	3vgqa813	eval_covid19_twitter_nm_to_ukr_rus_twitter_pl_10shot_13_04_2026_22_08_10	2026-04-14T05:08:15Z
covid19_twitter+pl	covid19_twitter+lp	0	0.5185202283	void_pre_20260723	gc44cklk	eval_covid19_twitter_pl_to_covid19_twitter_lp_0shot_13_04_2026_22_16_14	2026-04-14T05:16:19Z
covid19_twitter+pl	covid19_twitter+lp	1	0.5432339913	void_pre_20260723	fdc7liin	eval_covid19_twitter_pl_to_covid19_twitter_lp_1shot_13_04_2026_22_19_35	2026-04-14T05:19:41Z
covid19_twitter+pl	covid19_twitter+lp	3	0.5273215961	void_pre_20260723	7i0yl5sm	eval_covid19_twitter_pl_to_covid19_twitter_lp_3shot_13_04_2026_22_23_18	2026-04-14T05:23:23Z
covid19_twitter+pl	covid19_twitter+lp	10	0.5220112835	void_pre_20260723	bf5y8xd6	eval_covid19_twitter_pl_to_covid19_twitter_lp_10shot_13_04_2026_22_28_02	2026-04-14T05:28:07Z
covid19_twitter+pl	covid19_twitter+nm	0	0.5019448499	reported_legacy	ym4q1oio	eval_covid19_twitter_pl_to_covid19_twitter_nm_0shot_05_05_2026_00_16_56	2026-05-05T07:17:01Z
covid19_twitter+pl	covid19_twitter+nm	1	0.5052072331	reported_legacy	gcebgty8	eval_covid19_twitter_pl_to_covid19_twitter_nm_1shot_13_04_2026_22_17_45	2026-04-14T05:17:49Z
covid19_twitter+pl	covid19_twitter+nm	3	0.5208704529	reported_legacy	ljm7ss7i	eval_covid19_twitter_pl_to_covid19_twitter_nm_3shot_05_05_2026_00_19_22	2026-05-05T07:19:27Z
covid19_twitter+pl	covid19_twitter+nm	10	0.5486487280	reported_legacy	zmxtoa1y	eval_covid19_twitter_pl_to_covid19_twitter_nm_10shot_13_04_2026_22_25_05	2026-04-14T05:25:09Z
covid19_twitter+pl	covid19_twitter+pl	0	0.1387273168	reported_legacy	e8190sa3	eval_covid19_twitter_pl_to_covid19_twitter_pl_0shot_05_05_2026_00_18_39	2026-05-05T07:18:43Z
covid19_twitter+pl	covid19_twitter+pl	1	0.8488996679	reported_legacy	blvqu39f	eval_covid19_twitter_pl_to_covid19_twitter_pl_1shot_13_04_2026_22_20_25	2026-04-14T05:20:29Z
covid19_twitter+pl	covid19_twitter+pl	3	0.1654446539	reported_legacy	wfe7hdjq	eval_covid19_twitter_pl_to_covid19_twitter_pl_3shot_05_05_2026_00_21_27	2026-05-05T07:21:31Z
covid19_twitter+pl	covid19_twitter+pl	10	0.8518013149	reported_legacy	nvtr2nbi	eval_covid19_twitter_pl_to_covid19_twitter_pl_10shot_13_04_2026_22_29_13	2026-04-14T05:29:18Z
covid19_twitter+pl	covid_political+nm	0	0.5006506473	reported_legacy	uw1o9zp2	eval_covid19_twitter_pl_to_covid_political_nm_0shot_05_05_2026_00_30_34	2026-05-05T07:30:36Z
covid19_twitter+pl	covid_political+nm	1	0.4999196112	reported_legacy	afsf0ke1	eval_covid19_twitter_pl_to_covid_political_nm_1shot_23_04_2026_01_06_52	2026-04-23T08:06:54Z
